scholar_id,title,authors,journal,year,citations,link,source,dosen
N6RJilIAAAAJ,Implementasi Algoritma Fisher-Yates Shuffle Dan Fuzzy Tsukamoto Pada Game Petualangan Si Thole Berbasis Android Menggunakan Game Engine Unity,"AH Annazili, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 1 (04), 188-199, 2020",2020,17,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:3fE2CSJIrl8C,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,"Pelatihan Media Pembelajaran Menggunakan Canva Untuk Guru MI Al Ahmad, Krian, Sidoarjo","N Rochmawati, Y Yamasari, WI Yustanti, A Qoiriah, AN Aviana","Jurnal ABDI: Media Pengabdian Kepada Masyarakat 9 (1), 46-52, 2023",2023,16,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:M3NEmzRMIkIC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Penerapan Metode TF-IDF dan Deep Neural Network untuk Analisa Sentimen pada Data Ulasan Hotel,"FD Adhiatma, A Qoiriah","Journal of Informatics and Computer Science (JINACS), 183-193, 2022",2022,14,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:TQgYirikUcIC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Penerapan Algoritma Naïve Bayes dalam Klasifikasi Tingkat Kepuasan Siswa terhadap Pembelajaran Daring,"I Amillina, A Qoiriah","Jurnal Ilmiah Teknologi Informasi dan Robotika 3 (2), 2021",2021,14,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:QIV2ME_5wuYC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Penerapan Algoritma Fp-Growth dan K-Means pada Data Transaksi Minimarket,"N Mamahit, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 1 (02), 78-83, 2019",2019,14,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:5nxA0vEk-isC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Analisis Sentimen Pengguna Platform Belajar Online Coursera menggunakan Random Forest dengan Metode Ekstraksi Fitur Word2vec,"MJ Aufa, A Qoiriah","Journal of Informatics and Computer Science (JINACS), 244-255, 2022",2022,13,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:RHpTSmoSYBkC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Pengelompokan Kategori Buku Berdasarkan Judul Menggunakan Algoritma Agglomerative Hierarchical Clustering Dan K-Medoids,"MA Rofiq, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 2 (03), 220-227, 2021",2021,13,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:-f6ydRqryjwC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Sistem Pakar untuk Menentukan Menu Makanan Sehat pada Penderita Diabetes Mellitus,"T Lusiani, A Qoiriah","S@ CIES 5 (1), 9-23, 2014",2014,13,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:9yKSN-GCB0IC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Sistem deteksi kesalahan tanda baca dan huruf kapital pada karya tulis ilmiah berbahasa Indonesia menggunakan algoritma Boyer-Moore,"M Ilmiyah, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 2 (03), 185-193, 2021",2021,12,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:r0BpntZqJG4C,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Implementasi algoritma jaro-winkler distance dan N-Gram untuk deteksi dan prediksi perbaikan kesalahan penulisan kata bahasa Indonesia pada karya tulis ilmiah mahasiswa,"NC Dewi, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 2 (03), 169-177, 2021",2021,11,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:4JMBOYKVnBMC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Analisis perbandingan framework front-end JavaScript React dan Vue pada pengembangan website,"FAF Sofi'ie, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 5 (02), 157-164, 2023",2023,10,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:maZDTaKrznsC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Penerapan Algoritma C4. 5 Untuk Mengatur Persediaan Stok Barang Berbasis Website,"AD Saputra, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 3 (04), 481-493, 2022",2022,10,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:hC7cP41nSMkC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Sistem Rekomendasi Wedding Organizer Menggunakan Metode Content-Based Filtering Dengan Algoritma Random Forest Regression,"DA Pratiwi, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 3 (03), 231-239, 2022",2022,10,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:9ZlFYXVOiuMC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Keamanan sistem informasi,"W Yustanti, R Bisma, A Qoiriah, A Prihanto","Zifatama Jawara, 2018",2018,10,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:KlAtU1dfN6UC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Predictive Maintenance untuk Kendaraan Bermotor dengan Menggunakan Support Vector Machine (SVM),"SCRH Haliza, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 2 (03), 159-168, 2021",2021,9,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:j3f4tGmQtD8C,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Penjadwalan ujian akhir semester dengan algoritma genetika (studi kasus Jurusan Teknik Informatika UNESA),A Qoiriah,"Jurnal Manajemen Informatika 3 (2), 2014",2014,9,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:qjMakFHDy7sC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Implementasi Pathfinding dengan Algoritma A* pada Aplikasi Indoor Navigation Menggunakan Unity Navmesh,"MI Hidayat, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 3 (03), 334-342, 2022",2022,8,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:dhFuZR0502QC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Implementasi Algoritma Fuzzy Sugeno sebagai Pendukung Keputusan dalam Penentuan Skor Akhir pada Game Edukasi Simple Nomic,"RY Ramadhani, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 1 (01), 48-55, 2019",2019,7,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:0EnyYjriUFMC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Rancang Bangun Aplikasi Enkripsi Database MYSQL Dengan Algoritma BLOWFISH,"TP Nusa, A Qoiriah","Jurnal Manajemen Informatika 2 (1), 2013",2013,7,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:IjCSPb-OGe4C,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Aplikasi Android Untuk Terapi Arachnophobia Berbasis Markerless Augmented Reality,"BG Gumilang, A Qoiriah","Journal of Informatics and Computer Science (JINACS), 322-333, 2023",2023,6,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:bEWYMUwI8FkC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Perbandingan algoritma cosine similarity dan Euclidean distance pada sistem rekomendasi film dengan metode item-based collaborative filtering,"MA Ma'ruf, A Qoiriah","Journal of Informatics and Computer Science (JINACS), 160-168, 2022",2022,6,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:mB3voiENLucC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Prediksi Nilai Akhir Mahasiswa Dengan Metode Regresi (Studi Kasus Mata Kuliah Pemrograman Dasar),"A Qoiriah, Y Yamasari","Journal Information Engineering and Educational Technology) ISSN 2549, 869X, 2021",2021,6,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:M3ejUd6NZC8C,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Sistem Penilaian Otomatis Jawaban Esai Bahasa Indonesia Berdasarkan Kemiripan Kalimat Menggunakan Syntactic-Semantic Similarity,"NL Kinanti, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 2 (02), 136-144, 2020",2020,6,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:_Qo2XoVZTnwC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Strategi identifikasi resiko keamanan informasi dengan Kerangka Kerja ISO 27005: 2018,"W Yustanti, A Qoiriah, R Bisma, A Prihanto","JIEET (Journal of Information Engineering and Educational Technology) 3 (2 …, 2019",2019,6,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:8k81kl-MbHgC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Analisis Tingkat Kesiapan Dan Kematangan Implementasi ISO 27001: 2013 Menggunakan Indeks Keamanan Informasi 3: 2015 Pada UPT. PPTI Universitas Negeri Surabaya,"W YUSTANTI, R BISMA, A QOIRIAH, A PRIHANTO","Prosiding Semnas PPM 2018 1 (1), 1602-1613, 2018",2018,6,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:roLk4NBRz8UC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Prediksi tingkat stres berdasarkan pola hidup menggunakan machine learning,"AI Anissa, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 7 (02), 292-300, 2025",2025,5,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:NhqRSupF_l8C,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Application of k-means algorithm for clustering student’s computer programming performance in automatic programming assessment tool,"A Qoiriah, R Harimurti, AI Nurhidayat","International Joint Conference on Science and Engineering (IJCSE 2020), 421-425, 2020",2020,5,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:4TOpqqG69KYC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Pengelompokan Ulasan Video Game Elden Ring pada Platform Steam dengan Metode Spectral Clustering Menggunakan Principal Component Analysis Berbasis Similarity Gaussian,"TY Febriansyah, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 6 (02), 297-306, 2024",2024,4,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:J_g5lzvAfSwC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Rancang Bangun Sistem Info rmasi Pemesanan Ruang Kuliah,"R Harimurti, A Qoiriah","Prosiding SNRT (Seminar Nasional Riset Terapan) 1 (2), A236-A245, 2016",2016,4,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:2osOgNQ5qMEC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,"A Systematic Literature Review on Chatbot Development For Whatsapp: Programming Language, Method, And Utility","M Rahulil, Y Yamasari, RE Putra, IM Suartana, A Qoiriah","Jurnal Serambi Engineering 10 (3), 2025",2025,3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:_xSYboBqXhAC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Rancang Bangun Ulang Website Learning Management System PT Berau Coal Menggunakan Metode Design Thinking (Studi Kasus: Sintesis+),"DA Yusuf, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 5 (02), 223-231, 2023",2023,3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:k_IJM867U9cC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Game Edukatif Simulasi Pembuatan SIM Menggunakan Neural Network Backpropagation Sebagai Rekomendasi Penentu Kelulusan,"WMC Perdana, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 1 (04), 217-227, 2020",2020,3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:kNdYIx-mwKoC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Perancangan Dan Pembuatan Word Game Scramble Dengan Algoritma Genetika,V ANDRIYAWAN,"Jurnal Manajemen Informatika 2 (2), 2013",2013,3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:isC4tDSrTZIC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Perancangan dan Pembuatan Aplikasi Berbasis Website untuk Mendukung Pertumbuhan dan Perkembangan Anak,"FNV Amanda, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 6 (03), 830-841, 2025",2025,2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:u_35RYKgDlwC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Penerapan DINOv2 pada Content Based Image Retrieval (CBIR) dalam Website Katalog Digital Batik Surabaya,"ARR Raif, RE Putra, A Prapanca, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 6 (03), 678-687, 2025",2025,2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:SeFeTyx0c_EC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Klasifikasi Tingkat Kesiapan Kerja Mahasiswa Universitas Negeri Surabaya Menggunakan Algoritma C5. 0,"G Cynthia, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 6 (02), 383-396, 2024",2024,2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:ldfaerwXgEUC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Meal-Planning Berbasis Status Gizi dengan Metode Klasifikasi K-nearest neighbors (KNN) untuk Pasien Obesitas,"V Fresinsya, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 6 (01), 258-264, 2024",2024,2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:35N4QoGY0k4C,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,"Rancang Bangun Website Obyek Wisata Kabupaten Tuban"" Tuban Explore"" Menggunakan Metode User Centered Design (UCD)","N Mirnawati, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 6 (01), 105-118, 2024",2024,2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:RGFaLdJalmkC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Penerapan Metode Simple Additive Weighting (SAW) dalam sistem penilaian kinerja mitra lembaga Badan Pusat Statistik Jember,"DA Noya, A Qoiriah","Journal of Informatics and Computer Science (JINACS), 194-206, 2022",2022,2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:R3hNpaxXUhUC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Implementation of computational thinking concepts in ICT learning using Scratch programming,"R Harimurti, A Qoiriah, E Ekohariadi, M Munoto","International Conference on Indonesian Technical Vocational Education and …, 2018",2018,2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:WF5omc3nYNoC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,"Asmunin, & Atik Wintarti.(2021). Reduksi Dimensi untuk Meningkatkan Kinerja Pengklasteran Perilaku Siswa pada Sistem e-Learning","Y Yamasari, N Rochmawati, A Qoiriah","Jurnal Nasional Teknik Elektro Dan Teknologi Informasi 10 (2), 139-147, 0",,2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:ZeXyd9-uunAC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Perancangan Dan Pembangunan Sistem Informasi Keuangan Yayasan Umar Faruq Al Arifin Berbasis Website Menggunakan Metode Agile Pendekatan Kanban,"M Zulfikar, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 6 (04), 1120-1130, 2025",2025,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:bFI3QPDXJZMC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Penerapan Metode FIFO dan ROP Pada Sistem Inventory UD. Salam 51 Berbasis Website,"DSSP AK, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 6 (04), 994-1009, 2025",2025,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:dfsIfKJdRG4C,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Analisis Sentimen Opini Publik Terhadap Program Merdeka Belajar Kampus Merdeka Dengan Algoritma Naive Bayes-Support Vector Machine (NBSVM),"Q Uyun, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 6 (02), 589-605, 2024",2024,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:pqnbT2bcN3wC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Klasterisasi musik menggunakan K-Means,"FS Farhani, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 6 (02), 566-572, 2024",2024,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:M05iB0D1s5AC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Rancang Bangun School Management System Berbasis Website Dengan Klasifikasi Santri Menggunakan Algoritma C5. 0,"URC Doa, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 6 (02), 359-370, 2024",2024,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:2P1L_qKh6hAC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Klasifikasi Cyberbullying Pengguna Twitter Menggunakan Random Forest Dengan Penyematan Kata FastText,"DO Putri, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 6 (01), 265-272, 2024",2024,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:lSLTfruPkqcC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Pengembangan Aplikasi Penentu Kelayakan Calon Pendonor Darah Berbasis Website Menggunakan Algoritma Naïve Bayes,"S Oktavia, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 6 (01), 1-10, 2024",2024,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:O3NaXMp0MMsC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,"Pengaruh Refactoring Terhadap Tingkat Pemeliharaan Perangkat Lunak Pada Aplikasi Permainan"" Infection Defender""","SH Sadiyah, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 5 (03), 400-413, 2024",2024,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:NMxIlDl6LWMC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Implementasi Metode Backpropagation dalam Pengolahan Citra Teks Tulisan Tangan Menjadi Teks Digital dan Text-to-Speech pada Sistem Operasi Android Sebagai Alat Bantu Komunikasi …,"SMA Herlambang, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 3 (04), 446-455, 2022",2022,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:qUcmZB5y_30C,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Aplikasi Pembelajaran Bahasa Indonesia Berbasis Web Dengan Pendekatan Gamifikasi Menggunakan Algoritma Linear Congruent Method,"AF Sugiarto, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 3 (04), 435-445, 2022",2022,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:IWHjjKOFINEC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Implementasi Algoritma Fisher-Yates pada Game Pembelajaran LBB YSYPRIVATE Berbasis Website,"YS Yuono, A Qoiriah","Journal of Informatics and Computer Science (JINACS) 2 (04), 279-289, 2021",2021,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:7PzlFSSx8tAC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Pengukuran Peminatan Siswa Sekolah Dasar Menggunakan Web Pembelajaran Berbasis Game,"S Dwi Fatrianto, R Harimurti, A Qoiriah","Journal Information Engineering and Educational Technology) ISSN 2549, 869X, 2019",2019,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:L8Ckcad2t8MC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Pengukuran Peminatan Siswa Sekolah Dasar MenggunakanWeb Pembelajaran Berbasis Game,"DF Suyatno, R Harimurti, A Qoiriah","JIEET (Journal of Information Engineering and Educational Technology) 3 (1 …, 2019",2019,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:hqOjcs7Dif8C,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Beef weight prediction system based on image processing in order to increase livestock productivity,"L Anifah, R Harimurti, A Qoiriah","Advanced Science Letters 23 (12), 11892-11896, 2017",2017,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:W7OEmFMy1HYC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Design and Development of Classroom Reservation Information System,"R Harimurti, A Qoiriah","Seminar Nasional Riset Terapan 1, A236-A245, 2016",2016,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:YsMSGLbcyi4C,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Aplikasi Pembuatan Desain Sarung Palekat,A Qoiriah,"Jurnal Manajemen Informatika 3 (1), 2014",2014,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:UeHWp8X0CEIC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Enhancing Corn Leaf Disease Identification through Integration of Support Vector Machine-Recursive Feature Elimination with Hybrid CNN-KELM,"RE Putra, A Qoiriah, G Trimulyono, DCR Novitasari, DZ Haq, R Nariswari","JOIV: International Journal on Informatics Visualization 10 (1), 1-9, 2026",2026,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:dshw04ExmUIC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Penerapan Bayesian Knowledge Tracing pada Game Ethno Run sebagai Media Pembelajaran Matematika Adaptif untuk Siswa Kelas 3-5 Sekolah Dasar,"ASK Dewi, A Qoiriah","Modem: Jurnal Informatika dan Sains Teknologi. 4 (1), 129-137, 2026",2026,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:uWQEDVKXjbEC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
N6RJilIAAAAJ,Implementing Optuna and Ensemble Learning on Boosting Models for Credit Default Risk Prediction,"Y Yamasari, A Khahar, RE Putra, M Suartana, P Nerisafitra, A Qoiriah","2025 Eight International Conference on Vocational Education and Electrical …, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&citation_for_view=N6RJilIAAAAJ:SP6oXDckpogC,scholar,"Anita Qoiriah, S.Kom., M.Kom."
