scholar_id,title,authors,journal,year,citations,link,source,dosen
FZ00CQ8AAAAJ,PERANCANGAN DAN PEMBUATAN APLIKASI PENJUALAN TOKO SEPATU “ALCIN” MENGGUNAKAN VISUAL STUDIO,"ALZ ARBY, CR AYUNI, R BASATHA","AL-DYAS Учредители: Darul Yasin Al Sys 4 (1), 396-410, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:D03iK_w7-QYC,scholar,"Rizky Basatha, S.Pd., M.MT."
FZ00CQ8AAAAJ,ANALISIS PENGGUNAAN APLIKASI KASIR DALAM MENINGKATKAN EFISIENSI TRANSAKSI PADA USAHA COOKIES DAN DONUT,"APF SARI, ASS WARDANI, R BASATHA","AL-DYAS Учредители: Darul Yasin Al Sys 4 (1), 345-354, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:RGFaLdJalmkC,scholar,"Rizky Basatha, S.Pd., M.MT."
FZ00CQ8AAAAJ,PENGGUNAAN VISUAL STUDIO UNTUK PEMBUATAN APLIKASI JUAL BELI ELEKTRONIK BERINTEGRASI MYSQL,"JUA PUTRA, N ARDHANI, R BASATHA","AL-DYAS Учредители: Darul Yasin Al Sys 4 (1), 493-503, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:O3NaXMp0MMsC,scholar,"Rizky Basatha, S.Pd., M.MT."
FZ00CQ8AAAAJ,PENGEMBANGAN APLIKASI MANAJEMEN APOTEK BERBASIS APLIKASI VISUAL STUDIO 2022,"AV PRAWISTY, P AYUNINGTYAS, R BASATHA","AL-DYAS Учредители: Darul Yasin Al Sys 4 (1), 267-278, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:YFjsv_pBGBYC,scholar,"Rizky Basatha, S.Pd., M.MT."
FZ00CQ8AAAAJ,RANCANG BANGUN APLIKASI COFFEE SHOP BERBASIS VISUAL BASIC,"E FERDIANSYAH, FR AMRI, R BASATHA","AL-DYAS Учредители: Darul Yasin Al Sys 4 (1), 389-395, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:NMxIlDl6LWMC,scholar,"Rizky Basatha, S.Pd., M.MT."
FZ00CQ8AAAAJ,OPTIMALISASI PENGELOLAAN TOKO BUNGA: PENGEMBANGAN APLIKASI KASIR BERBASIS DESKTOP,"AAE DINANTI, DP PANGESTU, R BASATHA","AL-DYAS Учредители: Darul Yasin Al Sys 4 (1), 326-333, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:blknAaTinKkC,scholar,"Rizky Basatha, S.Pd., M.MT."
FZ00CQ8AAAAJ,PENGEMBANGAN APLIKASI PENJUALAN FURNITURE BERBASIS VISUAL STUDIO UNTUK OPTIMALISASI PROSES TRANSAKSI,"AI RAMADHANI, RI AZZAHRA, R BASATHA","AL-DYAS Учредители: Darul Yasin Al Sys 4 (1), 434-446, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:JV2RwH3_ST0C,scholar,"Rizky Basatha, S.Pd., M.MT."
FZ00CQ8AAAAJ,PENGEMBANGAN APLIKASI TRANSAKSI PENJUALAN BERBASIS VISUAL PROGRAMMING UNTUK MENINGKATKAN EFISIENSI DAN PEMBELAJARAN,"MAY PRATAMA, ADS BAGUS, R BASATHA","AL-DYAS Учредители: Darul Yasin Al Sys 4 (1), 258-266, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:maZDTaKrznsC,scholar,"Rizky Basatha, S.Pd., M.MT."
FZ00CQ8AAAAJ,MENINGKATKAN EFISIENSI RESTORAN CEPAT SAJI DENGAN APLIKASI KASIR BERBASIS VISUAL BASIC,"YAB AFRIZA, IAA NEGARA, R BASATHA","AL-DYAS Учредители: Darul Yasin Al Sys 4 (1), 481-492, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:k_IJM867U9cC,scholar,"Rizky Basatha, S.Pd., M.MT."
FZ00CQ8AAAAJ,LUSHIO PARFUME: APLIKASI TOKO PARFUM BERBASIS VISUAL STUDIO .NET SOLUSI PENGELOLAAN STOK DAN TRANSAKSI YANG EFISIEN,"SH KAFA, NF WULANDARI, R BASATHA","AL-DYAS Учредители: Darul Yasin Al Sys 4 (1), 355-367, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:isC4tDSrTZIC,scholar,"Rizky Basatha, S.Pd., M.MT."
FZ00CQ8AAAAJ,PENGEMBANGAN APLIKASI KASIR PENJUALAN PRODUK KECANTIKAN MENGGUNAKAN VB. NET. 2022,"AM Toti, NA Savira, R Basatha","Jurnal Media Akademik (JMA) 2 (12), 2024",2024,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:9ZlFYXVOiuMC,scholar,"Rizky Basatha, S.Pd., M.MT."
FZ00CQ8AAAAJ,Merancang dan Membuat Aplikasi Penjualan Laptop dengan Microsoft Visual Studio 2022 Menggunakan Metode Waterfall,"LZS Santoso, DA Kurniawan, R Basatha","INFOTIKA: Jurnal Pendidikan Informatika 3 (2), 19-25, 2024",2024,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:Wp0gIr-vW9MC,scholar,"Rizky Basatha, S.Pd., M.MT."
FZ00CQ8AAAAJ,KAJIAN LITERATUR PERSPEKTIF LAYANAN TEKNOLOGI FINANSIAL PADA ERA DISRUPSI 4.0,"A Wirapraja, R Basatha, NT Hariyanti","JURNAL EKSEKUTIF 21 (1 Juni), 1-16, 2024",2024,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:L8Ckcad2t8MC,scholar,"Rizky Basatha, S.Pd., M.MT."
FZ00CQ8AAAAJ,Hak Cipta: Beruang: Belajar Ruang Angkasa,"CH Ismanto, EM Trianto, R Basatha",,2023,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:ufrVoPGSRksC,scholar,"Rizky Basatha, S.Pd., M.MT."
FZ00CQ8AAAAJ,Hak Cipta: Beltakir,"WCA Wono, EM Trianto, R Basatha",,2023,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:WF5omc3nYNoC,scholar,"Rizky Basatha, S.Pd., M.MT."
FZ00CQ8AAAAJ,Hak Cipta: Gantara,"BBB Keraf, EM Trianto, R Basatha",,2022,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:TQgYirikUcIC,scholar,"Rizky Basatha, S.Pd., M.MT."
FZ00CQ8AAAAJ,Hak Cipta: Klining,"R Widiantoro, A Wirapraja, R Basatha",,2022,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:HDshCWvjkbEC,scholar,"Rizky Basatha, S.Pd., M.MT."
FZ00CQ8AAAAJ,Hak Cipta: Yonnime,"DF Santoso, A Wirapraja, R Basatha",,2022,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:mB3voiENLucC,scholar,"Rizky Basatha, S.Pd., M.MT."
FZ00CQ8AAAAJ,Hak Cipta: Kanji Dokushuu,"V Yoviantono Wijaya, E Triswanto Setyoadi, R Basatha",,2022,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:hFOr9nPyWt4C,scholar,"Rizky Basatha, S.Pd., M.MT."
FZ00CQ8AAAAJ,Analisa Dan Desain Sistem Seleksi Calon Penerima Beasiswa,R Basatha,"Institut Teknologi Sepuluh Nopember, 2018",2018,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:u-x6o8ySG0sC,scholar,"Rizky Basatha, S.Pd., M.MT."
FZ00CQ8AAAAJ,Pengembangan aplikasi pemilihan program studi untuk siswa SMA menggunakan model Analytical Hierarchy Process (AHP),R Basatha,"Universitas Negeri Malang, 2015",2015,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FZ00CQ8AAAAJ&pagesize=100&citation_for_view=FZ00CQ8AAAAJ:u5HHmVD_uO8C,scholar,"Rizky Basatha, S.Pd., M.MT."
5FM-O-UAAAAJ,Pengembangan e-modul berbasis Flip PDF Corporate Edition pada tema 7 subtema 1 pembelajaran 1 kelas V SDN 39 Pontianak Kota,"MR Hakiki, DAV Ghasya, S Halidjah","Autentik: Jurnal Pengembangan Pendidikan Dasar 8 (2), 142-163, 2024",2024,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=5FM-O-UAAAAJ&pagesize=100&citation_for_view=5FM-O-UAAAAJ:u5HHmVD_uO8C,scholar,Muhammad Hakiki
E5g4lLIAAAAJ,Penerapan Audit Berbasis Artificial Intelligence di Indonesia: Sebuah Metasintetis,"MR Mukhtar, AM Syahrul, A Habibi","Journal of Economic Education and Entrepreneurship Studies 4 (2), 711-728, 2023",2023,7,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=E5g4lLIAAAAJ&pagesize=100&citation_for_view=E5g4lLIAAAAJ:IjCSPb-OGe4C,scholar,"Mohammad Wildan Habibi, S.Pd., M.Pd."
E5g4lLIAAAAJ,Perlawanan masyarakat terhadap Corporate Social And Responbility (CSR) PT. Pjb Tuban,"AW Habibi, M Jacky","Paradigma 8 (1), 2020",2020,6,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=E5g4lLIAAAAJ&pagesize=100&citation_for_view=E5g4lLIAAAAJ:u-x6o8ySG0sC,scholar,"Mohammad Wildan Habibi, S.Pd., M.Pd."
E5g4lLIAAAAJ,Symbolic violence of cigarette Sales Promotion Girl (SPG) in Surabaya City Kekerasan simbolik Sales Promotion Girl rokok di Kota Surabaya,"AW Habibi, S Mas’udah, B Suyanto","Jurnal Sosiologi Dialektika Vol 18 (2), 136-148, 2023",2023,2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=E5g4lLIAAAAJ&pagesize=100&citation_for_view=E5g4lLIAAAAJ:u5HHmVD_uO8C,scholar,"Mohammad Wildan Habibi, S.Pd., M.Pd."
E5g4lLIAAAAJ,Pemberdayaan Masyarakat melalui Pengembangan Produk Olahan Keripik Pisang Talas di Desa Mamantang Kabupaten Balangan,"FZ Nahl, VP Damaiyanti, DE Putri, GAA Madani, A Raihan, A Ramadhan, ...","Hayak Bamara: Jurnal Pengabdian Masyarakat 3 (2), 182-194, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=E5g4lLIAAAAJ&pagesize=100&citation_for_view=E5g4lLIAAAAJ:qjMakFHDy7sC,scholar,"Mohammad Wildan Habibi, S.Pd., M.Pd."
E5g4lLIAAAAJ,Resiliensi Masyarakat Petani Irigasi di Sekitaran Danau Dendam Tak Sudah (DDTS) Dalam Menghadapi Masalah Kekeringan,"VW Cahyadi, AD Bratajaya, AW Habibi, EW Tindaon","Solidarity: Journal of Education, Society and Culture 14 (2), 11-24, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=E5g4lLIAAAAJ&pagesize=100&citation_for_view=E5g4lLIAAAAJ:2osOgNQ5qMEC,scholar,"Mohammad Wildan Habibi, S.Pd., M.Pd."
E5g4lLIAAAAJ,REPRODUKSI BUDAYA PADA SANGGAR SENI PINCUK DALAM PELESTARIAN TARI TRADISIONAL DI SURAKARTA,"YD Hapsari, G Reftantia, VA Purbasari, DA Kurniawan, AW Habibi","An-Nas 9 (2), 206-221, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=E5g4lLIAAAAJ&pagesize=100&citation_for_view=E5g4lLIAAAAJ:9yKSN-GCB0IC,scholar,"Mohammad Wildan Habibi, S.Pd., M.Pd."
E5g4lLIAAAAJ,Religious Tolerance in the Digital Age: A Discourse Analysis of the'Log In'Podcast,"SC Sasea, AW Habibi, FDA Nurul","DISCOURSE: Indonesian Journal of Social Studies and Education 2 (3), 215-226, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=E5g4lLIAAAAJ&pagesize=100&citation_for_view=E5g4lLIAAAAJ:d1gkVwhDpl0C,scholar,"Mohammad Wildan Habibi, S.Pd., M.Pd."
E5g4lLIAAAAJ,FGD ON MSME MANAGEMENT STRATEGIES IN FACING GLOBAL COMPETITION FROM AN ISLAMIC PERSPECTIVE,"L Bulutoding, NR Sari, S Suhartono, R Jannah, S Sumarlin, NE Syariati, ...","JICS: Journal Of International Community Service 3 (01), 57-68, 2024",2024,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=E5g4lLIAAAAJ&pagesize=100&citation_for_view=E5g4lLIAAAAJ:UeHWp8X0CEIC,scholar,"Mohammad Wildan Habibi, S.Pd., M.Pd."
VNrCn4gAAAAJ,"E-LEARNING: Inovasi, Implementasi, dan Evaluasi Pembelajaran Digital","R Basatha, EA Elfaiz, MS Akbar, RAS Prayoga","Penerbit Lakeisha 1 (9786231197191), 129, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VNrCn4gAAAAJ&pagesize=100&citation_for_view=VNrCn4gAAAAJ:eQOLeE2rZwMC,scholar,"Ersha Aisyah Elfaiz, S.Si., M.T.I."
VNrCn4gAAAAJ,The Barriers of Knowledge Acquisition and Knowledge Transfer in Software Companies: A Systematic Literature Review,EA Elfaiz,"Journal of Innovation Information Technology and Application (JINITA) 7 (1 …, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VNrCn4gAAAAJ&pagesize=100&citation_for_view=VNrCn4gAAAAJ:YsMSGLbcyi4C,scholar,"Ersha Aisyah Elfaiz, S.Si., M.T.I."
VNrCn4gAAAAJ,Buku Ajar: Sistem Operasi,EA Elfaiz,"PT Penerbit Qriset Indonesia 1 (9786347233080), 76, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VNrCn4gAAAAJ&pagesize=100&citation_for_view=VNrCn4gAAAAJ:Tyk-4Ss8FVUC,scholar,"Ersha Aisyah Elfaiz, S.Si., M.T.I."
VNrCn4gAAAAJ,Pengembangan Program Pembelajaran Keterampilan Berpikir Komputasional Untuk Siswa Sekolah Indonesia Davao (SID) Filipina,"RC Wibawa, B Sujatmiko, Y Anistyasari, R Basatha, MS Akbar, EA Elfaiz, ...","Jurnal Pendidikan Tambusai 8 (3), 49464–49472, 2024",2024,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VNrCn4gAAAAJ&pagesize=100&citation_for_view=VNrCn4gAAAAJ:2osOgNQ5qMEC,scholar,"Ersha Aisyah Elfaiz, S.Si., M.T.I."
VNrCn4gAAAAJ,Pencarian Adaptif Berbasis Web Berdasarkan Preferensi Implisit Pengguna Menggunakan Algoritma Modified Collaborative Filtering,EA Elfaiz,"Institut Teknologi Sepuluh Nopember, 2018",2018,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=VNrCn4gAAAAJ&pagesize=100&citation_for_view=VNrCn4gAAAAJ:d1gkVwhDpl0C,scholar,"Ersha Aisyah Elfaiz, S.Si., M.T.I."
yXy6kW0AAAAJ,"Evaluating customer satisfaction and service quality using servqual model in the Courier Service Delivery (CSD) provider (Pilot study: Surabaya city, Indonesia)","H Al Rosyid, E Setijadi, SMS Nugroho","IPTEK Journal of Proceedings Series, 1-9, 2018",2018,7,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yXy6kW0AAAAJ&pagesize=100&citation_for_view=yXy6kW0AAAAJ:u-x6o8ySG0sC,scholar,"Harun Al Rosyid, S.T., M.T."
yXy6kW0AAAAJ,Penerapan algoritma K-Means untuk klasterisasi lagu terpopuler 2025 versi Spotify,"NA Al Aini, RC Endynda, H Al Rosyid","Jurnal Sains Dan Teknologi| E-ISSN: 3063-9980 2 (3), 147-157, 2026",2026,2,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yXy6kW0AAAAJ&pagesize=100&citation_for_view=yXy6kW0AAAAJ:ufrVoPGSRksC,scholar,"Harun Al Rosyid, S.T., M.T."
yXy6kW0AAAAJ,Analisis Regresi dan Diskriminan untuk Menentukan Rapor serta Klasifikasi Penyelenggara Usaha Jasa pengiriman,"H AL ROSYID, BK TELEMATIKA–CIO","Institut Teknologi Sepuluh Nopember, 2017",2017,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yXy6kW0AAAAJ&pagesize=100&citation_for_view=yXy6kW0AAAAJ:d1gkVwhDpl0C,scholar,"Harun Al Rosyid, S.T., M.T."
yXy6kW0AAAAJ,Sentiment Analysis of Public Opinion on the Pertalite Fuel Issue in YouTube Comments Using the Naïve Bayes Method,"E Frevita, F Ahmad, H Al Rosyid","Journal of Artificial Intelligence and Engineering Applications (JAIEA) 5 (2 …, 2026",2026,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yXy6kW0AAAAJ&pagesize=100&citation_for_view=yXy6kW0AAAAJ:5nxA0vEk-isC,scholar,"Harun Al Rosyid, S.T., M.T."
yXy6kW0AAAAJ,SEGMENTASI PELANGGAN PADA TOKO XYZ BERDASARKAN POLA PEMBELIAN MENGGUNAKAN ALGORITMA K-MODES,"ARP Wibowo, ZH Salsabila, FB Wulandari, H Al Rosyid","JATI (Jurnal Mahasiswa Teknik Informatika) 10 (1), 1066-1073, 2026",2026,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yXy6kW0AAAAJ&pagesize=100&citation_for_view=yXy6kW0AAAAJ:roLk4NBRz8UC,scholar,"Harun Al Rosyid, S.T., M.T."
yXy6kW0AAAAJ,ANALISIS PERSEPSI PUBLIK TERHADAP RESHUFFLE MENTERI KEUANGAN 2025 BERDASARKAN TOPIC MODELING LDA PADA KOMENTAR YOUTUBE,"NFA Chendra, N kholis Wakhid, H Al Rosyid","JATI (Jurnal Mahasiswa Teknik Informatika) 10 (1), 646-654, 2026",2026,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yXy6kW0AAAAJ&pagesize=100&citation_for_view=yXy6kW0AAAAJ:_FxGoFyzp5QC,scholar,"Harun Al Rosyid, S.T., M.T."
yXy6kW0AAAAJ,Pengaruh Uang Saku dan Penggunaan Media Sosial terhadap Perilaku Konsumtif Mahasiswa Universitas Negeri Surabaya,"E Rahmawati, DN Faiza, MD Febrianti, CD Rahmawati, MA Rosyid, ...","Jurnal Simki Economic 9 (1), 63-74, 2026",2026,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yXy6kW0AAAAJ&pagesize=100&citation_for_view=yXy6kW0AAAAJ:W7OEmFMy1HYC,scholar,"Harun Al Rosyid, S.T., M.T."
yXy6kW0AAAAJ,Clustering Wilayah Pulau Sumatera Berdasarkan Indikator Sosial Ekonomi Menggunakan Metode K-Medoids,"IDP Sari, SM Pratiwi, H Al Rosyid","RIGGS: Journal of Artificial Intelligence and Digital Business 4 (4), 7530-7536, 2026",2026,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yXy6kW0AAAAJ&pagesize=100&citation_for_view=yXy6kW0AAAAJ:WF5omc3nYNoC,scholar,"Harun Al Rosyid, S.T., M.T."
yXy6kW0AAAAJ,Profiling kerentanan bencana wilayah di Pulau Jawa Menggunakan Principal Component Analysis dan K-Means Clustering,"A Qorina, F Novitasari, H Al Rosyid","RIGGS: Journal of Artificial Intelligence and Digital Business 4 (4), 7213-7225, 2026",2026,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yXy6kW0AAAAJ&pagesize=100&citation_for_view=yXy6kW0AAAAJ:Tyk-4Ss8FVUC,scholar,"Harun Al Rosyid, S.T., M.T."
yXy6kW0AAAAJ,ANALISIS SENTIMEN KOMENTAR YOUTUBE TERHADAP PERILISAN IPHONE 17 SERIES MENGGUNAKAN ALGORITMA NAIVE BAYES,"FI Kamilah, MZ Rochman, H Al Rosyid","Journal of Information System, Informatics and Computing 9 (2), 418-429, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yXy6kW0AAAAJ&pagesize=100&citation_for_view=yXy6kW0AAAAJ:YsMSGLbcyi4C,scholar,"Harun Al Rosyid, S.T., M.T."
yXy6kW0AAAAJ,Klasifikasi Sentimen Komentar Youtube Demonstrasi DPR RI Menggunakan Support Vector Machine,"SA Rahmadhani, LD Rusanti, H Al Rosyid","Arcitech: Journal of Computer Science and Artificial Intelligence 5 (2), 356-375, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yXy6kW0AAAAJ&pagesize=100&citation_for_view=yXy6kW0AAAAJ:Y0pCki6q_DkC,scholar,"Harun Al Rosyid, S.T., M.T."
yXy6kW0AAAAJ,Peningkatan Promosi Desa Wisata Soco Melalui Digitalisasi Objek Wisata dan Edukasi Komunitas,"B Sisephaputra, A Suroni, K Islam, S Yahya, D Nashihin, H Al Rosyid, ...","Kontribusi: Jurnal Penelitian dan Pengabdian Kepada Masyarakat 6 (1), 164-172, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yXy6kW0AAAAJ&pagesize=100&citation_for_view=yXy6kW0AAAAJ:zYLM7Y9cAGgC,scholar,"Harun Al Rosyid, S.T., M.T."
yXy6kW0AAAAJ,Analisis Sentimen X: Kegagalan Timnas ke Piala Dunia 2026 dengan Naive Bayes,"AA Masykur, RR Gumilang, H Al Rosyid","Elkom: Jurnal Elektronika dan Komputer 18 (2), 340-351, 2025",2025,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yXy6kW0AAAAJ&pagesize=100&citation_for_view=yXy6kW0AAAAJ:eQOLeE2rZwMC,scholar,"Harun Al Rosyid, S.T., M.T."
yXy6kW0AAAAJ,Evaluasi Pelatihan Pengembangan Media Pembelajaran Digital Menggunakan Model ADDIE dan Usability Testing,"MDE Susanti, RP Wibawa, RC Wibawa, L Prismana, H Al Rosyid","Journal of Informatics and Computer Science (JINACS) 6 (01), 297-302, 2024",2024,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yXy6kW0AAAAJ&pagesize=100&citation_for_view=yXy6kW0AAAAJ:UeHWp8X0CEIC,scholar,"Harun Al Rosyid, S.T., M.T."
yXy6kW0AAAAJ,Analisis Pengaruh Jumlah Pasien Covid-19 Terhadap Case Fatality Rate Covid-19 Di Kota Surabaya Menggunakan Metode Regresi Linier,"SK Sari, A Fanani, N Ulinnuha, H Al Rosyid","Jurnal Algebra 2 (2), 133-143, 2021",2021,0,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yXy6kW0AAAAJ&pagesize=100&citation_for_view=yXy6kW0AAAAJ:9yKSN-GCB0IC,scholar,"Harun Al Rosyid, S.T., M.T."
cY1QGVEAAAAJ,Optimasi Naive Bayes Dengan Pemilihan Fitur Dan Pembobotan Gain Ratio,"IGA Socrates, AL Akbar, MS Akbar, AZ Arifin, D Herumurti","Lontar Komput. J. Ilm. Teknol. Inf 7 (1), 22, 2016",2016,16,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cY1QGVEAAAAJ&pagesize=100&citation_for_view=cY1QGVEAAAAJ:u-x6o8ySG0sC,scholar,"Muhammad Sonhaji Akbar, S.Pd., M.Kom."
cY1QGVEAAAAJ,Prediksi Cacat Perangkat Lunak Dengan Optimasi Naive Bayes Menggunakan Pemilihan Fitur Gain Ratio,"MS Akbar, S Rochimah","Jurnal Sistem dan Informatika (JSI) 11 (1), 147-155, 2016",2016,15,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cY1QGVEAAAAJ&pagesize=100&citation_for_view=cY1QGVEAAAAJ:9yKSN-GCB0IC,scholar,"Muhammad Sonhaji Akbar, S.Pd., M.Kom."
cY1QGVEAAAAJ,PENGUJIAN BLACK BOX TESTING PADA SISTEM WEBSITE PEMESANAN ONLINE TOKO AYAM KRISPY,"M Maulida, F Zahro, R Hakim, MS Akbar, M Kom","Jurnal Media Akademik (JMA) 3 (5), 2025",2025,11,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cY1QGVEAAAAJ&pagesize=100&citation_for_view=cY1QGVEAAAAJ:yIeBiWEAh44C,scholar,"Muhammad Sonhaji Akbar, S.Pd., M.Kom."
cY1QGVEAAAAJ,Pemanfaatan Deep Learning dalam Kurikulum Pembelajaran Abad 21: Sebuah Tinjauan Literatur,"M Zain, MS Akbar","SISFOTENIKA 15 (2), 209-218, 2025",2025,5,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cY1QGVEAAAAJ&pagesize=100&citation_for_view=cY1QGVEAAAAJ:l6Q3WhenKVUC,scholar,"Muhammad Sonhaji Akbar, S.Pd., M.Kom."
cY1QGVEAAAAJ,Rancang Bangun dan Implementasi Website Kasir pada Toko Mainan Tradisional Berbasis Web dengan metode ADDIE dan Black Box Testing,"MS Akbar, S Yasa, V Rusprameswari, J Insyirah, R Atheyla, A Fadliana","Jurnal Komputer, Informasi dan Teknologi 5 (1), 11-11, 2025",2025,3,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cY1QGVEAAAAJ&pagesize=100&citation_for_view=cY1QGVEAAAAJ:oqD4_j7ulsYC,scholar,"Muhammad Sonhaji Akbar, S.Pd., M.Kom."
cY1QGVEAAAAJ,SISTEM PENDIDIKAN DI INDONESIA,"A Sutiapermana, M Ud, NA Susanti, MS Akbar, M Kom, G Nurpribadi, ...","Cendikia Mulia Mandiri, 2025",2025,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cY1QGVEAAAAJ&pagesize=100&citation_for_view=cY1QGVEAAAAJ:MDX3w3dAD3YC,scholar,"Muhammad Sonhaji Akbar, S.Pd., M.Kom."
cY1QGVEAAAAJ,RANCANG BANGUN APLIKASI PENGENALAN WAJAH UNTUK SISTEM PRESENSI DI PRODI TEKNIK INFORMATIKA UNIVERSITAS ISLAM RADEN RAHMAT MALANG MENGGUNAKAN METODE LBPH DAN LIBRARY OPENCV …,"GA Wulandari, MS Akbar, BN Tasaufi","METHOMIKA: Jurnal Manajemen Informatika & Komputerisasi Akuntansi 7 (2), 247-253, 2023",2023,1,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=cY1QGVEAAAAJ&pagesize=100&citation_for_view=cY1QGVEAAAAJ:RfUwGJFMQ-0C,scholar,"Muhammad Sonhaji Akbar, S.Pd., M.Kom."
