Authors,Author IDs,Title,Year,Journal,Link,Abstract,Keywords,Document Type,DOI,TLDR,citation_id,scholar_id,dosen,source
"AW Hamdani, A Prapanca",,Sistem Deteksi Plat Kendaraan pada Parkiran Rumah Pribadi dengan Metode Background Subtraction dan Optical Character Recognition,2022,"Journal of Informatics and Computer Science (JINACS) 3 (03), 250-257, 2022",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:epqYDVWIO7EC,,,,,,WdhKN0sAAAAJ:epqYDVWIO7EC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
"A Prihanto, N Rachmawati, A Prapanca",,Smart Garden Automation Dengan Memanfaatkan Teknologi Berbasis Internet Of Things (IoT),2021,"JIEET (Journal of Information Engineering and Educational Technology) 5 (2 …, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:ipzZ9siozwsC,,,,,,WdhKN0sAAAAJ:ipzZ9siozwsC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
"S Abdurrahman, A Prapanca",,Pengamanan File Dokumen Ujian Dengan Image Steganography Metode Lsb,2021,"Journal of Informatics and Computer Science (JINACS) 3 (02), 186-192, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:EkHepimYqZsC,,,,,,WdhKN0sAAAAJ:EkHepimYqZsC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
"YP Harahap, A Prapanca",,Analisis Algoritma Penjadwalan Priority Queueing (PQ) terhadap Quality of Service (QoS) pada Jaringan Mobile WiMAX menggunakan OPNET Modeler,2021,"Journal of Informatics and Computer Science (JINACS) 3 (02), 104-112, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:4MWp96NkSFoC,,,,,,WdhKN0sAAAAJ:4MWp96NkSFoC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
"S Rahma, A Prapanca",,Analisis Kompresi dan Dekompresi Data Teks dan Audio dengan Algoritma Run Length Encoding (RLE),2021,"Journal of Informatics and Computer Science (JINACS) 2 (04), 313-320, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:URolC5Kub84C,,,,,,WdhKN0sAAAAJ:URolC5Kub84C,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
"S Alfarizi, A Prapanca",,Pengembangan Media Pembelajaran Interaktif Berbasis Android Pada Mata Pelajaran 3D Di SMKN 2 Surabaya,2021,"IT-Edu: Jurnal Information Technology and Education 6 (2), 693-701, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:0KyAp5RtaNEC,,,,,,WdhKN0sAAAAJ:0KyAp5RtaNEC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
"N Cahyani, A Prapanca",,Efektivitas Blended Learning Dengan Model Student Centered Menggunakan Media Project Management System Berdasarkan Lembar Kerja Siswa Di SMK,2021,"IT-Edu: Jurnal Information Technology and Education 6 (1), 685-692, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:yB1At4FlUx8C,,,,,,WdhKN0sAAAAJ:yB1At4FlUx8C,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
"UI Rhomdhoni, A Prapanca",,Rancang Bangun Aplikasi Laundry Sepatu Dengan Menggunakan Mitrans Payment Gateway,2021,"Jurnal Manajemen Informatika 10 (02), 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:uc_IGeMz5qoC,,,,,,WdhKN0sAAAAJ:uc_IGeMz5qoC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
"RN Azzariyah, A Prapanca",,STUDI LITERATUR PENERAPAN METODE SCRUM DI SEKOLAH TINGGI MENGGUNAKAN STRATEGI COOPERATIVE LEARNING,2021,"IT-Edu: Jurnal Information Technology and Education 6 (1), 555-563, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:nrtMV_XWKgEC,,,,,,WdhKN0sAAAAJ:nrtMV_XWKgEC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
"EWC Pujiarwoko, A Prapanca",,Implementasi Enkripsi dan Dekripsi File Dokumen menggunakan Metode Modifikasi Algoritma Tiny Encryption Algorithm,2021,"Journal of Informatics and Computer Science (JINACS) 2 (03), 228-234, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:BUYA1_V_uYcC,,,,,,WdhKN0sAAAAJ:BUYA1_V_uYcC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
"D Heristiyadi, A Prapanca",,Pengaruh Metode Pembelajaran STAD terhadap Hasil Belajar Pemrograman Dasar ditinjau dari Motivasi Belajar Siswa Kelas X SMKN 1 Driyorejo,2021,"IT-Edu: Jurnal Information Technology and Education 6 (3), 170-176, 2021",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:AvfA0Oy_GE0C,,,,,,WdhKN0sAAAAJ:AvfA0Oy_GE0C,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
"IM Suartana, A Prapanca",,Analisis Perancangan Multimedia Streaming Berbasis Software Defined Network,2020,"Prosiding Seminar Nasional Informatika Bela Negara (SANTIKA) 1, 76-81, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:XD-gHx7UXLsC,,,,,,WdhKN0sAAAAJ:XD-gHx7UXLsC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
"W Khamdani, IGLPE Prismana, A Prapanca, DA Dermawan",,Penerapan Sistem Absensi Kehadiran Pegawai Berbasis Jaringan Wireless WPA2 Enterprise,2020,"Journal of Informatics and Computer Science (JINACS) 2 (01), 27-37, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:t7zJ5fGR-2UC,,,,,,WdhKN0sAAAAJ:t7zJ5fGR-2UC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
"PN Candra, A Prapanca",,Klasifikasi gambar asli dan manipulasi menggunakan Error Level Analysis (ELA) sebagai proses komputasi metode Convolutional Neural Network (CNN),2020,"Journal of Informatics and Computer Science (JINACS) 2 (01), 9-18, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:z_wVstp3MssC,,,,,,WdhKN0sAAAAJ:z_wVstp3MssC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
"A Prihanto, A Prapanca, D Prehanto",,Penyisipan Data Diagnosa Pasien Covid-19 Dalam Citra Medis Digital X-Ray,2020,"Journal Information Engineering and Educational Technology) ISSN 2549, 869X, 2020",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:zLWjf1WUPmwC,,,,,,WdhKN0sAAAAJ:zLWjf1WUPmwC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
"AR Sakti, D Riandadari, H Zakiyya, A Prapanca",,The Effect of Process Variables on Work Piece Thickness and Glossiness from Metal Coating in Nickel-Chrome Metal Coating Process,2019,"IOP Conference Series: Materials Science and Engineering 494 (1), 012057, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:uJ-U7cs_P_0C,,,,,,WdhKN0sAAAAJ:uJ-U7cs_P_0C,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
"MS Pradana, A Prapanca",,Analisis Performa Load Balancing Algoritma Weighted Round Robin di Infrastruktur BPBD Provinsi Jawa Timur,2019,"Journal of Informatics and Computer Science (JINACS) 1 (02), 109-114, 2019",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:VLnqNzywnoUC,,,,,,WdhKN0sAAAAJ:VLnqNzywnoUC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
"AM SAKTI, D RIANDADARI, H ZAKIYYA, A PRAPANCA",,PENERAPAN MEDIA PEMBELAJARAN PRAKTEK BERBASIS KEWIRAUSAHAAN PADA MATA KULIAH TEKNIK PELAPISAN DI JURUSAN PENDIDIKAN TEKNIK MESIN FT-UNESA,2018,"Prosiding Semnas PPM 2018 1 (1), 508-516, 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:j8SEvjWlNXcC,,,,,,WdhKN0sAAAAJ:j8SEvjWlNXcC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
BR Sagita,,Rancang Bangun Prototype Sistem Monitoring Level Air Untuk Mendeteksi Banjir Berbasis Mikrokontroler Arduino Dan Visual Basic. Net,2018,"Jurnal Manajemen Informatika 8 (2), 2018",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:-_dYPAW6P2MC,,,,,,WdhKN0sAAAAJ:-_dYPAW6P2MC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
"A Prapanca, IM Suartana",,Simulasi virtual laboratorium untuk pengajaran jaringan komputer,2017,"Journal Information Engineering and Educational Technology) ISSN 2549, 869X, 2017",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:u_35RYKgDlwC,,,,,,WdhKN0sAAAAJ:u_35RYKgDlwC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
LD Novienty,,Sistem informasi manajemen sekolah berbasis web (Studi kasus SMA Al Karimi Tebuwung),2016,"Jurnal Manajemen Informatika 5 (01), 2016",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:kz9GbA2Ns4gC,,,,,,WdhKN0sAAAAJ:kz9GbA2Ns4gC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
"A Prapanca, MS Arif",,RANCANG BANGUN SISTEM PAKAR UNTUK DIAGNOSA KERUSAKAN SEPEDA MOTOR DENGAN METODE FORWARD CHAINING,2015,"Jurnal Manajemen Informatika 4 (02), 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:XvxMoLDsR5gC,,,,,,WdhKN0sAAAAJ:XvxMoLDsR5gC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
A Prapanca,,PENERAPAN TEKNOLOGI SEMANTIC WEB DENGAN STUDI KASUS STRUKTUR AIR (H2O),2015,"TEKNO 10 (2), 2015",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:u-x6o8ySG0sC,,,,,,WdhKN0sAAAAJ:u-x6o8ySG0sC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
D Siahaan,,Rdfgraph: New data modeling tool for semantic web,2009,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:2osOgNQ5qMEC,,,,,,WdhKN0sAAAAJ:2osOgNQ5qMEC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
A Prapanca,,Desain Rules untuk Transformasi Sintaks RDF (Text) ke RDF Berbasis Grafik dalam Semantic Web,2008,"Jurnal Informatika 9 (2), 109-114, 2008",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:Y0pCki6q_DkC,,,,,,WdhKN0sAAAAJ:Y0pCki6q_DkC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
"IM Suartana, RE Putra, R Bisma, A Prapanca",,JURNAL ABADIMAS ADI BUANA,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=WdhKN0sAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=WdhKN0sAAAAJ:ILKRHgRFtOwC,,,,,,WdhKN0sAAAAJ:ILKRHgRFtOwC,WdhKN0sAAAAJ,"Aditya Prapanca, S.T., M.Kom.",scholar
"RE Putra, A Qoiriah, G Trimulyono, DCR Novitasari, DZ Haq, R Nariswari",,Enhancing Corn Leaf Disease Identification through Integration of Support Vector Machine-Recursive Feature Elimination with Hybrid CNN-KELM,2026,"JOIV: International Journal on Informatics Visualization 10 (1), 1-9, 2026",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:dshw04ExmUIC,,,,,,N6RJilIAAAAJ:dshw04ExmUIC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"ASK Dewi, A Qoiriah",,Penerapan Bayesian Knowledge Tracing pada Game Ethno Run sebagai Media Pembelajaran Matematika Adaptif untuk Siswa Kelas 3-5 Sekolah Dasar,2026,"Modem: Jurnal Informatika dan Sains Teknologi. 4 (1), 129-137, 2026",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:uWQEDVKXjbEC,,,,,,N6RJilIAAAAJ:uWQEDVKXjbEC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"Y Yamasari, A Khahar, RE Putra, M Suartana, P Nerisafitra, A Qoiriah",,Implementing Optuna and Ensemble Learning on Boosting Models for Credit Default Risk Prediction,2025,"2025 Eight International Conference on Vocational Education and Electrical …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:SP6oXDckpogC,,,,,,N6RJilIAAAAJ:SP6oXDckpogC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"HIA Azam, A Qoiriah",,Prediksi Kelayakan Pinjaman Berdasarkan Profil Risiko Nasabah Menggunakan Logistic Regression dan Random Forest,2025,"Journal of Informatics and Computer Science (JINACS) 7 (02), 301-312, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:CHSYGLWDkRkC,,,,,,N6RJilIAAAAJ:CHSYGLWDkRkC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"AI Anissa, A Qoiriah",,Prediksi tingkat stres berdasarkan pola hidup menggunakan machine learning,2025,"Journal of Informatics and Computer Science (JINACS) 7 (02), 292-300, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:NhqRSupF_l8C,,,,,,N6RJilIAAAAJ:NhqRSupF_l8C,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"M Munir, A Qoiriah",,Perancangan dan Pembuatan Website Sistem Informasi untuk Unit Kegiatan Mahasiswa Pramuka Unesa dengan Implementasi Metode Design Thinking,2025,"Journal of Informatics and Computer Science (JINACS) 7 (02), 276-291, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:abG-DnoFyZgC,,,,,,N6RJilIAAAAJ:abG-DnoFyZgC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"AN Anisah, A Qoiriah",,Implementasi V-Model dalam Aplikasi Manajemen Proyek Menggunakan Firebase Berbasis PWA,2025,"Journal of Informatics and Computer Science (JINACS) 7 (01), 148-154, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:b0M2c_1WBrUC,,,,,,N6RJilIAAAAJ:b0M2c_1WBrUC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"M Zulfikar, A Qoiriah",,Perancangan Dan Pembangunan Sistem Informasi Keuangan Yayasan Umar Faruq Al Arifin Berbasis Website Menggunakan Metode Agile Pendekatan Kanban,2025,"Journal of Informatics and Computer Science (JINACS) 6 (04), 1120-1130, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:bFI3QPDXJZMC,,,,,,N6RJilIAAAAJ:bFI3QPDXJZMC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"E Bintang, A Qoiriah",,Sistem Pengelolaan Dan Prediksi Pemeliharaan Kendaraan Satpol PP Kota Surabaya Berbasis Website,2025,"Journal of Informatics and Computer Science (JINACS) 6 (04), 1163-1167, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:f2IySw72cVMC,,,,,,N6RJilIAAAAJ:f2IySw72cVMC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"IAA Ramadhan, A Qoiriah",,Perbandingan MFCC dan Filterbank Energies dalam Metode HMM untuk Identifikasi Genre Musik,2025,"Journal of Informatics and Computer Science (JINACS) 6 (04), 1083-1088, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:pyW8ca7W8N0C,,,,,,N6RJilIAAAAJ:pyW8ca7W8N0C,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"NI Zaki, A Qoiriah",,Implementasi Algoritma Machine Learning untuk Pengelolaan Laporan pada Website Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu (DPMPTSP) Kota Surabaya,2025,"Journal of Informatics and Computer Science (JINACS) 6 (04), 1063-1075, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:D03iK_w7-QYC,,,,,,N6RJilIAAAAJ:D03iK_w7-QYC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"A Qoiriah, Y Yamasari, N Rochmawati",,Detecting Students' Comprehension Based on Sentiment Analysis of Students' Feedback,2025,"Proceedings of the 15th International Conference on Soft Computing and …, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:yD5IFk8b50cC,,,,,,N6RJilIAAAAJ:yD5IFk8b50cC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"DSSP AK, A Qoiriah",,Penerapan Metode FIFO dan ROP Pada Sistem Inventory UD. Salam 51 Berbasis Website,2025,"Journal of Informatics and Computer Science (JINACS) 6 (04), 994-1009, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:dfsIfKJdRG4C,,,,,,N6RJilIAAAAJ:dfsIfKJdRG4C,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"CZAB Sinaga, A Qoiriah",,Rekomendasi Prioritas Penyelesaian Masalah Berdasarkan Notulensi dari Bimbingan Skripsi dengan Machine Learning,2025,"Journal of Informatics and Computer Science (JINACS) 6 (04), 910-923, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:rO6llkc54NcC,,,,,,N6RJilIAAAAJ:rO6llkc54NcC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"FNV Amanda, A Qoiriah",,Perancangan dan Pembuatan Aplikasi Berbasis Website untuk Mendukung Pertumbuhan dan Perkembangan Anak,2025,"Journal of Informatics and Computer Science (JINACS) 6 (03), 830-841, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:u_35RYKgDlwC,,,,,,N6RJilIAAAAJ:u_35RYKgDlwC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"V Febrian, A Qoiriah",,KateringConnect: Solusi Terintegrasi untuk Vendor Katering,2025,"Journal of Informatics and Computer Science (JINACS) 6 (03), 852-866, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:zA6iFVUQeVQC,,,,,,N6RJilIAAAAJ:zA6iFVUQeVQC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"LN Sari, A Qoiriah",,Sistem Rekomendasi Drama Korea Berdasarkan Prediksi Rating dan Kemiripan Sinopsis Menggunakan Singular Value Decomposition dan Term Frequesncy-Inverse Document Frequency,2025,"Journal of Informatics and Computer Science (JINACS) 6 (03), 804-814, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:3s1wT3WcHBgC,,,,,,N6RJilIAAAAJ:3s1wT3WcHBgC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"AM Akbar, A Qoiriah",,Analisis Sentimen Berbasis Aspek Kinerja Pemerintah Kota Surabaya Menggunakan Algoritma Naïve Bayes,2025,"Journal of Informatics and Computer Science (JINACS) 7 (02), 539-545, 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:UxriW0iASnsC,,,,,,N6RJilIAAAAJ:UxriW0iASnsC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"Y Yamasari, BA Sadewa, A Qoiriah, E Yohannes, RE Putra, T Ahmad",,Hyperparameter Analysis of Adam-Optimized Deep Transfer Learning for Indonesian Banknote-Denomination Recognition,2025,"Journal of Hunan University Natural Sciences 52 (5), 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:EUQCXRtRnyEC,,,,,,N6RJilIAAAAJ:EUQCXRtRnyEC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"M Rahulil, Y Yamasari, RE Putra, IM Suartana, A Qoiriah",,"A Systematic Literature Review on Chatbot Development For Whatsapp: Programming Language, Method, And Utility",2025,"Jurnal Serambi Engineering 10 (3), 2025",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:_xSYboBqXhAC,,,,,,N6RJilIAAAAJ:_xSYboBqXhAC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"Q Uyun, A Qoiriah",,Analisis Sentimen Opini Publik Terhadap Program Merdeka Belajar Kampus Merdeka Dengan Algoritma Naive Bayes-Support Vector Machine (NBSVM),2024,"Journal of Informatics and Computer Science (JINACS) 6 (02), 589-605, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:pqnbT2bcN3wC,,,,,,N6RJilIAAAAJ:pqnbT2bcN3wC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"FS Farhani, A Qoiriah",,Klasterisasi musik menggunakan K-Means,2024,"Journal of Informatics and Computer Science (JINACS) 6 (02), 566-572, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:M05iB0D1s5AC,,,,,,N6RJilIAAAAJ:M05iB0D1s5AC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"G Cynthia, A Qoiriah",,Klasifikasi Tingkat Kesiapan Kerja Mahasiswa Universitas Negeri Surabaya Menggunakan Algoritma C5. 0,2024,"Journal of Informatics and Computer Science (JINACS) 6 (02), 383-396, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:ldfaerwXgEUC,,,,,,N6RJilIAAAAJ:ldfaerwXgEUC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"URC Doa, A Qoiriah",,Rancang Bangun School Management System Berbasis Website Dengan Klasifikasi Santri Menggunakan Algoritma C5. 0,2024,"Journal of Informatics and Computer Science (JINACS) 6 (02), 359-370, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:2P1L_qKh6hAC,,,,,,N6RJilIAAAAJ:2P1L_qKh6hAC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
"V Rahmada, A Qoiriah",,Analisis Sentimen Masyarakat Terhadap Kinerja Komisi Pemilihan Umum (KPU) Menjelang Pemilu 2024 Menggunakan Metode Support Vector Machine Dan Seleksi Fitur Information Gain,2024,"Journal of Informatics and Computer Science (JINACS) 6 (02), 347-358, 2024",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=N6RJilIAAAAJ&pagesize=100&sortby=pubdate&citation_for_view=N6RJilIAAAAJ:70eg2SAEIzsC,,,,,,N6RJilIAAAAJ:70eg2SAEIzsC,N6RJilIAAAAJ,"Anita Qoiriah, S.Kom., M.Kom.",scholar
