course_url,mata_kuliah,kelas,meeting_number,activity_description,date
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025G,2,Fundamental komponen dalam sistem komputer. Date 11 September 2025,11 September 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025G,3,Sistematika dari komponen-komponen sistem komputer. Date 18 September 2025,18 September 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025G,4,Sistematika dari komponen-komponen sistem komputer. Date 25 September 2025,25 September 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025G,5,Fundamental komponen dalam sistem operasi. Date 2 Oktober 2025,2 Oktober 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025G,6,Fundamental komponen dalam sistem operasi. Date 9 Oktober 2025,9 Oktober 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025G,7,Fundamental komponen dalam sistem operasi. Date 16 Oktober 2025,16 Oktober 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025G,8,Ujian Tengah Semester Date 23 Oktober 2025,23 Oktober 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025G,9,Sistematika dari komponen-komponen sistem operasi. Date 30 Oktober 2025,30 Oktober 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025G,10,Sistematika dari komponen-komponen sistem operasi. Date 6 November 2025,6 November 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025G,11,Sistematika dan komponen-komponen sistem operasi. Date 13 November 2025,13 November 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025G,12,Fundamental komponen dalam sistem operasi. Date 20 November 2025,20 November 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025G,13,Teknologi sistem operasi untuk keperluan topik-topik pengelolaan data. Date 27 November 2025,27 November 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025G,14,Teknologi sistem operasi untuk keperluan topik-topik pengelolaan data. Date 4 Desember 2025,4 Desember 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025G,15,Teknologi sistem operasi untuk keperluan topik-topik pengelolaan data. Date 11 Desember 2025,11 Desember 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025G,16,Ujian Akhir Semester Date 18 Desember 2025,18 Desember 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025B,1,Fundamental komponen dalam sistem komputer. Date 4 September 2025,4 September 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025B,2,Fundamental komponen dalam sistem komputer. Date 11 September 2025,11 September 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025B,3,Sistematika dari komponen-komponen sistem komputer. Date 18 September 2025,18 September 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025B,4,Sistematika dari komponen-komponen sistem komputer. Date 25 September 2025,25 September 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025B,5,Fundamental komponen dalam sistem operasi. Date 2 Oktober 2025,2 Oktober 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025B,6,Fundamental komponen dalam sistem operasi. Date 9 Oktober 2025,9 Oktober 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025B,7,Fundamental komponen dalam sistem operasi. Date 16 Oktober 2025,16 Oktober 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025B,8,Ujian Tengah Semester Date 23 Oktober 2025,23 Oktober 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025B,9,Sistematika dari komponen-komponen sistem operasi. Date 30 Oktober 2025,30 Oktober 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025B,10,Sistematika dari komponen-komponen sistem operasi. Date 6 November 2025,6 November 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025B,11,Sistematika dan komponen-komponen sistem operasi. Date 13 November 2025,13 November 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025B,12,Fundamental komponen dalam sistem operasi. Date 20 November 2025,20 November 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025B,13,Teknologi sistem operasi untuk keperluan topik-topik pengelolaan data. Date 27 November 2025,27 November 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025B,14,Teknologi sistem operasi untuk keperluan topik-topik pengelolaan data. Date 4 Desember 2025,4 Desember 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025B,15,Teknologi sistem operasi untuk keperluan topik-topik pengelolaan data. Date 11 Desember 2025,11 Desember 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025B,16,Ujian Akhir Semester Date 18 Desember 2025,18 Desember 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025F,1,Fundamental komponen dalam sistem komputer. Date 4 September 2025,4 September 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025F,2,Fundamental komponen dalam sistem komputer. Date 11 September 2025,11 September 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025F,3,Sistematika dari komponen-komponen sistem komputer. Date 18 September 2025,18 September 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025F,4,Sistematika dari komponen-komponen sistem komputer. Date 25 September 2025,25 September 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025F,5,Fundamental komponen dalam sistem operasi. Date 2 Oktober 2025,2 Oktober 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025F,6,Fundamental komponen dalam sistem operasi. Date 9 Oktober 2025,9 Oktober 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025F,7,Fundamental komponen dalam sistem operasi. Date 16 Oktober 2025,16 Oktober 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025F,8,Ujian Tengah Semester Date 23 Oktober 2025,23 Oktober 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025F,9,Sistematika dari komponen-komponen sistem operasi. Date 30 Oktober 2025,30 Oktober 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025F,10,Sistematika dari komponen-komponen sistem operasi. Date 6 November 2025,6 November 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025F,11,Sistematika dan komponen-komponen sistem operasi. Date 13 November 2025,13 November 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025F,12,Fundamental komponen dalam sistem operasi. Date 20 November 2025,20 November 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025F,13,Teknologi sistem operasi untuk keperluan topik-topik pengelolaan data. Date 27 November 2025,27 November 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025F,14,Teknologi sistem operasi untuk keperluan topik-topik pengelolaan data. Date 4 Desember 2025,4 Desember 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025F,15,Teknologi sistem operasi untuk keperluan topik-topik pengelolaan data. Date 11 Desember 2025,11 Desember 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025F,16,Ujian Akhir Semester Date 18 Desember 2025,18 Desember 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025C,1,Fundamental komponen dalam sistem komputer. Date 4 September 2025,4 September 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025C,2,Fundamental komponen dalam sistem komputer. Date 11 September 2025,11 September 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025C,3,Sistematika dari komponen-komponen sistem komputer. Date 18 September 2025,18 September 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025C,4,Sistematika dari komponen-komponen sistem komputer. Date 25 September 2025,25 September 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025C,5,Fundamental komponen dalam sistem operasi. Date 2 Oktober 2025,2 Oktober 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025C,6,Fundamental komponen dalam sistem operasi. Date 9 Oktober 2025,9 Oktober 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025C,7,Fundamental komponen dalam sistem operasi. Date 16 Oktober 2025,16 Oktober 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025C,8,Ujian Tengah Semester Date 23 Oktober 2025,23 Oktober 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025C,9,Sistematika dari komponen-komponen sistem operasi. Date 30 Oktober 2025,30 Oktober 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025C,10,Sistematika dari komponen-komponen sistem operasi. Date 6 November 2025,6 November 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025C,11,Sistematika dan komponen-komponen sistem operasi. Date 13 November 2025,13 November 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025C,12,Fundamental komponen dalam sistem operasi. Date 20 November 2025,20 November 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025C,13,Teknologi sistem operasi untuk keperluan topik-topik pengelolaan data. Date 27 November 2025,27 November 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025C,14,Teknologi sistem operasi untuk keperluan topik-topik pengelolaan data. Date 4 Desember 2025,4 Desember 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025C,15,Teknologi sistem operasi untuk keperluan topik-topik pengelolaan data. Date 11 Desember 2025,11 Desember 2025
https://sindig.unesa.ac.id/course/3/2876/arsitektur-komputer-dan-sistem-operasi,Arsitektur Komputer dan Sistem Operasi,2025C,16,Ujian Akhir Semester Date 18 Desember 2025,18 Desember 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025F,1,Konsep logika beserta implementasinya Date 1 September 2025,1 September 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025F,2,"Implementasi ekuivalensi proposisi, predikat, dan kuantor Date 8 September 2025",8 September 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025F,3,Konsep kuantor bersarang Date 15 September 2025,15 September 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025F,4,Konsep aturan inferensi Date 22 September 2025,22 September 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025F,5,Konsep aturan inferensi Date 29 September 2025,29 September 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025F,6,Konsep pembuktian langsung Date 6 Oktober 2025,6 Oktober 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025F,7,"Konsep Teorema Pembuktian Trivial, Pembuktian Vacuous, Pembuktian Langsung, Pembuktian dengan Kontraposisi Date 13 Oktober 2025",13 Oktober 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025F,8,Ujian Tengah Semester (UTS) Date 20 Oktober 2025,20 Oktober 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025F,9,"Pembuktian dengan Kontradiksi, Pembuktian Bikondisional, Pembuktian dengan kasus Counterexample Date 27 Oktober 2025",27 Oktober 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025F,10,"Konsep barisan dan deret, prinsip induksi matematika, konsep rekursi Date 3 November 2025",3 November 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025F,11,Konsep himpunan dan fungsi Date 10 November 2025,10 November 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025F,12,Konsep counting Date 17 November 2025,17 November 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025F,13,"Konsep Pigeonhole, Binomial dan prinsip inklusi-ekslusi Date 24 November 2025",24 November 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025F,14,Konsep prinsip inklusi-eksklusi Date 1 Desember 2025,1 Desember 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025F,15,Konsep graf dan tree beserta implementasinya Date 8 Desember 2025,8 Desember 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025F,16,Ujian Akhir Semester (UAS) Date 15 Desember 2025,15 Desember 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025G,1,Konsep logika beserta implementasinya Date 1 September 2025,1 September 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025G,2,"Implementasi ekuivalensi proposisi, predikat, dan kuantor Date 8 September 2025",8 September 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025G,3,Konsep kuantor bersarang Date 15 September 2025,15 September 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025G,4,Konsep aturan inferensi Date 22 September 2025,22 September 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025G,5,Konsep aturan inferensi Date 29 September 2025,29 September 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025G,6,Konsep pembuktian langsung Date 6 Oktober 2025,6 Oktober 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025G,7,"Konsep Teorema Pembuktian Trivial, Pembuktian Vacuous, Pembuktian Langsung, Pembuktian dengan Kontraposisi Date 13 Oktober 2025",13 Oktober 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025G,8,Ujian Tengah Semester (UTS) Date 20 Oktober 2025,20 Oktober 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025G,9,"Pembuktian dengan Kontradiksi, Pembuktian Bikondisional, Pembuktian dengan kasus Counterexample Date 27 Oktober 2025",27 Oktober 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025G,10,"Konsep barisan dan deret, prinsip induksi matematika, konsep rekursi Date 3 November 2025",3 November 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025G,11,Konsep himpunan dan fungsi Date 10 November 2025,10 November 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025G,12,Konsep counting Date 17 November 2025,17 November 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025G,13,"Konsep Pigeonhole, Binomial dan prinsip inklusi-ekslusi Date 24 November 2025",24 November 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025G,14,Konsep prinsip inklusi-eksklusi Date 1 Desember 2025,1 Desember 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025G,15,Konsep graf dan tree beserta implementasinya Date 8 Desember 2025,8 Desember 2025
https://sindig.unesa.ac.id/course/3/3103/matematika-diskrit,Matematika Diskrit,2025G,16,Ujian Akhir Semester (UAS) Date 15 Desember 2025,15 Desember 2025
https://sindig.unesa.ac.id/course/5/609/bahasa-indonesia,Bahasa Indonesia,BI056,1,"Menganalisis sejarah, kedudukan, dan fungsi bahasa Indonesia serta permasalahan penggunaan bahasa Indonesia di masyarakat. Date 1 September 2025",1 September 2025
https://sindig.unesa.ac.id/course/5/609/bahasa-indonesia,Bahasa Indonesia,BI056,2,"Bahasa yang santun dalam konteks akademik, masyarakat, dan media sosial serta menganalisis ketidaksantunan berbahasa yang terdapat di karya ilmiah, masyarakat, dan media sosial. Date 8 September 2025",8 September 2025
https://sindig.unesa.ac.id/course/5/609/bahasa-indonesia,Bahasa Indonesia,BI056,3,Menganalisis secara kritis teks yang dibaca. Date 15 September 2025,15 September 2025
https://sindig.unesa.ac.id/course/5/609/bahasa-indonesia,Bahasa Indonesia,BI056,4,Menganalisis karakteristik bahasa Indonesia ragam ilmiah/bahasa Indonesia akademik. Date 22 September 2025,22 September 2025
https://sindig.unesa.ac.id/course/5/609/bahasa-indonesia,Bahasa Indonesia,BI056,5,Permasalahan ejaan dan pilihan kata yang diwujudkan dalam bentuk karya (produk) Date 29 September 2025,29 September 2025
https://sindig.unesa.ac.id/course/5/609/bahasa-indonesia,Bahasa Indonesia,BI056,6,Permasalahan paragraf bahasa Indonesia yang diwujudkan dalam bentuk karya (produk) Date 6 Oktober 2025,6 Oktober 2025
https://sindig.unesa.ac.id/course/5/609/bahasa-indonesia,Bahasa Indonesia,BI056,7,Permasalahan etika dan plagiarisme dalam penulisan karya ilmiah Date 13 Oktober 2025,13 Oktober 2025
https://sindig.unesa.ac.id/course/5/609/bahasa-indonesia,Bahasa Indonesia,BI056,8,UTS: proyek final Date 20 Oktober 2025,20 Oktober 2025
https://sindig.unesa.ac.id/course/5/609/bahasa-indonesia,Bahasa Indonesia,BI056,9,"Dan menerapkan keterampilan akademis, referensi, dan sitasi. Date 27 Oktober 2025",27 Oktober 2025
https://sindig.unesa.ac.id/course/5/609/bahasa-indonesia,Bahasa Indonesia,BI056,10,Keterampilan akademis: menyitasi dan dan merujuk (sitasi dan rujukan) Date 3 November 2025,3 November 2025
https://sindig.unesa.ac.id/course/5/609/bahasa-indonesia,Bahasa Indonesia,BI056,11,Penulisan proposal dan laporan penelitian (skripsi) sesuai prodi masing-masing Date 10 November 2025,10 November 2025
https://sindig.unesa.ac.id/course/5/609/bahasa-indonesia,Bahasa Indonesia,BI056,12,Penulisan artikel jurnal dan makalah prosiding dan menghasilkan artikel jurnal/makalah prosiding. Date 17 November 2025,17 November 2025
https://sindig.unesa.ac.id/course/5/609/bahasa-indonesia,Bahasa Indonesia,BI056,13,Karya ilmiah populer sesuai dengan topik/bidang kajian Date 24 November 2025,24 November 2025
https://sindig.unesa.ac.id/course/5/609/bahasa-indonesia,Bahasa Indonesia,BI056,14,Menyunting bahasa dalam karya ilmiah secara tepat. Date 1 Desember 2025,1 Desember 2025
https://sindig.unesa.ac.id/course/5/609/bahasa-indonesia,Bahasa Indonesia,BI056,15,Mempresentasikan hasil proyek sesuai dengan kriteria dan etika presentasi ilmiah Date 8 Desember 2025,8 Desember 2025
https://sindig.unesa.ac.id/course/5/609/bahasa-indonesia,Bahasa Indonesia,BI056,16,Tes akhir (kognitif) Date 15 Desember 2025,15 Desember 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025E,1,Konsep dasar matriks (KNO-1) Date 25 Agustus 2025,25 Agustus 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025E,2,Invers dan determinan matriks (KNO-1) Date 1 September 2025,1 September 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025E,3,Sistem persamaan linier (KNO-1) Date 15 September 2025,15 September 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025E,4,Sistem persamaan linier (KNO-1) Date 22 September 2025,22 September 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025E,5,SPL untuk menyelesaikan masalah nyata (SKI- 2) Date 29 September 2025,29 September 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025E,6,"Konsep vektor dalam ruang-2, ruang-3, ruang-n dan operasinya (KNO-1) Date 6 Oktober 2025",6 Oktober 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025E,7,Ruang vektor real dan sub-ruangnya (KNO-1) Date 13 Oktober 2025,13 Oktober 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025E,8,Materi yang telah disampaikan sejak pertemuan ke-1 sampai dengan ke-7. Date 20 Oktober 2025,20 Oktober 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025E,9,Konsep basis dan dimensi (KNO-1) Date 27 Oktober 2025,27 Oktober 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025E,10,Konsep basis dan dimensi (KNO-1) Date 3 November 2025,3 November 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025E,11,Konsep Ruang Hasil Kali Dalam dan proses Gram-Schmidt (KNO-1) Date 10 November 2025,10 November 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025E,12,Konsep Ruang Hasil Kali Dalam dan proses Gram-Schmidt (KNO-1) Date 17 November 2025,17 November 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025E,13,Transformasi Linier   (KNO-1) Date 24 November 2025,24 November 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025E,14,Nilai Eigen dan Vektor Eigen (KNO-1) Date 1 Desember 2025,1 Desember 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025E,15,"Program komputer untuk menyelesaikan permasalahan yang berkaitan dengan matriks (SOC-2, SKI-1-2 dan COM-2) Date 8 Desember 2025",8 Desember 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025E,16,Materi yang telah disampaikan sejak pertemuan ke-9 sampai dengan ke-15. Date 15 Desember 2025,15 Desember 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025D,1,Konsep dasar matriks (KNO-1) Date 25 Agustus 2025,25 Agustus 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025D,2,Invers dan determinan matriks (KNO-1) Date 1 September 2025,1 September 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025D,3,Sistem persamaan linier (KNO-1) Date 15 September 2025,15 September 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025D,4,Sistem persamaan linier (KNO-1) Date 22 September 2025,22 September 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025D,5,SPL untuk menyelesaikan masalah nyata (SKI- 2) Date 29 September 2025,29 September 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025D,6,"Konsep vektor dalam ruang-2, ruang-3, ruang-n dan operasinya (KNO-1) Date 6 Oktober 2025",6 Oktober 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025D,7,Ruang vektor real dan sub-ruangnya (KNO-1) Date 13 Oktober 2025,13 Oktober 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025D,8,Materi yang telah disampaikan sejak pertemuan ke-1 sampai dengan ke-7. Date 20 Oktober 2025,20 Oktober 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025D,9,Konsep basis dan dimensi (KNO-1) Date 27 Oktober 2025,27 Oktober 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025D,10,Konsep basis dan dimensi (KNO-1) Date 3 November 2025,3 November 2025
https://sindig.unesa.ac.id/course/3/2982/aljabar-matriks,Aljabar Matriks,2025D,11,Konsep Ruang Hasil Kali Dalam dan proses Gram-Schmidt (KNO-1) Date 10 November 2025,10 November 2025
