course_url,mata_kuliah,kelas,meeting_number,activity_description,date
https://sindig.unesa.ac.id/course/3/1938/arsitektur-dan-sistem-komputer,Arsitektur dan Sistem Komputer,2023H,13,Teknologi sistem operasi untuk keperluan topik-topik pengelolaan data. Date 29 November 2024,29 November 2024
https://sindig.unesa.ac.id/course/3/1938/arsitektur-dan-sistem-komputer,Arsitektur dan Sistem Komputer,2023H,14,Teknologi sistem operasi untuk keperluan topik-topik pengelolaan data. Date 6 Desember 2024,6 Desember 2024
https://sindig.unesa.ac.id/course/3/1938/arsitektur-dan-sistem-komputer,Arsitektur dan Sistem Komputer,2023H,15,Teknologi sistem operasi untuk keperluan topik-topik pengelolaan data. Date 13 Desember 2024,13 Desember 2024
https://sindig.unesa.ac.id/course/3/1938/arsitektur-dan-sistem-komputer,Arsitektur dan Sistem Komputer,2023H,16,Ujian Akhir Semester Date 20 Desember 2024,20 Desember 2024
https://sindig.unesa.ac.id/course/3/1586/pemrograman-dasar,Pemrograman Dasar,2024G,1,Konsep dasar algoritma terstruktur Date 2 September 2024,2 September 2024
https://sindig.unesa.ac.id/course/3/1586/pemrograman-dasar,Pemrograman Dasar,2024G,2,Kontrol program seleksi untuk menyelesaikan suatu kasus Date 9 September 2024,9 September 2024
https://sindig.unesa.ac.id/course/3/1586/pemrograman-dasar,Pemrograman Dasar,2024G,3,Kontrol program pengulangan for untuk menyelesaikan suatu kasus Date 16 September 2024,16 September 2024
https://sindig.unesa.ac.id/course/3/1586/pemrograman-dasar,Pemrograman Dasar,2024G,4,Kontrol program pengulangan while loop untuk menyelesaikan suatu kasus Date 23 September 2024,23 September 2024
https://sindig.unesa.ac.id/course/3/1586/pemrograman-dasar,Pemrograman Dasar,2024G,5,String yang sesuai dengan permasalahan yang dihadapi Date 30 September 2024,30 September 2024
https://sindig.unesa.ac.id/course/3/1586/pemrograman-dasar,Pemrograman Dasar,2024G,6,"Menjelaskan, mengimplementasikan dan mengolah koleksi data berbentuk teks sederhana (text files) serta menangani exceptions Date 7 Oktober 2024",7 Oktober 2024
https://sindig.unesa.ac.id/course/3/1586/pemrograman-dasar,Pemrograman Dasar,2024G,7,"List, tuple, set, dictionary yang sesuai dengan permasalahan yang dihadapi Date 14 Oktober 2024",14 Oktober 2024
https://sindig.unesa.ac.id/course/3/1586/pemrograman-dasar,Pemrograman Dasar,2024G,8,Ujian Tengah Semester Date 21 Oktober 2024,21 Oktober 2024
https://sindig.unesa.ac.id/course/3/1586/pemrograman-dasar,Pemrograman Dasar,2024G,9,Fungsi untuk mengelompokkan sejumlah pernyataan yang sering dipakai Date 28 Oktober 2024,28 Oktober 2024
https://sindig.unesa.ac.id/course/3/1586/pemrograman-dasar,Pemrograman Dasar,2024G,10,"Konsep dasar Object Oriented Programming (Abstraction, Encapsulation) Date 4 November 2024",4 November 2024
https://sindig.unesa.ac.id/course/3/1586/pemrograman-dasar,Pemrograman Dasar,2024G,11,Dan merancang fitur kompleks pada class Date 11 November 2024,11 November 2024
https://sindig.unesa.ac.id/course/3/1586/pemrograman-dasar,Pemrograman Dasar,2024G,12,Grapichal User Interface (GUI) Date 18 November 2024,18 November 2024
https://sindig.unesa.ac.id/course/3/1586/pemrograman-dasar,Pemrograman Dasar,2024G,13,Grapichal User Interface (GUI) Date 25 November 2024,25 November 2024
https://sindig.unesa.ac.id/course/3/1586/pemrograman-dasar,Pemrograman Dasar,2024G,14,Merancang program komputer untuk menyelesaikan permasalahan yang berkaitan dengan sains data. Date 2 Desember 2024,2 Desember 2024
https://sindig.unesa.ac.id/course/3/1586/pemrograman-dasar,Pemrograman Dasar,2024G,15,Merancang program komputer untuk menyelesaikan permasalahan yang berkaitan dengan sains data. Date 9 Desember 2024,9 Desember 2024
https://sindig.unesa.ac.id/course/3/1586/pemrograman-dasar,Pemrograman Dasar,2024G,16,Merancang program komputer untuk menyelesaikan permasalahan yang berkaitan dengan sains data. Date 16 Desember 2024,16 Desember 2024
https://sindig.unesa.ac.id/course/3/1746/matematika-diskrit,Matematika Diskrit,2024D,1,Konsep logika beserta implementasinya Date 4 September 2024,4 September 2024
https://sindig.unesa.ac.id/course/3/1746/matematika-diskrit,Matematika Diskrit,2024D,2,"Implementasi ekuivalensi proposisi, predikat, dan kuantor Date 11 September 2024",11 September 2024
https://sindig.unesa.ac.id/course/3/1746/matematika-diskrit,Matematika Diskrit,2024D,3,Konsep kuantor bersarang Date 18 September 2024,18 September 2024
https://sindig.unesa.ac.id/course/3/1746/matematika-diskrit,Matematika Diskrit,2024D,4,Konsep aturan inferensi Date 25 September 2024,25 September 2024
https://sindig.unesa.ac.id/course/3/1746/matematika-diskrit,Matematika Diskrit,2024D,5,Konsep aturan inferensi Date 2 Oktober 2024,2 Oktober 2024
https://sindig.unesa.ac.id/course/3/1746/matematika-diskrit,Matematika Diskrit,2024D,6,Konsep pembuktian langsung Date 9 Oktober 2024,9 Oktober 2024
https://sindig.unesa.ac.id/course/3/1746/matematika-diskrit,Matematika Diskrit,2024D,7,"Konsep Teorema Pembuktian Trivial, Pembuktian Vacuous, Pembuktian Langsung, Pembuktian dengan Kontraposisi Date 16 Oktober 2024",16 Oktober 2024
https://sindig.unesa.ac.id/course/3/1746/matematika-diskrit,Matematika Diskrit,2024D,8,Ujian Tengah Semester (UTS) Date 23 Oktober 2024,23 Oktober 2024
https://sindig.unesa.ac.id/course/3/1746/matematika-diskrit,Matematika Diskrit,2024D,9,"Pembuktian dengan Kontradiksi, Pembuktian Bikondisional, Pembuktian dengan kasus Counterexample Date 30 Oktober 2024",30 Oktober 2024
https://sindig.unesa.ac.id/course/3/1746/matematika-diskrit,Matematika Diskrit,2024D,10,"Konsep barisan dan deret, prinsip induksi matematika, konsep rekursi Date 6 November 2024",6 November 2024
https://sindig.unesa.ac.id/course/3/1746/matematika-diskrit,Matematika Diskrit,2024D,11,Konsep himpunan dan fungsi Date 13 November 2024,13 November 2024
https://sindig.unesa.ac.id/course/3/1746/matematika-diskrit,Matematika Diskrit,2024D,12,Konsep counting Date 20 November 2024,20 November 2024
https://sindig.unesa.ac.id/course/3/1746/matematika-diskrit,Matematika Diskrit,2024D,13,"Konsep Pigeonhole, Binomial dan prinsip inklusi-ekslusi Date 27 November 2024",27 November 2024
https://sindig.unesa.ac.id/course/3/1746/matematika-diskrit,Matematika Diskrit,2024D,14,Konsep prinsip inklusi-eksklusi Date 4 Desember 2024,4 Desember 2024
https://sindig.unesa.ac.id/course/3/1746/matematika-diskrit,Matematika Diskrit,2024D,15,Konsep graf dan tree beserta implementasinya Date 11 Desember 2024,11 Desember 2024
https://sindig.unesa.ac.id/course/3/1746/matematika-diskrit,Matematika Diskrit,2024D,16,Ujian Akhir Semester (UAS) Date 7 Januari 2025,7 Januari 2025
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024C,1,Konsep logika beserta implementasinya Date 2 September 2024,2 September 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024C,2,"Implementasi ekuivalensi proposisi, predikat, dan kuantor Date 9 September 2024",9 September 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024C,3,Konsep kuantor bersarang Date 16 September 2024,16 September 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024C,4,Konsep aturan inferensi Date 23 September 2024,23 September 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024C,5,Konsep aturan inferensi Date 30 September 2024,30 September 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024C,6,Konsep pembuktian langsung Date 7 Oktober 2024,7 Oktober 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024C,7,"Konsep Teorema Pembuktian Trivial, Pembuktian Vacuous, Pembuktian Langsung, Pembuktian dengan Kontraposisi Date 14 Oktober 2024",14 Oktober 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024C,8,Ujian Tengah Semester (UTS) Date 21 Oktober 2024,21 Oktober 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024C,9,"Pembuktian dengan Kontradiksi, Pembuktian Bikondisional, Pembuktian dengan kasus Counterexample Date 28 Oktober 2024",28 Oktober 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024C,10,"Konsep barisan dan deret, prinsip induksi matematika, konsep rekursi Date 4 November 2024",4 November 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024C,11,Konsep himpunan dan fungsi Date 11 November 2024,11 November 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024C,12,Konsep counting Date 18 November 2024,18 November 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024C,13,"Konsep Pigeonhole, Binomial dan prinsip inklusi-ekslusi Date 25 November 2024",25 November 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024C,14,Konsep prinsip inklusi-eksklusi Date 2 Desember 2024,2 Desember 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024C,15,Konsep graf dan tree beserta implementasinya Date 9 Desember 2024,9 Desember 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024C,16,Ujian Akhir Semester (UAS) Date 16 Desember 2024,16 Desember 2024
https://sindig.unesa.ac.id/course/3/1693/matematika-diskrit,Matematika Diskrit,2024I,1,Konsep logika beserta implementasinya Date 5 September 2024,5 September 2024
https://sindig.unesa.ac.id/course/3/1693/matematika-diskrit,Matematika Diskrit,2024I,2,"Implementasi ekuivalensi proposisi, predikat, dan kuantor Date 12 September 2024",12 September 2024
https://sindig.unesa.ac.id/course/3/1693/matematika-diskrit,Matematika Diskrit,2024I,3,Konsep kuantor bersarang Date 19 September 2024,19 September 2024
https://sindig.unesa.ac.id/course/3/1693/matematika-diskrit,Matematika Diskrit,2024I,4,Konsep aturan inferensi Date 26 September 2024,26 September 2024
https://sindig.unesa.ac.id/course/3/1693/matematika-diskrit,Matematika Diskrit,2024I,5,Konsep aturan inferensi Date 3 Oktober 2024,3 Oktober 2024
https://sindig.unesa.ac.id/course/3/1693/matematika-diskrit,Matematika Diskrit,2024I,6,Konsep pembuktian langsung Date 10 Oktober 2024,10 Oktober 2024
https://sindig.unesa.ac.id/course/3/1693/matematika-diskrit,Matematika Diskrit,2024I,7,"Konsep Teorema Pembuktian Trivial, Pembuktian Vacuous, Pembuktian Langsung, Pembuktian dengan Kontraposisi Date 17 Oktober 2024",17 Oktober 2024
https://sindig.unesa.ac.id/course/3/1693/matematika-diskrit,Matematika Diskrit,2024I,8,Ujian Tengah Semester (UTS) Date 24 Oktober 2024,24 Oktober 2024
https://sindig.unesa.ac.id/course/3/1693/matematika-diskrit,Matematika Diskrit,2024I,9,"Pembuktian dengan Kontradiksi, Pembuktian Bikondisional, Pembuktian dengan kasus Counterexample Date 31 Oktober 2024",31 Oktober 2024
https://sindig.unesa.ac.id/course/3/1693/matematika-diskrit,Matematika Diskrit,2024I,10,"Konsep barisan dan deret, prinsip induksi matematika, konsep rekursi Date 7 November 2024",7 November 2024
https://sindig.unesa.ac.id/course/3/1693/matematika-diskrit,Matematika Diskrit,2024I,11,Konsep himpunan dan fungsi Date 14 November 2024,14 November 2024
https://sindig.unesa.ac.id/course/3/1693/matematika-diskrit,Matematika Diskrit,2024I,12,Konsep counting Date 21 November 2024,21 November 2024
https://sindig.unesa.ac.id/course/3/1693/matematika-diskrit,Matematika Diskrit,2024I,13,"Konsep Pigeonhole, Binomial dan prinsip inklusi-ekslusi Date 28 November 2024",28 November 2024
https://sindig.unesa.ac.id/course/3/1693/matematika-diskrit,Matematika Diskrit,2024I,14,Konsep prinsip inklusi-eksklusi Date 5 Desember 2024,5 Desember 2024
https://sindig.unesa.ac.id/course/3/1693/matematika-diskrit,Matematika Diskrit,2024I,15,Konsep graf dan tree beserta implementasinya Date 12 Desember 2024,12 Desember 2024
https://sindig.unesa.ac.id/course/3/1693/matematika-diskrit,Matematika Diskrit,2024I,16,Ujian Akhir Semester (UAS) Date 7 Januari 2025,7 Januari 2025
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024G,1,Konsep logika beserta implementasinya Date 2 September 2024,2 September 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024G,2,"Implementasi ekuivalensi proposisi, predikat, dan kuantor Date 9 September 2024",9 September 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024G,3,Konsep kuantor bersarang Date 16 September 2024,16 September 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024G,4,Konsep aturan inferensi Date 23 September 2024,23 September 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024G,5,Konsep aturan inferensi Date 30 September 2024,30 September 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024G,6,Konsep pembuktian langsung Date 7 Oktober 2024,7 Oktober 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024G,7,"Konsep Teorema Pembuktian Trivial, Pembuktian Vacuous, Pembuktian Langsung, Pembuktian dengan Kontraposisi Date 14 Oktober 2024",14 Oktober 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024G,8,Ujian Tengah Semester (UTS) Date 21 Oktober 2024,21 Oktober 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024G,9,"Pembuktian dengan Kontradiksi, Pembuktian Bikondisional, Pembuktian dengan kasus Counterexample Date 28 Oktober 2024",28 Oktober 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024G,10,"Konsep barisan dan deret, prinsip induksi matematika, konsep rekursi Date 4 November 2024",4 November 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024G,11,Konsep himpunan dan fungsi Date 11 November 2024,11 November 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024G,12,Konsep counting Date 18 November 2024,18 November 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024G,13,"Konsep Pigeonhole, Binomial dan prinsip inklusi-ekslusi Date 25 November 2024",25 November 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024G,14,Konsep prinsip inklusi-eksklusi Date 2 Desember 2024,2 Desember 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024G,15,Konsep graf dan tree beserta implementasinya Date 9 Desember 2024,9 Desember 2024
https://sindig.unesa.ac.id/course/3/1493/matematika-diskrit,Matematika Diskrit,2024G,16,Ujian Akhir Semester (UAS) Date 16 Desember 2024,16 Desember 2024
https://sindig.unesa.ac.id/course/3/1490/aljabar-matriks,Aljabar Matriks,2024B,1,Konsep dasar matriks (KNO-1) Date 3 September 2024,3 September 2024
https://sindig.unesa.ac.id/course/3/1490/aljabar-matriks,Aljabar Matriks,2024B,2,Invers dan determinan matriks (KNO-1) Date 10 September 2024,10 September 2024
https://sindig.unesa.ac.id/course/3/1490/aljabar-matriks,Aljabar Matriks,2024B,3,Sistem persamaan linier (KNO-1) Date 17 September 2024,17 September 2024
https://sindig.unesa.ac.id/course/3/1490/aljabar-matriks,Aljabar Matriks,2024B,4,Sistem persamaan linier (KNO-1) Date 24 September 2024,24 September 2024
https://sindig.unesa.ac.id/course/3/1490/aljabar-matriks,Aljabar Matriks,2024B,5,SPL untuk menyelesaikan masalah nyata (SKI- 2) Date 1 Oktober 2024,1 Oktober 2024
https://sindig.unesa.ac.id/course/3/1490/aljabar-matriks,Aljabar Matriks,2024B,6,"Konsep vektor dalam ruang-2, ruang-3, ruang-n dan operasinya (KNO-1) Date 8 Oktober 2024",8 Oktober 2024
https://sindig.unesa.ac.id/course/3/1490/aljabar-matriks,Aljabar Matriks,2024B,7,Ruang vektor real dan sub-ruangnya (KNO-1) Date 15 Oktober 2024,15 Oktober 2024
https://sindig.unesa.ac.id/course/3/1490/aljabar-matriks,Aljabar Matriks,2024B,8,Materi yang telah disampaikan sejak pertemuan ke-1 sampai dengan ke-7. Date 22 Oktober 2024,22 Oktober 2024
https://sindig.unesa.ac.id/course/3/1490/aljabar-matriks,Aljabar Matriks,2024B,9,Konsep basis dan dimensi (KNO-1) Date 29 Oktober 2024,29 Oktober 2024
https://sindig.unesa.ac.id/course/3/1490/aljabar-matriks,Aljabar Matriks,2024B,10,Konsep basis dan dimensi (KNO-1) Date 5 November 2024,5 November 2024
https://sindig.unesa.ac.id/course/3/1490/aljabar-matriks,Aljabar Matriks,2024B,11,Konsep Ruang Hasil Kali Dalam dan proses Gram-Schmidt (KNO-1) Date 12 November 2024,12 November 2024
https://sindig.unesa.ac.id/course/3/1490/aljabar-matriks,Aljabar Matriks,2024B,12,Konsep Ruang Hasil Kali Dalam dan proses Gram-Schmidt (KNO-1) Date 19 November 2024,19 November 2024
https://sindig.unesa.ac.id/course/3/1490/aljabar-matriks,Aljabar Matriks,2024B,13,Transformasi Linier   (KNO-1) Date 26 November 2024,26 November 2024
https://sindig.unesa.ac.id/course/3/1490/aljabar-matriks,Aljabar Matriks,2024B,14,Nilai Eigen dan Vektor Eigen (KNO-1) Date 3 Desember 2024,3 Desember 2024
https://sindig.unesa.ac.id/course/3/1490/aljabar-matriks,Aljabar Matriks,2024B,15,"Program komputer untuk menyelesaikan permasalahan yang berkaitan dengan matriks (SOC-2, SKI-1-2 dan COM-2) Date 10 Desember 2024",10 Desember 2024
https://sindig.unesa.ac.id/course/3/1490/aljabar-matriks,Aljabar Matriks,2024B,16,Materi yang telah disampaikan sejak pertemuan ke-9 sampai dengan ke-15. Date 17 Desember 2024,17 Desember 2024
https://sindig.unesa.ac.id/course/3/1522/literasi-digital,Literasi Digital,2024A,1,Konsep literasi digital dalam berbagai konteks penggunaan teknologi Date 5 September 2024,5 September 2024
https://sindig.unesa.ac.id/course/3/1522/literasi-digital,Literasi Digital,2024A,2,Menganalisis sejarah perkembangan teknologi untuk mengidentifikasi faktor pendorong dan arah kemajuan di masa depan Date 12 September 2024,12 September 2024
https://sindig.unesa.ac.id/course/3/1522/literasi-digital,Literasi Digital,2024A,3,Prinsip etika dunia siber dalam aktivitas digital sehari-hari Date 19 September 2024,19 September 2024
https://sindig.unesa.ac.id/course/3/1522/literasi-digital,Literasi Digital,2024A,4,Menganalisis topik-topik digital terkini dan merumuskan strategi pencegahan penipuan daring Date 26 September 2024,26 September 2024
https://sindig.unesa.ac.id/course/3/1522/literasi-digital,Literasi Digital,2024A,5,"Penggunaan berbagai teknologi untuk menyampaikan informasi secara efektif, misalnya melalui presentasi multimedia Date 3 Oktober 2024",3 Oktober 2024
https://sindig.unesa.ac.id/course/3/1522/literasi-digital,Literasi Digital,2024A,6,Layanan cloud storage dan teknik konversi file untuk meningkatkan efisiensi kerja individu maupun tim Date 10 Oktober 2024,10 Oktober 2024
https://sindig.unesa.ac.id/course/3/1522/literasi-digital,Literasi Digital,2024A,7,Penggunaan template penulisan buku atau artikel ilmiah sesuai standar akademik Date 17 Oktober 2024,17 Oktober 2024
https://sindig.unesa.ac.id/course/3/1522/literasi-digital,Literasi Digital,2024A,8,Ujian Tengah Semester (UTS) Date 24 Oktober 2024,24 Oktober 2024
https://sindig.unesa.ac.id/course/3/1522/literasi-digital,Literasi Digital,2024A,9,Mempraktikkan penggunaan software reference management seperti Mendeley untuk pengelolaan sitasi Date 31 Oktober 2024,31 Oktober 2024
https://sindig.unesa.ac.id/course/3/1522/literasi-digital,Literasi Digital,2024A,10,Konsep e-commerce dan digital payment dalam simulasi transaksi daring Date 7 November 2024,7 November 2024
https://sindig.unesa.ac.id/course/3/1522/literasi-digital,Literasi Digital,2024A,11,Menganalisis aturan hukum informasi dan transaksi elektronik untuk mengkaji kepatuhan penggunaan teknologi Date 14 November 2024,14 November 2024
https://sindig.unesa.ac.id/course/3/1522/literasi-digital,Literasi Digital,2024A,12,Konsep Internet of Things (IoT) dan Artificial Intelligence (AI) dalam studi kasus sederhana Date 21 November 2024,21 November 2024
https://sindig.unesa.ac.id/course/3/1522/literasi-digital,Literasi Digital,2024A,13,Penggunaan berbagai tools Google untuk mendukung produktivitas akademik dan profesional Date 28 November 2024,28 November 2024
https://sindig.unesa.ac.id/course/3/1522/literasi-digital,Literasi Digital,2024A,14,Ketentuan UU ITE dan UU Perlindungan Data Pribadi pada skenario nyata Date 5 Desember 2024,5 Desember 2024
https://sindig.unesa.ac.id/course/3/1522/literasi-digital,Literasi Digital,2024A,15,Merancang dan mengimplementasikan proyek akhir berbasis teknologi digital yang inovatif Date 12 Desember 2024,12 Desember 2024
https://sindig.unesa.ac.id/course/3/1522/literasi-digital,Literasi Digital,2024A,16,Ujian Akhir Semester (UAS) Date 19 Desember 2024,19 Desember 2024
https://sindig.unesa.ac.id/course/3/1514/pemrograman-dasar,Pemrograman Dasar,2024B,1,Konsep dasar algoritma terstruktur Date 3 September 2024,3 September 2024
https://sindig.unesa.ac.id/course/3/1514/pemrograman-dasar,Pemrograman Dasar,2024B,2,Kontrol program seleksi untuk menyelesaikan suatu kasus Date 10 September 2024,10 September 2024
https://sindig.unesa.ac.id/course/3/1514/pemrograman-dasar,Pemrograman Dasar,2024B,3,Kontrol program pengulangan for untuk menyelesaikan suatu kasus Date 17 September 2024,17 September 2024
https://sindig.unesa.ac.id/course/3/1514/pemrograman-dasar,Pemrograman Dasar,2024B,4,Kontrol program pengulangan while loop untuk menyelesaikan suatu kasus Date 24 September 2024,24 September 2024
https://sindig.unesa.ac.id/course/3/1514/pemrograman-dasar,Pemrograman Dasar,2024B,5,String yang sesuai dengan permasalahan yang dihadapi Date 1 Oktober 2024,1 Oktober 2024
https://sindig.unesa.ac.id/course/3/1514/pemrograman-dasar,Pemrograman Dasar,2024B,6,"Menjelaskan, mengimplementasikan dan mengolah koleksi data berbentuk teks sederhana (text files) serta menangani exceptions Date 8 Oktober 2024",8 Oktober 2024
https://sindig.unesa.ac.id/course/3/1514/pemrograman-dasar,Pemrograman Dasar,2024B,7,"List, tuple, set, dictionary yang sesuai dengan permasalahan yang dihadapi Date 15 Oktober 2024",15 Oktober 2024
https://sindig.unesa.ac.id/course/3/1514/pemrograman-dasar,Pemrograman Dasar,2024B,8,Ujian Tengah Semester Date 22 Oktober 2024,22 Oktober 2024
https://sindig.unesa.ac.id/course/3/1514/pemrograman-dasar,Pemrograman Dasar,2024B,9,Fungsi untuk mengelompokkan sejumlah pernyataan yang sering dipakai Date 29 Oktober 2024,29 Oktober 2024
https://sindig.unesa.ac.id/course/3/1514/pemrograman-dasar,Pemrograman Dasar,2024B,10,"Konsep dasar Object Oriented Programming (Abstraction, Encapsulation) Date 5 November 2024",5 November 2024
https://sindig.unesa.ac.id/course/3/1514/pemrograman-dasar,Pemrograman Dasar,2024B,11,Dan merancang fitur kompleks pada class Date 12 November 2024,12 November 2024
https://sindig.unesa.ac.id/course/3/1514/pemrograman-dasar,Pemrograman Dasar,2024B,12,Grapichal User Interface (GUI) Date 19 November 2024,19 November 2024
https://sindig.unesa.ac.id/course/3/1514/pemrograman-dasar,Pemrograman Dasar,2024B,13,Grapichal User Interface (GUI) Date 26 November 2024,26 November 2024
https://sindig.unesa.ac.id/course/3/1514/pemrograman-dasar,Pemrograman Dasar,2024B,14,Merancang program komputer untuk menyelesaikan permasalahan yang berkaitan dengan sains data. Date 3 Desember 2024,3 Desember 2024
https://sindig.unesa.ac.id/course/3/1514/pemrograman-dasar,Pemrograman Dasar,2024B,15,Merancang program komputer untuk menyelesaikan permasalahan yang berkaitan dengan sains data. Date 10 Desember 2024,10 Desember 2024
https://sindig.unesa.ac.id/course/3/1514/pemrograman-dasar,Pemrograman Dasar,2024B,16,Merancang program komputer untuk menyelesaikan permasalahan yang berkaitan dengan sains data. Date 17 Desember 2024,17 Desember 2024
https://sindig.unesa.ac.id/course/3/1681/aljabar-matriks,Aljabar Matriks,2024E,1,Konsep dasar matriks (KNO-1) Date 5 September 2024,5 September 2024
https://sindig.unesa.ac.id/course/3/1681/aljabar-matriks,Aljabar Matriks,2024E,2,Invers dan determinan matriks (KNO-1) Date 12 September 2024,12 September 2024
https://sindig.unesa.ac.id/course/3/1681/aljabar-matriks,Aljabar Matriks,2024E,3,Sistem persamaan linier (KNO-1) Date 19 September 2024,19 September 2024
https://sindig.unesa.ac.id/course/3/1681/aljabar-matriks,Aljabar Matriks,2024E,4,Sistem persamaan linier (KNO-1) Date 26 September 2024,26 September 2024
https://sindig.unesa.ac.id/course/3/1681/aljabar-matriks,Aljabar Matriks,2024E,5,SPL untuk menyelesaikan masalah nyata (SKI- 2) Date 3 Oktober 2024,3 Oktober 2024
https://sindig.unesa.ac.id/course/3/1681/aljabar-matriks,Aljabar Matriks,2024E,6,"Konsep vektor dalam ruang-2, ruang-3, ruang-n dan operasinya (KNO-1) Date 10 Oktober 2024",10 Oktober 2024
https://sindig.unesa.ac.id/course/3/1681/aljabar-matriks,Aljabar Matriks,2024E,7,Ruang vektor real dan sub-ruangnya (KNO-1) Date 17 Oktober 2024,17 Oktober 2024
https://sindig.unesa.ac.id/course/3/1681/aljabar-matriks,Aljabar Matriks,2024E,8,Materi yang telah disampaikan sejak pertemuan ke-1 sampai dengan ke-7. Date 24 Oktober 2024,24 Oktober 2024
https://sindig.unesa.ac.id/course/3/1681/aljabar-matriks,Aljabar Matriks,2024E,9,Konsep basis dan dimensi (KNO-1) Date 31 Oktober 2024,31 Oktober 2024
https://sindig.unesa.ac.id/course/3/1681/aljabar-matriks,Aljabar Matriks,2024E,10,Konsep basis dan dimensi (KNO-1) Date 7 November 2024,7 November 2024
https://sindig.unesa.ac.id/course/3/1681/aljabar-matriks,Aljabar Matriks,2024E,11,Konsep Ruang Hasil Kali Dalam dan proses Gram-Schmidt (KNO-1) Date 14 November 2024,14 November 2024
https://sindig.unesa.ac.id/course/3/1681/aljabar-matriks,Aljabar Matriks,2024E,12,Konsep Ruang Hasil Kali Dalam dan proses Gram-Schmidt (KNO-1) Date 21 November 2024,21 November 2024
https://sindig.unesa.ac.id/course/3/1681/aljabar-matriks,Aljabar Matriks,2024E,13,Transformasi Linier   (KNO-1) Date 28 November 2024,28 November 2024
https://sindig.unesa.ac.id/course/3/1681/aljabar-matriks,Aljabar Matriks,2024E,14,Nilai Eigen dan Vektor Eigen (KNO-1) Date 5 Desember 2024,5 Desember 2024
https://sindig.unesa.ac.id/course/3/1681/aljabar-matriks,Aljabar Matriks,2024E,15,"Program komputer untuk menyelesaikan permasalahan yang berkaitan dengan matriks (SOC-2, SKI-1-2 dan COM-2) Date 12 Desember 2024",12 Desember 2024
https://sindig.unesa.ac.id/course/3/1681/aljabar-matriks,Aljabar Matriks,2024E,16,Materi yang telah disampaikan sejak pertemuan ke-9 sampai dengan ke-15. Date 19 Desember 2024,19 Desember 2024
https://sindig.unesa.ac.id/course/3/1457/literasi-digital,Literasi Digital,2024C,1,Konsep literasi digital dalam berbagai konteks penggunaan teknologi Date 4 September 2024,4 September 2024
https://sindig.unesa.ac.id/course/3/1457/literasi-digital,Literasi Digital,2024C,2,Menganalisis sejarah perkembangan teknologi untuk mengidentifikasi faktor pendorong dan arah kemajuan di masa depan Date 11 September 2024,11 September 2024
