Title,Authors,Number of Authors,Scopus Author Ids,Year,Full date,Scopus Source title,Volume,Issue,Pages,Article number,ISSN,Source ID,Source type,Publisher,Language,SNIP (publication year),SNIP percentile (publication year) *,CiteScore (publication year),CiteScore percentile (publication year) *,SJR (publication year),SJR percentile (publication year) *,Field-Weighted View Impact,Views,Citations,Field-Weighted Citation Impact,Field-Citation Average,"Outputs in Top Citation Percentiles, per percentile","Field-Weighted Outputs in Top Citation Percentiles, per percentile",Main patent families,Policy citations,Reference,Abstract,DOI,Publication type,Open Access,EID,PubMed ID,Institutions,Institution IDs,Sector,Number of Institutions,Scopus Affiliation IDs,Scopus Affiliation names,Scopus Author ID First Author,Scopus Author ID Last Author,Scopus Author ID Corresponding Author,Scopus Author ID Single Author,Country/Region,Number of Countries/Regions,All Science Journal Classification (ASJC) code,All Science Journal Classification (ASJC) field name,Quacquarelli Symonds (QS) Subject area code,Quacquarelli Symonds (QS) Subject area field name,Quacquarelli Symonds (QS) Subject code,Quacquarelli Symonds (QS) Subject field name,Times Higher Education (THE) code,Times Higher Education (THE) field name,ANZSRC FoR (2020) parent code,ANZSRC FoR (2020) parent name,ANZSRC FoR (2020) code,ANZSRC FoR (2020) name,Sustainable Development Goals (2025),Topic Cluster name,Topic Cluster number,Topic Cluster Prominence Percentile,Topic name,Topic number,Topic Prominence Percentile,Publication link to Topic strength
Indoor Air Quality Perception in Built Cultural Heritage in Times of Climate Change,"Ilies, D.C.| Herman, G.V.| Safarov, B.| Ilies, A.| Blaga, L.| Caciora, T.| Peres, A.C.| Grama, V.| Bambang, S.W.| Brou, T.| Taglioni, F.| Hassan, T.H.| Hossain, M.A.",13.0,47061228300| 56035469900| 57221667126| 8280626800| 57217996892| 57214802398| 57195639726| 57217984594| 57212174157| 15520751200| 15823092700| 57219937671| 57189576106,2023.0,2023-05-01,Sustainability (Switzerland),15,10,-,8284,ISSN-20711050,21100240100.0,Journal,MDPI,English,1.08,23,6.8,12,0.672,24,2.39,65.0,17.0,1.61,10.54,11.0,17.0,0.0,0.0,"Ilies, D.C., Herman, G.V., Safarov, B. and 10 more (...) (2023).Indoor Air Quality Perception in Built Cultural Heritage in Times of Climate Change. Sustainability (Switzerland),15(10) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85160818936&origin=resultslist,10.3390/su15108284,Article,Gold|Green,2-s2.0-85160818936,-,Université de La Réunion| King Faisal University| University of Oradea| Samarkand State University| Jagannath University| Universitas Negeri Surabaya| Helwan University,314308| 409003| 329024| 712408| 717881| 707254| 104007,Academic,7.0,60026575| 60071657| 60105082| 60000485| 60030736| 60029258| 60273335| 60111554,"University of Oradea| Sharof Rashidov Samarkand State University| Universitas Negeri Surabaya| Université de La Réunion| King Faisal University| Capital University| Faculty of Tourisim & Hotel Management| Jagannath University, Bangladesh",47061228300,57189576106,57214802398,-,Unknown country| Unknown country| Unknown country| Unknown country| Unknown country| Unknown country| Unknown country,7.0,1701| 1705| 1708| 2102| 2105| 2301| 2308| 3305,"Computer Science (miscellaneous)| Computer Networks and Communications| Hardware and Architecture| Energy Engineering and Power Technology| Renewable Energy, Sustainability and the Environment| Environmental Science (miscellaneous)| Management, Monitoring, Policy and Law| Geography, Planning and Development",3| 2,Social Sciences & Management| Engineering & Technology,425| 221| 249| 424| 212,Geography| Engineering - Electrical & Electronic| Engineering - Petroleum| Environmental Sciences| Computer Science & Information Systems,38| 37| 40| 36,Computer Science| Physical Sciences| Social Sciences| Engineering,MD,Multidisciplinary,MD,Multidisciplinary,SDG 3| SDG 11,Sustainable Development in the Tourism Industry,118,97.907,Cultural Heritage and Territorial Development in Romania,41321,64.384,Definitive
Blind robust and self-embedding fragile image watermarking for image authentication and copyright protection with recovery capability,"Rakhmawati, L.| Suwadi, S.| Wirawan, W.",3.0,57200562830| 35975312300| 7409815140,2020.0,2020-10-01,International Journal of Intelligent Engineering and Systems,13,5,197-210,-,ISSN-2185310X,21100199790.0,Journal,Intelligent Network and Systems Society,English,0.55,61,1.9,45,0.187,71,1.2,37.0,17.0,0.95,10.5,27.0,29.0,0.0,0.0,"Rakhmawati, L., Suwadi, S., Wirawan, W. (2020).Blind robust and self-embedding fragile image watermarking for image authentication and copyright protection with recovery capability. International Journal of Intelligent Engineering and Systems,13(5) 197-210",https://www.scopus.com/record/display.url?eid=2-s2.0-85090381616&origin=resultslist,10.22266/ijies2020.1031.18,Article,Bronze,2-s2.0-85090381616,-,Institut Teknologi Sepuluh Nopember| Universitas Negeri Surabaya,701292| 707254,Academic,2.0,60070707| 60105082,Institut Teknologi Sepuluh Nopember| Universitas Negeri Surabaya,57200562830,7409815140,57200562830,-,Unknown country,1.0,1700| 2200,General Computer Science| General Engineering,2,Engineering & Technology,212,Computer Science & Information Systems,38| 36,Computer Science| Engineering,40| 46,Engineering| Information And Computing Sciences,-,-,-,Steganography and Watermarking Techniques,609,55.984,Image Authentication and Watermarking,11242,83.764,Very Good
Exploring beliefs in a problem-solving process of prospective teachers' with high mathematical ability,"Muhtarom| Juniati, D.| Siswono, T.Y.E.",3.0,57194711501| 57193704830| 57959538100,2017.0,2017-01-01,Global Journal of Engineering Education,19,2,130-136,-,ISSN-13283154,19700201403.0,Journal,World Institute for Engineering and Technology Education,English,1.23,19,0.7,68,0.297,37,0.97,32.0,16.0,1.79,6.72,31.0,15.0,1.0,0.0,"Muhtarom, Juniati, D., Siswono, T.Y.E. (2017).Exploring beliefs in a problem-solving process of prospective teachers' with high mathematical ability. Global Journal of Engineering Education,19(2) 130-136",https://www.scopus.com/record/display.url?eid=2-s2.0-85023612030&origin=resultslist,-,Article,,2-s2.0-85023612030,-,Universitas Negeri Surabaya,707254,Academic,1.0,60108701| 60105082,Universitas Persatuan Guru Republik Indonesia Semarang| Universitas Negeri Surabaya,57194711501,57959538100,57194711501,-,Unknown country,1.0,1700| 3304,General Computer Science| Education,3| 2,Social Sciences & Management| Engineering & Technology,318| 212,Education & Training| Computer Science & Information Systems,38| 41,Computer Science| Education Studies,39| 40,Education| Engineering,-,-,-,Mathematics Education and Teacher Development Insights,472,69.065,Emotional Dynamics in Mathematical Learning Environments,79624,56.678,Defensible
Integrating Data Selection and Extreme Learning Machine for Imbalanced Data,"Mahdiyah, U.| Irawan, M.I.| Imah, E.M.",3.0,56979296800| 55821304100| 54973804500,2015.0,2015-01-01,Procedia Computer Science,59,-,221-229,-,ISSN-18770509,19700182801.0,Conference Proceeding,Elsevier,English,0.8,40,0.9,68,-,-,1.24,30.0,16.0,1.98,3.04,32.0,14.0,0.0,0.0,"Mahdiyah, U., Irawan, M.I., Imah, E.M. (2015).Integrating Data Selection and Extreme Learning Machine for Imbalanced Data. Procedia Computer Science,59221-229",https://www.scopus.com/record/display.url?eid=2-s2.0-84948412996&origin=resultslist,10.1016/j.procs.2015.07.561,Conference Paper,Gold,2-s2.0-84948412996,-,Institut Teknologi Sepuluh Nopember| Universitas Negeri Surabaya,701292| 707254,Academic,2.0,60070707| 60105082,Institut Teknologi Sepuluh Nopember| Universitas Negeri Surabaya,56979296800,54973804500,56979296800,-,Unknown country,1.0,1700,General Computer Science,2,Engineering & Technology,212,Computer Science & Information Systems,38,Computer Science,46,Information And Computing Sciences,-,-,-,Machine Learning Techniques for Predictive Modeling,192,76.194,Extreme Learning Machines in Data Classification,5045,93.339,Very Good
Body shape calculator: Understanding the type of body shapes from anthropometric measurements,"Hidayati, S.C.| Anistyasari, Y.",2.0,55533725700| 53263227700,2021.0,2021-09-01,ICMR 2021 - Proceedings of the 2021 International Conference on Multimedia Retrieval,-,-,461-465,-,-,21101058955.0,Conference Proceeding,"Association for Computing Machinery, Inc",English,-,-,-,-,-,-,0.77,15.0,16.0,1.8,7.8,24.0,15.0,0.0,0.0,"Hidayati, S.C., Anistyasari, Y. (2021).Body shape calculator: Understanding the type of body shapes from anthropometric measurements. ICMR 2021 - Proceedings of the 2021 International Conference on Multimedia Retrieval,461-465",https://www.scopus.com/record/display.url?eid=2-s2.0-85114857225&origin=resultslist,10.1145/3460426.3463582,Conference Paper,,2-s2.0-85114857225,-,Institut Teknologi Sepuluh Nopember| Universitas Negeri Surabaya,701292| 707254,Academic,2.0,60070707| 60105082,Institut Teknologi Sepuluh Nopember| Universitas Negeri Surabaya,55533725700,53263227700,-,-,Unknown country,1.0,1704| 1706| 1707| 1709| 1712,Computer Graphics and Computer-Aided Design| Computer Science Applications| Computer Vision and Pattern Recognition| Human-Computer Interaction| Software,2,Engineering & Technology,212| 213,Computer Science & Information Systems| Data Science,38,Computer Science,46| 47,"Information And Computing Sciences| Language, Communication And Culture",4605| 4704| 4603,Data management and data science| Linguistics| Computer vision and multimedia computation,-,"Image Segmentation, Deep Neural Networks and Object Detection",0,100,Deep Learning Techniques for Fashion Attribute Recognition,13891,96.326,Very Good
"Android Application for Smart Diagnosis of Children with Disabilities and Its Correlation to Neuroscience: Definition, Literature Review with Bibliometric Analysis, and Experiments","Wagino, W.| Abidin, Z.| Anggara, O.F.| Sujarwanto, S.| Penehafo, A.E.",5.0,58179741200| 57209314459| 59043639400| 58280489100| 58482469300,2024.0,2024-09-01,Indonesian Journal of Science and Technology,9,2,497-526,-,ISSN-25281410,21100889858.0,Journal,Universitas Pendidikan Indonesia,English,1.54,12,11.6,6,0.846,17,7.74,95.0,15.0,2.56,5.86,7.0,10.0,0.0,0.0,"Wagino, W., Abidin, Z., Anggara, O.F. and 2 more (...) (2024).Android Application for Smart Diagnosis of Children with Disabilities and Its Correlation to Neuroscience: Definition, Literature Review with Bibliometric Analysis, and Experiments. Indonesian Journal of Science and Technology,9(2) 497-526",https://www.scopus.com/record/display.url?eid=2-s2.0-85197938434&origin=resultslist,10.17509/ijost.v9i2.71659,Article,Gold,2-s2.0-85197938434,-,University of Namibia| Universitas Negeri Surabaya| Indonesia University of Education,700844| 707254| 717051,Academic,3.0,60105082| 60103797| 60072704,Universitas Negeri Surabaya| Universitas Pendidikan Indonesia| University of Namibia,58179741200,58482469300,58179741200,-,Unknown country| Unknown country,2.0,1500| 1700| 1909| 1912| 2200,General Chemical Engineering| General Computer Science| Geotechnical Engineering and Engineering Geology| Space and Planetary Science| General Engineering,2| 4,Engineering & Technology| Natural Sciences,416| 219| 249| 247| 212| 451| 450,Earth & Marine Sciences| Engineering - Chemical| Engineering - Petroleum| Engineering - Mineral & Mining| Computer Science & Information Systems| Geophysics| Geology,37| 36| 38,Physical Sciences| Engineering| Computer Science,51| 40,Physical Sciences| Engineering,5199| 4016| 4004,Other physical sciences| Materials engineering| Chemical engineering,SDG 4,"Image Segmentation, Deep Neural Networks and Object Detection",0,100,Artificial Intelligence Transforming Diagnostic Imaging in Healthcare,2507,99.983,Definitive
Stunting Convergence Management Framework through System Integration Based on Regional Service Governance,"Prasetyo, A.| Noviana, N.| Rosdiana, W.| Anwar, M.A.| Hartiningsih| Hendrixon| Harwijayanti, B.P.| Fahlevi, M.",8.0,57328960900| 57220037235| 57201195734| 58282263900| 58099697000| 57226715796| 57215527564| 57211888309,2023.0,2023-02-01,Sustainability (Switzerland),15,3,-,1821,ISSN-20711050,21100240100.0,Journal,MDPI,English,1.08,23,6.8,12,0.672,24,6.15,167.0,15.0,1.42,10.54,13.0,20.0,0.0,0.0,"Prasetyo, A., Noviana, N., Rosdiana, W. and 5 more (...) (2023).Stunting Convergence Management Framework through System Integration Based on Regional Service Governance. Sustainability (Switzerland),15(3) ",https://www.scopus.com/record/display.url?eid=2-s2.0-85147888184&origin=resultslist,10.3390/su15031821,Article,Gold|Green,2-s2.0-85147888184,-,Bina Nusantara University| Universitas Negeri Surabaya,703747| 707254,Academic,2.0,129175530| 129175665| 60105082| 129175559| 60113201| 60103610,Research and Development Agency of Magelang City| Regional Research and Development Agency| Universitas Negeri Surabaya| Board of Regional Research and Development| Poltekkes Kemenkes Semarang| Bina Nusantara University,57328960900,57211888309,57211888309,-,Unknown country,1.0,1701| 1705| 1708| 2102| 2105| 2301| 2308| 3305,"Computer Science (miscellaneous)| Computer Networks and Communications| Hardware and Architecture| Energy Engineering and Power Technology| Renewable Energy, Sustainability and the Environment| Environmental Science (miscellaneous)| Management, Monitoring, Policy and Law| Geography, Planning and Development",3| 2,Social Sciences & Management| Engineering & Technology,425| 221| 249| 212| 424,Geography| Engineering - Electrical & Electronic| Engineering - Petroleum| Computer Science & Information Systems| Environmental Sciences,38| 40| 37| 36,Computer Science| Social Sciences| Physical Sciences| Engineering,MD,Multidisciplinary,MD,Multidisciplinary,SDG 2,Malnutrition and Growth Patterns in Children,1073,61.02,Addressing Child Malnutrition and Nutritional Status,938,99.2,Definitive
Top 100 Cited Publications for The Last Thirty Years in Digital Learning and Mobile Learning,"Prahani, B.K.| Amiruddin, M.Z.B.| Jatmiko, B.| Suprapto, N.| Amelia, T.",5.0,57207944019| 36760394200| 57191163601| 57163917500| 57195509420,2022.0,2022-01-01,International Journal of Interactive Mobile Technologies,16,8,18-33,-,ISSN-18657923,21100394784.0,Journal,International Association of Online Engineering,English,0.94,34,4.2,40,0.409,55,4.06,105.0,15.0,1.01,14.82,20.0,29.0,0.0,0.0,"Prahani, B.K., Amiruddin, M.Z.B., Jatmiko, B. and 2 more (...) (2022).Top 100 Cited Publications for The Last Thirty Years in Digital Learning and Mobile Learning. International Journal of Interactive Mobile Technologies,16(8) 18-33",https://www.scopus.com/record/display.url?eid=2-s2.0-85129938655&origin=resultslist,10.3991/ijim.v16i08.29803,Article,Gold|Green,2-s2.0-85129938655,-,Universitas Negeri Surabaya,707254,Academic,1.0,60105082| 60190742,Universitas Negeri Surabaya| Universitas Dinamika,57207944019,57195509420,57207944019,-,Unknown country,1.0,1705| 1706,Computer Networks and Communications| Computer Science Applications,2,Engineering & Technology,212| 213,Computer Science & Information Systems| Data Science,38,Computer Science,46,Information And Computing Sciences,4606| 4601,Distributed computing and systems software| Applied computing,-,Implant Innovations in Orthodontics and Bone Health,51,88.424,Facial Image Techniques for Age Determination,72198,47.721,Defensible
Technological pedagogical content knowledge (Tpack) in action: Unraveling indonesian english as a foreign language teachers’ tpack by implementing telegram,"Aisyah, R.N.| Setiawan, S.| Munir, A.",3.0,57226667006| 57212529080| 57217302677,2021.0,2021-01-01,CALL-EJ,22,3,17-32,-,ISSN-21879036,21100265343.0,Journal,CALL-EJ,English,0.79,44,1.6,19,0.37,23,3.74,74.0,14.0,1.98,5.56,27.0,13.0,0.0,0.0,"Aisyah, R.N., Setiawan, S., Munir, A. (2021).Technological pedagogical content knowledge (Tpack) in action: Unraveling indonesian english as a foreign language teachers’ tpack by implementing telegram. CALL-EJ,22(3) 17-32",https://www.scopus.com/record/display.url?eid=2-s2.0-85112332355&origin=resultslist,-,Article,,2-s2.0-85112332355,-,Universitas Negeri Surabaya,707254,Academic,1.0,60105082,Universitas Negeri Surabaya,57226667006,57217302677,57212529080,-,Unknown country,1.0,1203| 1706| 3310,Language and Linguistics| Computer Science Applications| Linguistics and Language,2| 1,Engineering & Technology| Arts & Humanities,130| 212| 213,Linguistics| Computer Science & Information Systems| Data Science,38| 33,Computer Science| Arts and Humanities,39,Education,3903,Education systems,-,Integrating Technology in Teacher Education Practices,1318,69.653,Technological Pedagogical Content Knowledge in Education,6633,98.876,Definitive
Vocational Teachers' Perceptions and Perspectives in the Implementation of STEM Learning in the 21st Century,"Muhammad, N.| Sudira, P.| Kholifah, N.| Samsudin, A.| Warju, W.",5.0,57205063285| 57205235911| 57200557180| 57191537500| 57200563821,2020.0,2020-11-01,TEM Journal,9,4,1665-1680,-,ISSN-22178309,21100831441.0,Journal,UIKTEN - Association for Information Communication Technology Education and Science,English,0.71,50,1.2,57,0.199,68,1.38,76.0,14.0,0.6,11.64,31.0,42.0,0.0,0.0,"Muhammad, N., Sudira, P., Kholifah, N. and 2 more (...) (2020).Vocational Teachers' Perceptions and Perspectives in the Implementation of STEM Learning in the 21st Century. TEM Journal,9(4) 1665-1680",https://www.scopus.com/record/display.url?eid=2-s2.0-85099523713&origin=resultslist,10.18421/TEM94-46,Article,Gold|Green,2-s2.0-85099523713,-,Yogyakarta State University| Indonesia University of Education| Universitas Negeri Surabaya| Sultan Ageng Tirtayasa University,714823| 717051| 707254| 718634,Academic,4.0,60109646| 60087601| 60103797| 60105082,Universitas Sultan Ageng Tirtayasa| Universitas Negeri Yogyakarta| Universitas Pendidikan Indonesia| Universitas Negeri Surabaya,57205063285,57200563821,57205063285,-,Unknown country,1.0,1405| 1408| 1701| 1710| 1802| 3304,Management of Technology and Innovation| Strategy and Management| Computer Science (miscellaneous)| Information Systems| Information Systems and Management| Education,2| 3,Engineering & Technology| Social Sciences & Management,308| 212| 318,Business & Management Studies| Computer Science & Information Systems| Education & Training,35| 37| 41| 38,Business and Economics| Physical Sciences| Education Studies| Computer Science,51| 35| 39,"Physical Sciences| Commerce, Management, Tourism And Services| Education",5199| 3903| 3507,"Other physical sciences| Education systems| Strategy, management and organisational behaviour",-,Integrating Science Education for Student Success,310,75.801,Interdisciplinary Approaches in STEM Education,1687,99.009,Definitive
