"Data set","All Authors affiliated with Universitas Negeri Surabaya","","","","","","","","","","",""
"Entity","Universitas Negeri Surabaya","","","","","","","","","","",""
"Year range","2015 to >2025","","","","","","","","","","",""
"Types of publications included","all publication types","","","","","","","","","","",""
"Self-citations","included","","","","","","","","","","",""
"","","","","","","","","","","","",""
"Data source","Scopus","","","","","","","","","","",""
"Date last updated","11 March 2026","","","","","","","","","","",""
"","","","","","","","","","","","",""
"* If an author's affiliation is part of multiple SciVal Institutions, the author is listed multiple times with one row per Institution.","","","","","","","","","","","",""
"","","","","","","","","","","","",""
"Name","Scholarly Output","Most recent publication","Citations","Citations per Publication","Field-Weighted Citation Impact","h-index","Output in Top 10% Citation Percentiles (field-weighted)","Oldest publication (since 1996)","Scopus author ID","Scopus author profile","Primary author affiliation*","ORCID (linked to Scopus author profile)"
"Subroto, Waspodo Tjipto","20","2026","74","3.7","0.47","5","3","2015","57188961814","https://www.scopus.com/authid/detail.url?authorId=57188961814","Universitas Negeri Surabaya","0000-0002-1477-1653"
"Yuliani,","20","2025","69","3.5","0.48","5","0","2015","57510103300","https://www.scopus.com/authid/detail.url?authorId=57510103300","Universitas Negeri Surabaya",""
"Rahmadyanti, Erina","20","2025","132","6.6","0.78","8","2","2013","55916671700","https://www.scopus.com/authid/detail.url?authorId=55916671700","Universitas Negeri Surabaya","0000-0002-8055-717X"
"Nisa, Khoirun","20","2025","71","3.6","1.03","5","3","2021","57656277400","https://www.scopus.com/authid/detail.url?authorId=57656277400","National Dong Hwa University","0000-0003-2140-2642"
"Nuswantara, Dian Anita","20","2026","193","9.7","1.32","9","6","2017","57200395873","https://www.scopus.com/authid/detail.url?authorId=57200395873","Universitas Negeri Surabaya","0000-0002-7124-3099"
"Rizki, Ainun Zulfikar","20","2026","18","0.9","0.27","2","4","2022","57609066200","https://www.scopus.com/authid/detail.url?authorId=57609066200","Universitas Negeri Surabaya","0009-0006-7025-7209"
"Arifah, Ika Diyah Candra","20","2026","275","13.8","1.26","5","4","2020","57395409700","https://www.scopus.com/authid/detail.url?authorId=57395409700","Universitas Negeri Surabaya",""
"Fahmi, Muhammad Nurul","20","2026","15","0.8","0.28","2","1","2021","57220108286","https://www.scopus.com/authid/detail.url?authorId=57220108286","Universitas Negeri Surabaya","0000-0001-6833-6086"
"Yuanita, Lenny","20","2025","315","15.8","1.92","8","7","2018","57194042428","https://www.scopus.com/authid/detail.url?authorId=57194042428","Universitas Negeri Surabaya",""
"Suaebah, Evi","19","2026","31","1.6","0.64","6","3","2022","57188817866","https://www.scopus.com/authid/detail.url?authorId=57188817866","Universitas Negeri Surabaya","0000-0002-8868-4376"
"Hafidz, Abdul","19","2025","51","2.7","0.82","4","1","2020","57226032655","https://www.scopus.com/authid/detail.url?authorId=57226032655","Universitas Negeri Surabaya","0000-0002-1171-2367"
"Rosyidi, Abdul Haris","19","2026","51","2.7","0.54","3","2","2017","57194711482","https://www.scopus.com/authid/detail.url?authorId=57194711482","Universitas Negeri Surabaya","0000-0003-0171-9837"
"Rahaju, E. B.","19","2026","17","0.9","0.30","2","1","2018","57219935098","https://www.scopus.com/authid/detail.url?authorId=57219935098","Universitas Negeri Surabaya","0000-0003-0807-519X"
"Ganda, Andita Nataria Fitri","19","2026","155","8.2","0.51","4","3","2018","57202925442","https://www.scopus.com/authid/detail.url?authorId=57202925442","Universitas Negeri Surabaya","0000-0002-1845-1817"
"Rahman, Muhammad Fajar Wahyudi","19","2026","344","18.1","1.76","6","6","2022","58949238400","https://www.scopus.com/authid/detail.url?authorId=58949238400","Universitas Negeri Surabaya","0000-0002-9857-6889"
"Widyartono, M.","19","2025","113","5.9","0.61","6","1","2018","57201863232","https://www.scopus.com/authid/detail.url?authorId=57201863232","Universitas Negeri Surabaya","0000-0002-4349-2995"
"Rahmadian, Reza","19","2025","108","5.7","0.71","6","1","2018","57201853815","https://www.scopus.com/authid/detail.url?authorId=57201853815","Universitas Negeri Surabaya","0000-0002-1417-3426"
"Suartana, I. M.","19","2026","26","1.4","0.38","3","1","2018","57189691714","https://www.scopus.com/authid/detail.url?authorId=57189691714","Universitas Negeri Surabaya","0000-0002-2877-5778"
"Wiyono, Agus","18","2025","47","2.6","0.53","4","1","2018","57209974138","https://www.scopus.com/authid/detail.url?authorId=57209974138","Universitas Negeri Surabaya","0000-0002-9265-5551"
"Indriyanti, Aries Dwi","18","2025","32","1.8","0.63","3","2","2019","57211891237","https://www.scopus.com/authid/detail.url?authorId=57211891237","Universitas Diponegoro",""
"Firmansyah, R.","18","2026","77","4.3","1.09","7","4","2018","57201854963","https://www.scopus.com/authid/detail.url?authorId=57201854963","Universitas Negeri Surabaya","0000-0002-4843-8621"
"Rafsanjani, Mohamad Arief","18","2025","38","2.1","0.33","4","0","2020","57198441635","https://www.scopus.com/authid/detail.url?authorId=57198441635","Universitas Negeri Surabaya","0000-0002-0981-8031"
"Samani, Muchlas","18","2026","47","2.6","0.33","5","2","2018","57201349532","https://www.scopus.com/authid/detail.url?authorId=57201349532","Universitas Negeri Surabaya",""
"Satriawan, M.","18","2025","28","1.6","1.06","9","3","2022","35183989100","https://www.scopus.com/authid/detail.url?authorId=35183989100","Universitas Negeri Surabaya","0000-0002-6972-0220"
"Surjanti, Jun","18","2025","157","8.7","0.78","8","2","2018","57201352342","https://www.scopus.com/authid/detail.url?authorId=57201352342","Universitas Negeri Surabaya","0000-0003-0305-6985"
"Zuhrie, Muhamad Syariffuddien","18","2025","43","2.4","0.52","4","1","2018","57201353073","https://www.scopus.com/authid/detail.url?authorId=57201353073","Universitas Negeri Surabaya",""
"Ridlwan, Ahmad Ajib","18","2026","79","4.4","1.78","6","5","2018","59539840400","https://www.scopus.com/authid/detail.url?authorId=59539840400","Universitas Negeri Surabaya",""
"Dewangga, Yudhistira","18","2025","16","0.9","0.46","10","0","2024","57219264926","https://www.scopus.com/authid/detail.url?authorId=57219264926","Universitas Negeri Surabaya","0000-0002-4194-1283"
"Rusimamto, Puput Wanarti","18","2025","60","3.3","0.38","4","0","2017","57203283361","https://www.scopus.com/authid/detail.url?authorId=57203283361","Universitas Negeri Surabaya",""
"Lisdiana, Lisa","17","2025","56","3.3","0.21","5","0","2012","57192011522","https://www.scopus.com/authid/detail.url?authorId=57192011522","Universitas Negeri Surabaya","0000-0002-0677-8193"
"Sarmini, Sarmini","17","2026","45","2.6","0.61","4","2","2018","57201197671","https://www.scopus.com/authid/detail.url?authorId=57201197671","Universitas Negeri Surabaya",""
"Timur, Yan Putra","17","2025","60","3.5","1.82","5","3","2024","59202083500","https://www.scopus.com/authid/detail.url?authorId=59202083500","Universitas Negeri Surabaya","0009-0007-2659-984X"
"Irawan, Roy Januardi","17","2025","17","1.0","0.20","3","0","2019","57204969355","https://www.scopus.com/authid/detail.url?authorId=57204969355","Universitas Negeri Surabaya","0000-0002-0996-8718"
"Supratno, Haris","17","2025","19","1.1","0.50","2","1","2022","57562982500","https://www.scopus.com/authid/detail.url?authorId=57562982500","Universitas Negeri Surabaya",""
"Roesminingsih, Erny","17","2025","38","2.2","0.63","2","1","2019","57212314419","https://www.scopus.com/authid/detail.url?authorId=57212314419","Universitas Negeri Surabaya","0000-0003-2183-0989"
"Haryudo, Subuh Isnur","17","2025","50","2.9","0.42","4","0","2018","57202236759","https://www.scopus.com/authid/detail.url?authorId=57202236759","Universitas Negeri Surabaya","0000-0003-1617-7487"
"Suhartini, Ratna","17","2026","9","0.5","0.15","1","1","2019","57211940074","https://www.scopus.com/authid/detail.url?authorId=57211940074","Universitas Negeri Surabaya",""
"Sabtiawan, Wahyu Budi","17","2026","82","4.8","0.59","3","4","2017","57195060766","https://www.scopus.com/authid/detail.url?authorId=57195060766","Universitas Negeri Surabaya",""
"Budijono, Agung Prijo","17","2025","12","0.7","0.13","3","0","2016","57193696400","https://www.scopus.com/authid/detail.url?authorId=57193696400","Universitas Negeri Surabaya","0000-0001-7297-569X"
"Rizki, Iqbal Ainur","17","2025","173","10.2","1.56","7","5","2022","57671590500","https://www.scopus.com/authid/detail.url?authorId=57671590500","Victoria University of Wellington","0000-0001-8618-5592"
"Rijanto, Tri","17","2026","38","2.2","1.09","4","6","2019","57216963152","https://www.scopus.com/authid/detail.url?authorId=57216963152","Universitas Negeri Surabaya","0000-0001-9254-5689"
"Faizah, Ulfi","17","2025","30","1.8","0.48","3","1","2016","57216409848","https://www.scopus.com/authid/detail.url?authorId=57216409848","Universitas Negeri Surabaya",""
"Retnaningdyah, P.","17","2025","58","3.4","0.61","3","1","2018","57201349590","https://www.scopus.com/authid/detail.url?authorId=57201349590","Universitas Negeri Surabaya","0000-0003-2282-1953"
"Realita, Arie","16","2025","12","0.8","0.36","2","0","2021","57373447500","https://www.scopus.com/authid/detail.url?authorId=57373447500","Universitas Negeri Surabaya","0009-0002-1917-8418"
"Sabariman, Bambang","16","2025","99","6.2","0.81","5","1","2017","57194648984","https://www.scopus.com/authid/detail.url?authorId=57194648984","Universitas Negeri Surabaya",""
"Muhammad, null","16","2025","34","2.1","0.43","4","0","2021","57491428000","https://www.scopus.com/authid/detail.url?authorId=57491428000","Universitas Negeri Surabaya","0009-0009-7161-3852"
"Dewi, Renny Sari","16","2026","22","1.4","0.69","7","2","2022","57193736439","https://www.scopus.com/authid/detail.url?authorId=57193736439","Universitas Negeri Surabaya","0000-0003-0153-3098"
"Muhaimin, Fitriari Izzatunnisa","16","2026","16","1.0","0.60","2","4","2022","57205384339","https://www.scopus.com/authid/detail.url?authorId=57205384339","Universitas Negeri Surabaya","0000-0002-7466-0947"
"Purwati, Oikurema","16","2025","122","7.6","1.59","6","2","2020","57212526434","https://www.scopus.com/authid/detail.url?authorId=57212526434","Universitas Negeri Surabaya",""
"Jannah, Miftakhul","16","2026","61","3.8","0.50","4","3","2017","57212533920","https://www.scopus.com/authid/detail.url?authorId=57212533920","Universitas Negeri Surabaya","0000-0001-8537-8114"
"Wardani, Ayusta Lukita","16","2025","56","3.5","0.53","5","0","2021","57976879400","https://www.scopus.com/authid/detail.url?authorId=57976879400","Universitas Negeri Surabaya",""
"Laksono, Kisyani","16","2025","31","1.9","0.20","4","0","2018","57201352617","https://www.scopus.com/authid/detail.url?authorId=57201352617","Universitas Negeri Surabaya","0000-0001-7397-850X"
"Arsana, I. M.","16","2024","30","1.9","0.46","4","1","2019","57189690131","https://www.scopus.com/authid/detail.url?authorId=57189690131","Universitas Negeri Surabaya","0000-0001-8503-5760"
"Afandi, Alvin","16","2026","3","0.2","0.09","1","4","2024","59538274900","https://www.scopus.com/authid/detail.url?authorId=59538274900","Universitas Negeri Surabaya","0009-0009-7161-3852"
"Sari, Yurizka Melia","16","2026","19","1.2","0.71","3","2","2023","57213319430","https://www.scopus.com/authid/detail.url?authorId=57213319430","Universitas Negeri Surabaya","0000-0002-0443-1647"
"Warju, Warju","16","2026","143","8.9","1.04","6","6","2018","57200563821","https://www.scopus.com/authid/detail.url?authorId=57200563821","Universitas Negeri Surabaya","0000-0001-7005-6120"
"Widodo, Bambang Sigit","16","2026","35","2.2","0.58","4","2","2018","57212174157","https://www.scopus.com/authid/detail.url?authorId=57212174157","Universitas Negeri Surabaya",""
"Setiawan, Beni","16","2026","91","5.7","0.85","4","4","2015","60162516500","https://www.scopus.com/authid/detail.url?authorId=60162516500","Universitas Negeri Surabaya",""
"Wahyudi, Heri","15","2025","6","0.4","0.16","1","0","2020","57366617200","https://www.scopus.com/authid/detail.url?authorId=57366617200","Universitas Negeri Surabaya",""
"Widodo, Achmad","15","2025","17","1.1","0.25","2","0","2019","57209393483","https://www.scopus.com/authid/detail.url?authorId=57209393483","Universitas Negeri Surabaya",""
"Abidin, Z.","15","2026","40","2.7","1.01","6","5","2024","57209314459","https://www.scopus.com/authid/detail.url?authorId=57209314459","Universitas Negeri Surabaya","0000-0003-1102-430X"
"Adam, A. S.","15","2020","141","9.4","1.72","6","5","2018","57201671528","https://www.scopus.com/authid/detail.url?authorId=57201671528","National Taiwan University of Science and Technology","0000-0003-2649-6668"
"Isnawati,","15","2025","64","4.3","0.62","6","1","2016","57192010035","https://www.scopus.com/authid/detail.url?authorId=57192010035","Universitas Negeri Surabaya",""
"Harimurti, Rina","15","2024","104","6.9","0.88","7","1","2017","57201859670","https://www.scopus.com/authid/detail.url?authorId=57201859670","Universitas Negeri Surabaya",""
"Baskoro, Farid","15","2025","36","2.4","0.27","4","0","2018","57201862550","https://www.scopus.com/authid/detail.url?authorId=57201862550","Universitas Negeri Surabaya",""
"Kusuma, Donny Ardy","15","2025","60","4.0","0.81","4","2","2023","58098383900","https://www.scopus.com/authid/detail.url?authorId=58098383900","Universitas Negeri Surabaya","0000-0002-8566-1152"
"Anggaryani, Mita","15","2025","21","1.4","0.71","3","1","2021","57222188259","https://www.scopus.com/authid/detail.url?authorId=57222188259","Universitas Negeri Surabaya","0000-0003-4238-7816"
"Subekti, H.","15","2026","49","3.3","0.73","4","3","2018","57202548891","https://www.scopus.com/authid/detail.url?authorId=57202548891","Universitas Negeri Surabaya","0000-0001-6968-2095"
"Sudikan, Setya Yuwana","15","2026","35","2.3","0.33","2","2","2020","57218170194","https://www.scopus.com/authid/detail.url?authorId=57218170194","Universitas Negeri Surabaya",""
"Bahar, Asrul","15","2025","48","3.2","0.30","5","0","2015","57189388799","https://www.scopus.com/authid/detail.url?authorId=57189388799","Universitas Negeri Surabaya","0000-0001-6536-3003"
"Dermawan, Dodik Arwin","15","2026","9","0.6","0.39","2","2","2018","57204489182","https://www.scopus.com/authid/detail.url?authorId=57204489182","Universitas Negeri Surabaya","0000-0002-7060-4585"
"Iriani, Sri Setyo","15","2026","111","7.4","0.56","5","3","2018","57200565279","https://www.scopus.com/authid/detail.url?authorId=57200565279","Universitas Negeri Surabaya",""
"Riyanto, Yatim","15","2026","100","6.7","0.70","4","2","2017","57199508187","https://www.scopus.com/authid/detail.url?authorId=57199508187","Universitas Negeri Surabaya",""
"Budijastuti, W.","15","2025","36","2.4","0.42","3","0","2016","57190387250","https://www.scopus.com/authid/detail.url?authorId=57190387250","Universitas Negeri Surabaya","0000-0002-3024-7448"
"Hadi, Hafid Kholidi","15","2026","31","2.1","0.34","3","1","2018","57201877528","https://www.scopus.com/authid/detail.url?authorId=57201877528","Universitas Negeri Surabaya","0000-0002-7601-1377"
"Suyoko, Andri","15","2026","5","0.3","0.24","1","1","2022","57810432700","https://www.scopus.com/authid/detail.url?authorId=57810432700","Universitas Negeri Surabaya",""
"Safitri, Anita","15","2026","21","1.4","0.66","3","2","2022","57865772100","https://www.scopus.com/authid/detail.url?authorId=57865772100","Universitas Negeri Surabaya",""
"Suyono,","15","2024","48","3.2","0.50","3","1","2014","58097639100","https://www.scopus.com/authid/detail.url?authorId=58097639100","Universitas Negeri Surabaya",""
"Kurniawan, I. F.","15","2024","86","5.7","0.75","7","0","2018","57201757812","https://www.scopus.com/authid/detail.url?authorId=57201757812","Universitas Negeri Surabaya","0000-0002-5584-2390"
"Prehanto, Dedy Rahman","15","2023","29","1.9","0.37","3","1","2019","57211886935","https://www.scopus.com/authid/detail.url?authorId=57211886935","Universitas Negeri Surabaya","0000-0002-5389-8526"
"Indana, Sifak","14","2025","18","1.3","0.15","3","0","2018","57201352745","https://www.scopus.com/authid/detail.url?authorId=57201352745","Universitas Negeri Surabaya",""
"Kurniawan, Wahyu Dwi","14","2025","6","0.4","0.06","2","0","2018","58462093900","https://www.scopus.com/authid/detail.url?authorId=58462093900","Universitas Negeri Surabaya",""
"Karwanto, Karwanto","14","2024","53","3.8","0.79","5","2","2019","57211533290","https://www.scopus.com/authid/detail.url?authorId=57211533290","Unknown affiliation","0000-0002-9062-7602"
"Prapanca, Aditya","14","2025","90","6.4","1.00","7","1","2017","57215981815","https://www.scopus.com/authid/detail.url?authorId=57215981815","Universitas Negeri Surabaya","0000-0003-2150-5780"
"Suyatno,","14","2025","54","3.9","1.35","4","3","2018","57220986464","https://www.scopus.com/authid/detail.url?authorId=57220986464","Universitas Negeri Surabaya",""
"Mutohir, Toho Cholik","14","2026","93","6.6","0.75","6","3","2017","57199505879","https://www.scopus.com/authid/detail.url?authorId=57199505879","Universitas Negeri Surabaya",""
"Saphira, Hanandita Veda","14","2024","116","8.3","1.95","7","5","2022","57881887700","https://www.scopus.com/authid/detail.url?authorId=57881887700","University of Wollongong","0000-0002-3609-952X"
"Rahmawati, Endah","14","2025","61","4.4","1.14","4","2","2009","36004932300","https://www.scopus.com/authid/detail.url?authorId=36004932300","Universitas Negeri Surabaya",""
"Khaleyla, Firas","14","2025","65","4.6","1.52","6","2","2020","57195995839","https://www.scopus.com/authid/detail.url?authorId=57195995839","Universitas Negeri Surabaya","0000-0002-2744-9364"
"Purnomo, A. R.","14","2025","73","5.2","0.67","4","2","2018","57193791205","https://www.scopus.com/authid/detail.url?authorId=57193791205","Universitas Negeri Surabaya","0000-0003-1004-5504"
"Puspitarini, Sapti","14","2026","21","1.5","0.59","4","3","2023","57191260032","https://www.scopus.com/authid/detail.url?authorId=57191260032","Universitas Negeri Surabaya",""
"Sari, Dyah Permata","14","2025","21","1.5","0.34","2","0","2021","57286125000","https://www.scopus.com/authid/detail.url?authorId=57286125000","Universitas Negeri Surabaya","0000-0002-6578-2328"
"Fazlurrahman, Hujjatullah","14","2025","36","2.6","0.65","3","0","2018","35798303400","https://www.scopus.com/authid/detail.url?authorId=35798303400","Universitas Negeri Surabaya",""
"Jakfar, Muhammad","14","2025","19","1.4","0.28","2","0","2017","57195577996","https://www.scopus.com/authid/detail.url?authorId=57195577996","Universitas Negeri Surabaya","0000-0002-8492-1776"
"Fakhrudin, Ali","14","2025","1","0.1","0.18","1","0","2025","59459146600","https://www.scopus.com/authid/detail.url?authorId=59459146600","Universitas Negeri Surabaya",""
"Prakoso, Albrian Fiky","14","2026","28","2.0","0.32","3","2","2016","57192695737","https://www.scopus.com/authid/detail.url?authorId=57192695737","Universitas Negeri Surabaya","0000-0002-7594-0924"
"Hartoto, Setiyo","14","2025","50","3.6","0.51","4","1","2017","57193790819","https://www.scopus.com/authid/detail.url?authorId=57193790819","Universitas Negeri Surabaya",""
"Putera, Shidqi Hamdi Pratama","13","2025","42","3.2","0.78","3","1","2022","58102308800","https://www.scopus.com/authid/detail.url?authorId=58102308800","Universitas Negeri Surabaya",""
"Sari, D. A.P.","13","2025","66","5.1","0.62","4","1","2017","57196085172","https://www.scopus.com/authid/detail.url?authorId=57196085172","Universitas Negeri Surabaya","0000-0001-7614-149X"
"Romadhonia, Riska W.","13","2026","9","0.7","0.26","2","1","2024","57412117200","https://www.scopus.com/authid/detail.url?authorId=57412117200","Universitas Negeri Surabaya","0009-0000-7677-6559"
"Kistyanto, Anang","13","2025","153","11.8","1.07","5","2","2016","57188731700","https://www.scopus.com/authid/detail.url?authorId=57188731700","Universitas Negeri Surabaya","0000-0002-2516-6985"
"Mariana, Neni","13","2026","10","0.8","0.24","2","1","2019","57209240936","https://www.scopus.com/authid/detail.url?authorId=57209240936","Universitas Negeri Surabaya","0000-0001-5791-4071"
"Arianto, Fajar","13","2026","27","2.1","0.28","3","3","2022","57680858500","https://www.scopus.com/authid/detail.url?authorId=57680858500","Universitas Negeri Surabaya","0000-0002-5026-0092"
"Ramadani, Riski","13","2025","43","3.3","1.32","4","3","2022","57219257981","https://www.scopus.com/authid/detail.url?authorId=57219257981","Universitas Negeri Surabaya",""
"Sujarwanto,","13","2026","32","2.5","0.51","4","2","2017","56012612100","https://www.scopus.com/authid/detail.url?authorId=56012612100","Universitas Negeri Surabaya",""
"Tuasikal, Abdul Rachman Syam","13","2025","21","1.6","0.31","2","0","2021","57422322300","https://www.scopus.com/authid/detail.url?authorId=57422322300","Universitas Negeri Surabaya",""
"Faidah, Mutimmatul","13","2026","13","1.0","0.26","2","2","2019","57215307521","https://www.scopus.com/authid/detail.url?authorId=57215307521","Universitas Negeri Surabaya","0000-0002-1111-1270"
"Rohman, Miftahur","13","2025","36","2.8","0.33","3","0","2020","57220057023","https://www.scopus.com/authid/detail.url?authorId=57220057023","Universitas Negeri Surabaya","0000-0002-3060-9832"
"Yundra, Eppy","13","2021","31","2.4","0.49","4","0","2017","56613331100","https://www.scopus.com/authid/detail.url?authorId=56613331100","Universitas Negeri Surabaya",""
"Yunianti, Dwi Nur","13","2025","21","1.6","0.43","2","0","2018","57200364571","https://www.scopus.com/authid/detail.url?authorId=57200364571","Universitas Negeri Surabaya",""
"Taufikurohmah, Titik","13","2026","27","2.1","0.48","5","2","2013","57195602919","https://www.scopus.com/authid/detail.url?authorId=57195602919","Universitas Negeri Surabaya",""
