pub_index,author_name_raw,author_name_norm,author_id_raw,match_strategy,matched_dosen_name,matched_norm_name,score,candidates
0,"Wijayati, D.T.",d t wijayati,57202647254,unmatched,,,,
0,"Rahman, Z.",z rahman,57202893305,unmatched,,,,
0,"Fahrullah, A.",a fahrullah,57203846106,unmatched,,,,
0,"Rahman, M.F.W.",m f w rahman,58949238400,unmatched,,,,
0,"Arifah, I.D.C.",i d c arifah,57395409700,unmatched,,,,
0,"Kautsar, A.",a kautsar,57202283774,unmatched,,,,
1,"Tjahjadi, B.",b tjahjadi,57191278873,unmatched,,,,
1,"Soewarno, N.",n soewarno,57203927339,unmatched,,,,
1,"Hariyati, H.",hariyati,57211274374,unmatched,,,,
1,"Nafidah, L.N.",l n nafidah,57218212743,unmatched,,,,
1,"Kustiningsih, N.",n kustiningsih,57215010703,unmatched,,,,
1,"Nadyaningrum, V.",v nadyaningrum,57219706297,unmatched,,,,
2,"Anggraeni, D.M.",d m anggraeni,57214728134,unmatched,,,,
2,"Prahani, B.K.",b k prahani,57207944019,unmatched,,,,
2,"Suprapto, N.",n suprapto,57163917500,unmatched,,,,
2,"Shofiyah, N.",n shofiyah,57200100542,unmatched,,,,
2,"Jatmiko, B.",b jatmiko,57191163601,unmatched,,,,
3,"Prahani, B.K.",b k prahani,57207944019,unmatched,,,,
3,"Rizki, I.A.",i a rizki,57671590500,unmatched,,,,
3,"Jatmiko, B.",b jatmiko,57191163601,unmatched,,,,
3,"Suprapto, N.",n suprapto,57163917500,unmatched,,,,
3,"Amelia, T.",t amelia,57195509420,unmatched,,,,
4,"Maureen, I.Y.",i y maureen,57204580224,unmatched,,,,
4,"van der Meij, H.",van der meij,55999954200,unmatched,,,,
4,"de Jong, T.",t de jong,7102297810,unmatched,,,,
5,"Kistyanto, A.",a kistyanto,57188731700,unmatched,,,,
5,"Rahman, M.F.W.",m f w rahman,58949238400,unmatched,,,,
5,"Adhar Wisandiko, F.",f adhar wisandiko,57223862167,unmatched,,,,
5,"Setyawati, E.E.P.",e e p setyawati,57223847576,unmatched,,,,
6,"De Oliveira, A.M.",a m de oliveira,55202993200,unmatched,,,,
6,"De Oliveira Neto, A.M.",a m de oliveira neto,59732394000,unmatched,,,,
6,"Perotoni, M.B.",m b perotoni,6506028642,unmatched,,,,
6,"Baudrand, H.",baudrand,7007171277,unmatched,,,,
6,"De Carvalho, A.",a de carvalho,57200727015,unmatched,,,,
6,"Justo, J.F.",j f justo,7006561009,unmatched,,,,
7,"Suprapto, N.",n suprapto,57163917500,unmatched,,,,
7,"Sunarti, T.",t sunarti,57201671106,unmatched,,,,
7,Suliyanah,suliyanah,57196087475,unmatched,,,,
7,"Wulandari, D.",d wulandari,57217348670,unmatched,,,,
7,"Hidayaatullaah, H.N.",h n hidayaatullaah,57217176216,unmatched,,,,
7,"Adam, A.S.",a s adam,57201671528,unmatched,,,,
7,"Mubarok, H.",mubarok,57211415316,unmatched,,,,
8,"Dewi, C.A.",c a dewi,57205659227,unmatched,,,,
8,"Erna, M.",m erna,57207197571,unmatched,,,,
8,Martini,martini,57201570919,unmatched,,,,
8,"Haris, I.",i haris,55991281600,unmatched,,,,
8,"Kundera, I.N.",i n kundera,57205025418,unmatched,,,,
9,"Rahman, M.F.W.",m f w rahman,58949238400,unmatched,,,,
9,"Kistyanto, A.",a kistyanto,57188731700,unmatched,,,,
9,"Surjanti, J.",j surjanti,57201352342,unmatched,,,,
10,"Dewi, R.C.",r c dewi,57204963889,unmatched,,,,
10,"Rimawati, N.",n rimawati,57223340665,unmatched,,,,
10,Purbodjati,purbodjati,57223343439,unmatched,,,,
11,"Iriani, S.S.",s s iriani,57200565279,unmatched,,,,
11,"Andjarwati, A.L.",a l andjarwati,57210882993,unmatched,,,,
12,"Aini, N.S.",n s aini,57810983700,unmatched,,,,
12,"Kharisma, V.D.",v d kharisma,57204628128,unmatched,,,,
12,"Widyananda, M.H.",m h widyananda,57218510836,unmatched,,,,
12,"Murtadlo, A.A.A.",a a a murtadlo,57221725319,unmatched,,,,
12,"Probojati, R.T.",r t probojati,57219931086,unmatched,,,,
12,"Turista, D.D.R.",d d r turista,57217389770,unmatched,,,,
12,"Tamam, M.B.",m b tamam,57208204660,unmatched,,,,
12,"Jakhmola, V.",v jakhmola,36100373900,unmatched,,,,
12,"Sari, D.P.",d p sari,57192115117,unmatched,,,,
12,"Albari, M.T.",m t albari,57884649800,unmatched,,,,
12,"Pernamasari, D.",d pernamasari,57884150000,unmatched,,,,
12,"Ghifari, M.A.",m a ghifari,58084551200,unmatched,,,,
12,"Ghifari, M.R.",m r ghifari,57216500748,unmatched,,,,
12,"Mandeli, R.S.",r s mandeli,57546996000,unmatched,,,,
12,Muhardi,muhardi,57224230825,unmatched,,,,
12,"Oktavia, B.",b oktavia,25650002500,unmatched,,,,
12,"Sari, T.K.",t k sari,56589693900,unmatched,,,,
12,"Sriwahyuni, T.",t sriwahyuni,57003360600,unmatched,,,,
12,"Azhari, P.",p azhari,57884895600,unmatched,,,,
12,"Maahury, M.F.",m f maahury,57215414415,unmatched,,,,
12,"Ansori, A.N.M.",a n m ansori,57195995342,unmatched,,,,
12,"Zainul, R.",r zainul,56737195700,unmatched,,,,
13,"Suprapto, N.",n suprapto,57163917500,unmatched,,,,
13,"Prahani, B.K.",b k prahani,57207944019,unmatched,,,,
13,"Cheng, T.H.",t h cheng,57223623237,unmatched,,,,
14,"Rochmawati, N.",n rochmawati,57195258934,unmatched,,,,
14,"Hidayati, H.B.",h b hidayati,57194159504,unmatched,,,,
14,"Yamasari, Y.",y yamasari,57193733535,unmatched,,,,
14,"Yustanti, W.",w yustanti,57200569216,unmatched,,,,
14,"Tjahyaningtijas, H.P.A.",h p a tjahyaningtijas,58028094300,unmatched,,,,
15,"Arifin, Z.",z arifin,58852377400,unmatched,,,,
15,"Nurtanto, M.",m nurtanto,57205063285,unmatched,,,,
15,"Warju, W.",w warju,57200563821,unmatched,,,,
15,"Rabiman, R.",r rabiman,57209463823,unmatched,,,,
15,"Kholifah, N.",n kholifah,57200557180,unmatched,,,,
16,"Astuti, M.",m astuti,57699103000,unmatched,,,,
16,"Arifin, Z.",z arifin,58852377400,unmatched,,,,
16,"Nurtanto, M.",m nurtanto,57205063285,unmatched,,,,
16,"Mutohhari, F.",f mutohhari,57391573900,unmatched,,,,
16,"Warju, W.",w warju,57200563821,unmatched,,,,
17,"Derakhshan, A.",a derakhshan,56167404800,unmatched,,,,
17,"Setiawan, S.",s setiawan,57212529080,unmatched,,,,
17,"Ghafouri, M.",m ghafouri,57907541300,unmatched,,,,
18,"Wardhono, E.Y.",e y wardhono,55977406500,unmatched,,,,
18,"Pinem, M.P.",m p pinem,57207645776,unmatched,,,,
18,"Kustiningsih, I.",i kustiningsih,56304204400,unmatched,,,,
18,"Effendy, M.",m effendy,55918965600,unmatched,,,,
18,"Clausse, D.",d clausse,55893523400,unmatched,,,,
18,"Saleh, K.",k saleh,7102646826,unmatched,,,,
18,"Guénin, E.",e guenin,6602632219,unmatched,,,,
19,"Aribowo, W.",w aribowo,57216862548,unmatched,,,,
19,Supari,supari,59980002700,unmatched,,,,
19,"Suprianto, B.",b suprianto,8215287000,unmatched,,,,
20,"Aprianto, E.",e aprianto,57216160724,unmatched,,,,
20,"Purwati, O.",o purwati,57212526434,unmatched,,,,
20,"Anam, S.",s anam,57189365383,unmatched,,,,
21,"Rahmadian, R.",r rahmadian,57201853815,unmatched,,,,
21,"Widyartono, M.",m widyartono,57201863232,unmatched,,,,
22,"Smaradhana, D.F.",d f smaradhana,57163733200,unmatched,,,,
22,"Prabowo, A.R.",a r prabowo,57189896735,unmatched,,,,
22,"Ganda, A.N.F.",a n f ganda,57202925442,unmatched,,,,
23,"Yudhistira, D.",d yudhistira,57219264926,unmatched,,,,
23,"Suherman, W.S.",w s suherman,57211289536,unmatched,,,,
23,"Wiratama, A.",a wiratama,57846892100,unmatched,,,,
23,"Wijaya, U.K.",u k wijaya,57845774200,unmatched,,,,
23,Paryadi,paryadi,58102146000,unmatched,,,,
23,"Faruk, M.",m faruk,57218564673,unmatched,,,,
23,"Hadi, H.",hadi,57845560300,unmatched,,,,
23,"Siregar, S.",s siregar,57211562309,unmatched,,,,
23,Jufrianis,jufrianis,57214082557,unmatched,,,,
23,"Pratama, K.W.",k w pratama,57218118750,unmatched,,,,
24,"Widodo, W.",w widodo,57191165275,unmatched,,,,
24,"Sudibyo, E.",e sudibyo,57202548662,unmatched,,,,
24,Suryanti,suryanti,57205027780,unmatched,,,,
24,"Sari, D.A.P.",d a p sari,57196085172,unmatched,,,,
24,Inzanah,inzanah,57217354161,unmatched,,,,
24,"Setiawan, B.",b setiawan,57195054152,unmatched,,,,
25,"Astriani, D.",d astriani,57200101039,unmatched,,,,
25,"Susilo, H.",susilo,57133003100,unmatched,,,,
25,"Suwono, H.",suwono,57190285642,unmatched,,,,
25,"Lukiati, B.",b lukiati,57194450737,unmatched,,,,
25,"Purnomo, A.R.",a r purnomo,57193791205,unmatched,,,,
26,"Angkoso, C.V.",c v angkoso,57191037824,unmatched,,,,
26,"Tjahyaningtijas, H.P.A.",h p a tjahyaningtijas,58028094300,unmatched,,,,
26,"Purnomo, M.H.",m h purnomo,6602604153,unmatched,,,,
26,"Purnama, I.K.E.",i k e purnama,35794232900,unmatched,,,,
27,"Wirawan, W.",w wirawan,7409815140,unmatched,,,,
27,"Suwadi, S.",s suwadi,35975312300,unmatched,,,,
27,"Delpha, C.",c delpha,6601927632,unmatched,,,,
27,"Duhamel, P.",p duhamel,23066670400,unmatched,,,,
28,"Irwanto, I.",i irwanto,57194465468,unmatched,,,,
28,"Dianawati, R.",r dianawati,57213604323,unmatched,,,,
28,"Lukman, I.R.",i r lukman,57202377328,unmatched,,,,
29,Wisanti,wisanti,57202549349,unmatched,,,,
29,"Ambawati, R.",r ambawati,57222189266,unmatched,,,,
29,"Putri, E.K.",e k putri,57216509946,unmatched,,,,
29,"Rahayu, D.A.",d a rahayu,57214115527,unmatched,,,,
29,"Khaleyla, F.",f khaleyla,57195995839,unmatched,,,,
30,"Permatasari, I.",i permatasari,57264056700,unmatched,,,,
30,"Narsa, I.M.",i m narsa,57210152258,unmatched,,,,
31,"Suprapto, N.",n suprapto,57163917500,unmatched,,,,
31,"Nandyansah, W.",w nandyansah,57217175672,unmatched,,,,
31,"Mubarok, H.",mubarok,57211415316,unmatched,,,,
32,"Resbiantoro, G.",g resbiantoro,57782591000,unmatched,,,,
32,"Setiani, R.",r setiani,57201677087,unmatched,,,,
32,Dwikoranto,dwikoranto,57201674914,unmatched,,,,
33,"Kogoya, T.",t kogoya,58196912500,unmatched,,,,
33,"Mutohir, C.",c mutohir,58197103800,unmatched,,,,
33,"Pramono, M.",m pramono,57218104207,unmatched,,,,
33,"Kristiyanto, A.",a kristiyanto,57217303240,unmatched,,,,
33,"Putro, B.N.",b n putro,57391916900,unmatched,,,,
33,"Ali, S.K.S.",s k s ali,57190983051,unmatched,,,,
33,"Karakauki, M.",m karakauki,57218128863,unmatched,,,,
33,"Sukarmin, Y.",y sukarmin,57193361901,unmatched,,,,
33,"Sutapa, P.",p sutapa,57218158446,unmatched,,,,
33,"Festiawan, R.",r festiawan,57783254900,unmatched,,,,
33,"Pratama, K.W.",k w pratama,57218118750,unmatched,,,,
33,"Permadi, A.A.",a a permadi,58197407000,unmatched,,,,
33,"Sonjaya, A.R.",a r sonjaya,58197307400,unmatched,,,,
33,"Trisnadi, R.A.",r a trisnadi,58197008000,unmatched,,,,
34,"Aini, N.S.",n s aini,57810983700,unmatched,,,,
34,"Kharisma, V.D.",v d kharisma,57204628128,unmatched,,,,
34,"Widyananda, M.H.",m h widyananda,57218510836,unmatched,,,,
34,"Murtadlo, A.A.A.",a a a murtadlo,57221725319,unmatched,,,,
34,"Probojati, R.T.",r t probojati,57219931086,unmatched,,,,
34,"Turista, D.D.R.",d d r turista,57217389770,unmatched,,,,
34,"Tamam, M.B.",m b tamam,57208204660,unmatched,,,,
34,"Jakhmola, V.",v jakhmola,36100373900,unmatched,,,,
34,"Novaliendry, D.",d novaliendry,57189044627,unmatched,,,,
34,"Mandeli, R.S.",r s mandeli,57546996000,unmatched,,,,
34,"Oktavia, B.",b oktavia,25650002500,unmatched,,,,
34,"Albari, M.T.",m t albari,57884649800,unmatched,,,,
34,"Al Aziz, S.",s al aziz,58113039000,unmatched,,,,
34,"Ghifari, M.R.",m r ghifari,57216500748,unmatched,,,,
34,"Suryani, O.",o suryani,57194712360,unmatched,,,,
34,"Azhari, P.",p azhari,57884895600,unmatched,,,,
34,"Ghifari, M.A.",m a ghifari,58084551200,unmatched,,,,
34,"Purnamasari, D.",d purnamasari,57724825200,unmatched,,,,
34,"Samala, A.D.",a d samala,57881288600,unmatched,,,,
34,"Maahury, M.F.",m f maahury,57215414415,unmatched,,,,
34,"Ansori, A.N.M.",a n m ansori,57195995342,unmatched,,,,
34,"Zainul, R.",r zainul,56737195700,unmatched,,,,
35,"Paramita, W.",w paramita,55701687100,unmatched,,,,
35,"Septianto, F.",f septianto,57189640785,unmatched,,,,
35,"Winahjoe, S.",s winahjoe,59046408500,unmatched,,,,
35,"Purwanto, B.M.",b m purwanto,55804952500,unmatched,,,,
35,"Candra, I.D.",i d candra,57395409700,unmatched,,,,
36,"Prahani, B.K.",b k prahani,57207944019,unmatched,,,,
36,"Jatmiko, B.",b jatmiko,57191163601,unmatched,,,,
36,"Hariadi, B.",b hariadi,57195509263,unmatched,,,,
36,"Sunarto, D.",d sunarto,57195517242,unmatched,,,,
36,"Sagirani, T.",t sagirani,56097556700,unmatched,,,,
36,"Amelia, T.",t amelia,57195509420,unmatched,,,,
36,"Lemantara, J.",j lemantara,57205548088,unmatched,,,,
37,"Juniati, D.",d juniati,57193704830,unmatched,,,,
37,"Budayasa, I.K.",i k budayasa,57193709826,unmatched,,,,
38,"Wahjudi, E.",e wahjudi,57214727527,unmatched,,,,
39,"Suprapto, N.",n suprapto,57163917500,unmatched,,,,
39,"Sukarmin, S.",s sukarmin,59752928400,unmatched,,,,
39,"Puspitawati, R.P.",r p puspitawati,57204001988,unmatched,,,,
39,"Erman, E.",e erman,57192427696,unmatched,,,,
39,"Savitri, D.",d savitri,57192686927,unmatched,,,,
39,"Ku, C.-H.",c -h ku,36465379200,unmatched,,,,
39,"Mubarok, H.",mubarok,57211415316,unmatched,,,,
40,"Prahani, B.K.",b k prahani,57207944019,unmatched,,,,
40,"Alfin, J.",j alfin,57205121606,unmatched,,,,
40,"Fuad, A.Z.",a z fuad,57204843084,unmatched,,,,
40,"Saphira, H.V.",h v saphira,57881887700,unmatched,,,,
40,"Hariyono, E.",e hariyono,56458994400,unmatched,,,,
40,"Suprapto, N.",n suprapto,57163917500,unmatched,,,,
41,"Aini, N.S.",n s aini,57810983700,unmatched,,,,
41,"Ansori, A.N.M.",a n m ansori,57195995342,unmatched,,,,
41,"Kharisma, V.D.",v d kharisma,57204628128,unmatched,,,,
41,"Syadzha, M.F.",m f syadzha,57217856348,unmatched,,,,
41,"Widyananda, M.H.",m h widyananda,57218510836,unmatched,,,,
41,"Murtadlo, A.A.A.",a a a murtadlo,57221725319,unmatched,,,,
41,"Probojati, R.T.",r t probojati,57219931086,unmatched,,,,
41,"Ullah, M.E.",m e ullah,57808392400,unmatched,,,,
41,"Naw, S.W.",s w naw,57217169098,unmatched,,,,
41,"Jakhmola, V.",v jakhmola,36100373900,unmatched,,,,
41,"Zainul, R.",r zainul,56737195700,unmatched,,,,
42,"Nurtanto, M.",m nurtanto,57205063285,unmatched,,,,
42,"Arifin, Z.",z arifin,58852377400,unmatched,,,,
42,"Sofyan, H.",sofyan,57194626818,unmatched,,,,
42,"Warju, W.",w warju,57200563821,unmatched,,,,
42,"Nurhaji, S.",s nurhaji,57205058544,unmatched,,,,
43,"Aribowo, W.",w aribowo,57216862548,unmatched,,,,
44,"Patrisia, Y.",y patrisia,57216342708,unmatched,,,,
44,"Law, D.W.",d w law,57939589700,unmatched,,,,
44,"Gunasekara, C.",c gunasekara,57215381433,unmatched,,,,
44,"Wardhono, A.",a wardhono,56033884800,unmatched,,,,
45,"Ayubi, N.",n ayubi,57537497000,unmatched,,,,
45,"Purwanto, B.",b purwanto,57152859900,unmatched,,,,
45,"Rejeki, P.S.",p s rejeki,57208052652,unmatched,,,,
45,"Kusnanik, N.W.",n w kusnanik,57195430173,unmatched,,,,
45,"Herawati, L.",l herawati,57204693989,unmatched,,,,
45,"Komaini, A.",a komaini,57193789399,unmatched,,,,
45,"Mutohir, T.C.",t c mutohir,57199505879,unmatched,,,,
45,Nurhasan,nurhasan,57219319997,unmatched,,,,
45,"Al Ardha, M.A.",m a al ardha,57476924200,unmatched,,,,
45,"Firmansyah, A.",a firmansyah,57850607700,unmatched,,,,
46,"Anam, S.",s anam,57189365383,unmatched,,,,
46,"Stracke, E.",e stracke,17344631300,unmatched,,,,
47,"Hidaayatullaah, H.N.",h n hidaayatullaah,57217176216,unmatched,,,,
47,"Suprapto, N.",n suprapto,57163917500,unmatched,,,,
47,"Hariyono, E.",e hariyono,56458994400,unmatched,,,,
47,"Prahani, B.K.",b k prahani,57207944019,unmatched,,,,
47,"Wulandari, D.",d wulandari,57217348670,unmatched,,,,
48,"IRIANI, S.S.",s s iriani,57200565279,unmatched,,,,
48,"NUSWANTARA, D.A.",d a nuswantara,57200395873,unmatched,,,,
48,"KARTIKA, A.D.",a d kartika,57225273788,unmatched,,,,
48,"PURWOHANDOKO, P.",p purwohandoko,57222758081,unmatched,,,,
49,"Putra, R.E.",r e putra,56038565900,unmatched,,,,
49,"Tjandrasa, H.",tjandrasa,55943564300,unmatched,,,,
49,"Suciati, N.",n suciati,24825315200,unmatched,,,,
50,"Yani, M.T.",m t yani,57219313955,unmatched,,,,
50,"Mahfud, C.",c mahfud,57200651047,unmatched,,,,
50,"Rangga Sa'adillah, S.A.P.",s a p rangga sa'adillah,58010447700,unmatched,,,,
50,"Bustami, M.R.",m r bustami,57190368747,unmatched,,,,
50,Maskuri,maskuri,58010256000,unmatched,,,,
50,"Taufiq, A.",a taufiq,6507633920,unmatched,,,,
51,Zainuddin,zainuddin,57201734960,unmatched,,,,
51,Suyidno,suyidno,57200990818,unmatched,,,,
51,"Dewantara, D.",d dewantara,56051829300,unmatched,,,,
51,"Mahtari, S.",s mahtari,57201666772,unmatched,,,,
51,"Nur, M.",m nur,57200985342,unmatched,,,,
51,"Yuanita, L.",l yuanita,57194042428,unmatched,,,,
51,"Sunarti, T.",t sunarti,57201671106,unmatched,,,,
52,"Tjahyaningtijas, H.P.A.",h p a tjahyaningtijas,58028094300,unmatched,,,,
52,"Rumala, D.J.",d j rumala,57221634805,unmatched,,,,
52,"Angkoso, C.V.",c v angkoso,57191037824,unmatched,,,,
52,"Fanani, N.Z.",n z fanani,56596755200,unmatched,,,,
52,"Santoso, J.",j santoso,55734347745,unmatched,,,,
52,"Sensusiati, A.D.",a d sensusiati,57195511114,unmatched,,,,
52,"Ooijen, P.M.A.V.",p m a v ooijen,6603795715,unmatched,,,,
52,"Ketut Eddy Purnama, I.K.E.",i k e ketut eddy purnama,35794232900,unmatched,,,,
52,"Purnomo, M.H.",m h purnomo,6602604153,unmatched,,,,
53,"Aribowo, W.",w aribowo,57216862548,unmatched,,,,
53,"Muslim, S.",s muslim,57188724366,unmatched,,,,
53,"Suprianto, B.",b suprianto,8215287000,unmatched,,,,
53,"Hermawan, A.C.",a c hermawan,57223403623,unmatched,,,,
54,"Akhdinirwanto, R.W.",r w akhdinirwanto,57219224146,unmatched,,,,
54,"Agustini, R.",r agustini,36992036400,unmatched,,,,
54,"Jatmiko, B.",b jatmiko,57191163601,unmatched,,,,
55,"Mukaffa, H.",mukaffa,57209452128,unmatched,,,,
55,"Asrofi, M.",m asrofi,57193698037,unmatched,,,,
55,Sujito,sujito,57218604016,unmatched,,,,
55,Asnawi,asnawi,35195214800,unmatched,,,,
55,"Hermawan, Y.",y hermawan,57204955866,unmatched,,,,
55,Sumarji,sumarji,57205603114,unmatched,,,,
55,"Qoryah, R.D.H.",r d h qoryah,57204906615,unmatched,,,,
55,"Sapuan, S.M.",s m sapuan,35230794000,unmatched,,,,
55,"Ilyas, R.A.",r a ilyas,57196328367,unmatched,,,,
55,"Atiqah, A.",a atiqah,55366998300,unmatched,,,,
56,"Pambudi, D.S.",d s pambudi,57218162188,unmatched,,,,
56,"Budayasa, I.K.",i k budayasa,57193709826,unmatched,,,,
56,"Lukito, A.",a lukito,7801325896,unmatched,,,,
57,"Komaim, A.",a komaim,57193789399,unmatched,,,,
57,Hermanzoni,hermanzoni,57216223976,unmatched,,,,
57,"Handayani, S.G.",s g handayani,57535863500,unmatched,,,,
57,"Rifki, M.S.",m s rifki,57215087756,unmatched,,,,
57,"Kiram, Y.",y kiram,57202287440,unmatched,,,,
57,"Ayubi, N.",n ayubi,57537497000,unmatched,,,,
58,"Susanto, N.",n susanto,58670995900,unmatched,,,,
58,"García-Jiménez, J.V.",j v garcia-jimenez,35756098700,unmatched,,,,
58,"Nowak, A.M.",a m nowak,57205115682,unmatched,,,,
58,"Setyawan, H.",setyawan,58671015400,unmatched,,,,
58,"Pavlovic, R.",r pavlovic,55601723700,unmatched,,,,
58,"Rusdiawan, A.",a rusdiawan,58178878400,unmatched,,,,
58,"Syaukani, A.A.",a a syaukani,57218096283,unmatched,,,,
59,"Surjanti, J.",j surjanti,57201352342,unmatched,,,,
59,"Soejoto, A.",a soejoto,56736793100,unmatched,,,,
59,"Seno, D.N.",d n seno,57201883952,unmatched,,,,
59,Waspodo,waspodo,58155637600,unmatched,,,,
60,"Hendarwati, E.",e hendarwati,57209827430,unmatched,,,,
60,"Nurlaela, L.",l nurlaela,57193699945,unmatched,,,,
60,"Bachri, B.S.",b s bachri,57210117456,unmatched,,,,
60,"Sa'ida, N.",n sa'ida,57226254170,unmatched,,,,
61,"Suryadi, D.",d suryadi,58293015400,unmatched,,,,
61,"Komaini, A.",a komaini,57193789399,unmatched,,,,
61,"Anggara Suganda, M.",m anggara suganda,58164051500,unmatched,,,,
61,Rubiyatno,rubiyatno,58537360200,unmatched,,,,
61,"Faridah, E.",e faridah,57211397088,unmatched,,,,
61,"Akbar Fauzan, L.",l akbar fauzan,58949503500,unmatched,,,,
61,"Fauziah, E.",e fauziah,58536976200,unmatched,,,,
61,"Edison Putra, M.",m edison putra,58949336000,unmatched,,,,
61,"Ayubi, N.",n ayubi,57537497000,unmatched,,,,
62,"Wahyuni, S.",s wahyuni,58776122100,unmatched,,,,
62,Erman,erman,57192427696,unmatched,,,,
62,"Sudikan, S.Y.",s y sudikan,57218170194,unmatched,,,,
62,"Jatmiko, B.",b jatmiko,57191163601,unmatched,,,,
63,"Prahanı, B.K.",b k prahanı,57207944019,unmatched,,,,
63,"Saphıra, H.V.",h v saphıra,57881887700,unmatched,,,,
63,"Wıbowo, F.C.",f c wıbowo,57191545325,unmatched,,,,
63,Mısbah,mısbah,57195480182,unmatched,,,,
63,"Sulaeman, N.F.",n f sulaeman,57203064481,unmatched,,,,
64,"Nuswantara, D.A.",d a nuswantara,57200395873,unmatched,,,,
65,Suliyanah,suliyanah,57196087475,unmatched,,,,
65,"Deta, U.A.",u a deta,55872927700,unmatched,,,,
65,"Kurniawan, F.K.",f k kurniawan,57221993241,unmatched,,,,
65,"Lestari, N.A.",n a lestari,57201959687,unmatched,,,,
65,"Yantidewi, M.",m yantidewi,57193133954,unmatched,,,,
65,"Jauhariyah, M.N.R.",m n r jauhariyah,57128452400,unmatched,,,,
65,"Prahani, B.K.",b k prahani,57207944019,unmatched,,,,
66,"Munasir, N.",n munasir,57031904800,unmatched,,,,
66,"Kusumawati, R.P.",r p kusumawati,57212451014,unmatched,,,,
66,"Kusumawati, D.H.",d h kusumawati,57195967334,unmatched,,,,
66,"Supardi, Z.A.I.",z a i supardi,6508147948,unmatched,,,,
66,"Taufiq, A.",a taufiq,6507633920,unmatched,,,,
66,Darminto,darminto,6602346156,unmatched,,,,
67,"Iriawan, N.",n iriawan,55332444200,unmatched,,,,
67,"Pravitasari, A.A.",a a pravitasari,57204105479,unmatched,,,,
67,"Nirmalasari, N.I.",n i nirmalasari,57213186627,unmatched,,,,
67,"Azmi, T.",t azmi,57216674729,unmatched,,,,
67,"Nasrudin, M.",m nasrudin,57211329889,unmatched,,,,
67,"Fandisyah, A.F.",a f fandisyah,58897357000,unmatched,,,,
67,"Fithriasari, K.",k fithriasari,55865636600,unmatched,,,,
67,"Purnami, S.W.",s w purnami,25825438700,unmatched,,,,
67,Irhamah,irhamah,26532913800,unmatched,,,,
67,"Ferriastuti, W.",w ferriastuti,57209097446,unmatched,,,,
68,Mashud,mashud,58532466600,unmatched,,,,
68,"Warni, H.",warni,57215568776,unmatched,,,,
68,"Putra, M.F.P.",m f p putra,57722595800,unmatched,,,,
68,"Haris, M.A.",m a haris,57222334545,unmatched,,,,
68,"Touvan Juni Samodra, Y.",y touvan juni samodra,58262291600,unmatched,,,,
68,"Tantri, A.",a tantri,58567505000,unmatched,,,,
68,"Kristiyandaru, A.",a kristiyandaru,58521363400,unmatched,,,,
68,"Suryadi, D.",d suryadi,58293015400,unmatched,,,,
69,"Prahani, B.K.",b k prahani,57207944019,unmatched,,,,
69,"Rizki, I.A.",i a rizki,57671590500,unmatched,,,,
69,"Suprapto, N.",n suprapto,57163917500,unmatched,,,,
69,"Irwanto, I.",i irwanto,57194465468,unmatched,,,,
69,"Kurtuluş, M.A.",m a kurtulus,57221315269,unmatched,,,,
70,"Rifki, M.S.",m s rifki,57215087756,unmatched,,,,
70,"Farma, F.",f farma,57681131500,unmatched,,,,
70,"Komaini, A.",a komaini,57193789399,unmatched,,,,
70,"Sepdanius, E.",e sepdanius,57204845666,unmatched,,,,
70,Alimuddin,alimuddin,57946992900,unmatched,,,,
70,"Ayubi, N.",n ayubi,57537497000,unmatched,,,,
71,"Prihanto, J.B.",j b prihanto,57201349993,unmatched,,,,
71,"Nurhayati, F.",f nurhayati,57226384951,unmatched,,,,
71,"Wahjuni, E.S.",e s wahjuni,57193788130,unmatched,,,,
71,"Matsuyama, R.",r matsuyama,56715394700,unmatched,,,,
71,"Tsunematsu, M.",m tsunematsu,55888016400,unmatched,,,,
71,"Kakehashi, M.",m kakehashi,6603910433,unmatched,,,,
72,"Sabariman, B.",b sabariman,57194648984,unmatched,,,,
72,"Soehardjono, A.",a soehardjono,43462156300,unmatched,,,,
72,Wisnumurti,wisnumurti,43462082300,unmatched,,,,
72,"Wibowo, A.",a wibowo,57200801559,unmatched,,,,
72,Tavio,tavio,7409950474,unmatched,,,,
73,"Zega, B.C.",b c zega,57193526071,unmatched,,,,
73,"Prayuda, H.",prayuda,57193526158,unmatched,,,,
73,"Monika, F.",f monika,57203141254,unmatched,,,,
73,"Saleh, F.",f saleh,55907644700,unmatched,,,,
73,"Wibowo, D.E.",d e wibowo,57212408143,unmatched,,,,
74,"Hidayat, A.",a hidayat,59947764500,unmatched,,,,
74,"Taufiq, A.",a taufiq,6507633920,unmatched,,,,
74,"Supardi, Z.A.I.",z a i supardi,6508147948,unmatched,,,,
74,"Jayadininggar, S.M.",s m jayadininggar,57223255249,unmatched,,,,
74,"Sa'Adah, U.",u sa'adah,57204622752,unmatched,,,,
74,"Astarini, N.A.",n a astarini,57219992856,unmatched,,,,
74,"Suprayogi, T.",t suprayogi,57202606423,unmatched,,,,
74,"Diantoro, M.",m diantoro,6603239845,unmatched,,,,
75,"Irfa'i, M.A.",m a irfa'i,57201861731,unmatched,,,,
75,"Schmahl, W.W.",w w schmahl,7005727273,unmatched,,,,
75,"Pusparizkita, Y.M.",y m pusparizkita,57201338677,unmatched,,,,
75,"Muryanto, S.",s muryanto,15064363800,unmatched,,,,
