ID,Name,Department
6010680,ENDRYANSYAH,Teknik Elektro (S1)
5998398,SAMIK,Kimia (S1)
6010646,EKOHARIADI,Pendidikan Vokasi (S3)
6010743,FITHRIYAH INDA NUR ABIDA,Sastra Inggris (S1)
6010655,DIDIK NURHADI,Pendidikan Bahasa dan Sastra (S3)
6791831,FEBRIKA YOGIE HERMANTO,Pendidikan Administrasi Perkantoran (S1)
6795030,YOGI BAGUS ADHIMAS,Pendidikan Bahasa Mandarin (S1)
5988227,LUTFHI ABDIL KHUDDUS,Manajemen Olahraga (S1)
6008739,ROY JANUARDI IRAWAN,Ilmu Keolahragaan (S1)
260256,DURINTA PUSPASARI,Pendidikan Administrasi Perkantoran (S1)
6009312,TJITJIK RAHAJU,Administrasi Publik (S2)
6010692,MINTOWATI,Pendidikan Bahasa dan Sastra (S3)
6115451,UTARI DEWI,Teknologi Pendidikan (S3)
5994547,ANJA HESNIA KHOLIS,Ners (Profesi)
5997138,DWI YULI RAKHMAWATI,Pendidikan Ekonomi (S2)
6803901,FIRST AMBAR WATI,Kimia (S1)
6010731,SANAJI,Manajemen (S2)
6010939,SETYA YUWANA SUDIKAN,Pendidikan Seni (S3)
6706207,ARIFAH KAHARINA,"Pendidikan Jasmani, Kesehatan, dan Rekreasi (Kampu (S1)"
6451100,SETIYO HARTOTO,"Pendidikan Jasmani, Kesehatan, dan Rekreasi (S1)"
5995494,DIAN NOVITA,Pendidikan Kimia (S1)
5976011,IKE FITRIYANINGSIH,Kecerdasan Artifisial (S1)
6008987,MERLYANA DWINDA YANTHI,Akuntansi (S1)
6010649,EDY SULISTIYO,Pendidikan Teknik Elektro (S1)
6898395,IRMANTARA SUBAGIO,Pendidikan Kepelatihan Olahraga (S1)
6011008,SETYO YANUARTUTI,Pendidikan Seni (S3)
6801294,FITRIANA,Fisika (S1)
6010674,ANNA NOORDIA,Ilmu Keolahragaan (S1)
6756986,AMIRUL ARIF,Pendidikan Akuntansi (S1)
5991505,MANUHARAWATI,Pendidikan Matematika (S3)
5977723,RUSLY HIDAYAH,Pendidikan Kimia (S1)
6004555,SUNU KUNTJORO,Biologi (S1)
6009746,HARTI,Unknown
6010518,VEGA CANDRA DINATA,"Pendidikan Jasmani, Kesehatan, dan Rekreasi (S1)"
6706756,HERU ARIZAL,Pendidikan Vokasional Teknologi Otomotif (S1)
6798558,FRESHA KHARISMA,Bisnis Digital (S1)
6803728,HAFIZHUDDIN ZUL FAHMI,Teknik Informatika (S1)
6010291,RINI SETIANINGSIH,Pendidikan Matematika (S2)
6008906,DIAN PERMATASARI KUSUMA DAYU,Pendidikan Biologi (S1)
6009610,TIAS ANDARINI INDARWATI,Manajemen (S1)
6039168,SUPRAPTO,Teknik Sipil (D4)
5989531,ROCHMAWATI,Pendidikan Akuntansi (S1)
6679478,IRWAN ADIMAS GANDA SAPUTRA,Pendidikan Akuntansi (S1)
6945711,HUSNI MUBAROK,Teknologi Pendidikan (S1)
6706092,MIFTAHUR ROHMAN,Teknik Elektro (S1)
5994247,MOHAMMAD BUDIYANTO,Pendidikan Sains (S2)
6009976,I WAYAN SUSILA,Unknown
6006127,BRILLIAN ROSY,Pendidikan Administrasi Perkantoran (S1)
5993807,MEGA TEGUH BUDIARTO,Unknown
6760748,AGUNG STIAWAN,Pendidikan IPS (S1)
6715986,DESTY MUZAROFATUS SHOLIKHAH,Gizi (S1)
5988518,WAHYU BUDI SABTIAWAN,Pendidikan Ilmu Pengetahuan Alam (S1)
6007238,DEWIE TRI WIJAYATI WARDOYO,Manajemen (S3)
5993413,AN NURIL MAULIDA FAUZIAH,Pendidikan Ilmu Pengetahuan Alam (S1)
5994605,ARIS ANSORI,Teknik Mesin (S1)
5988960,WIDOWATI BUDIJASTUTI,Biologi (S1)
74493,MUKHAYYAROTIN NISWATI RODLIYATUL JAUHARIYAH,Pendidikan Fisika (S1)
6705223,VIVI PRATIWI,Pendidikan Akuntansi (S1)
6788671,RACHMAN WIDOHARDHONO,Kepelatihan Olahraga (D4)
6009938,MAHENDRA WIDYARTONO,Teknik Listrik (D4)
6010765,JAKA NUGRAHA,Manajemen (Kampus Kabupaten Magetan) (S1)
6654707,HARIS SUPRATNO,Pendidikan Bahasa dan Sastra (S3)
6200789,MUHAMMAD FACHMI,Bisnis Digital (S1)
6010708,DJOKO SUWITO,Pendidikan Teknik Mesin (S1)
5999767,KHUSNUL KHOTIMAH,Teknologi Pendidikan (S1)
6643423,SUGIANTORO,Pendidikan IPS (S1)
5999767,KHUSNUL KHOTIMAH,Teknologi Pendidikan (S1)
6009174,RENNY DWIJAYANTI,Pendidikan Bisnis (S1)
6010413,PUDJI ASTUTI,Hukum (S2)
6010612,ANITA QOIRIAH,Teknik Informatika (S1)
6853154,CENDRA DEVAYANA PUTRA,Sistem Informasi (S1)
6674091,HENI PURWA PAMUNGKAS,Pendidikan Ekonomi (S1)
6706375,ERNITA VIKA AULIA,Pendidikan Ilmu Pengetahuan Alam (S1)
6796729,BAYU RAMA LAKSONO,Akuntansi (S1)
6723215,KUSNUL KHOTIMAH,Pendidikan IPS (S2)
6010097,SOERYANTO,Pendidikan Teknik Mesin (S1)
5992617,KUSUMAWATI DWININGSIH,Pendidikan Kimia (S1)
6009354,AGUS MACHFUD FAUZI,Sosiologi (S1)
5983270,CLEONARA YANUAR DINI,Gizi (S1)
5990188,RUSMINI,Pendidikan Kimia (S1)
6771251,NADIA LUTFI CHOIRUNNISA,Pendidikan Guru Sekolah Dasar (S1)
6000935,YATIM RIYANTO,Manajemen Pendidikan (S3)
74251,WIDYA NUSANTARA,Pendidikan Luar Sekolah (S1)
6908019,MUH SYAUQI MALIK,Pendidikan Guru Sekolah Dasar (Kampus Kabupaten Ma (S1)
6008967,IKA PERMATASARI,Akuntansi (S1)
6867125,SATRIA EUREKA NURSESKASATMATA,Keperawatan (S1)
6011157,MINTARSIH,Pendidikan Bahasa Jepang (S1)
5996717,R.A. SISTA PARAMITA,Manajemen (S1)
6009294,GALIH WAHYU PRADANA,Ilmu Administrasi Negara (S1)
6194810,RAMDYA AKBAR TUKAN,Ners (Profesi)
6191486,ELISABETH CHRISTIANA,Bimbingan dan Konseling (S2)
6008983,FARIDA ISTIANAH,Pendidikan Guru Sekolah Dasar (S1)
6011071,RATNA CANDRA DEWI,Gizi (S1)
6009252,MUH ALI MASNUN,Ilmu Hukum (S1)
5975752,DWIARKO NUGROHOSENO,Manajemen (S1)
6792203,YUNI FITRIYAH NINGSIH,Masase (S1)
6010662,TRISAKTI,Pendidikan Seni Budaya (S2)
5993842,ELOK SUDIBYO,Pendidikan Sains (S3)
6902131,PUTUT RAKHMAD PURNAMA,Biologi (S1)
6177632,RONGGO ALIT,Pendidikan Profesi Guru (Profesi)
6757562,SILVY CINTHIA ADELIA,Sastra Inggris (Kampus Kabupaten Magetan) (S1)
6686936,URIP ZAENAL FANANI,Pendidikan Bahasa  dan Sastra (S2)
6022521,IRENA YOLANITA MAUREEN,Teknologi Pendidikan (S2)
6009843,DONNY ARDY KUSUMA,Kepelatihan Olahraga (D4)
6008180,BAMBANG DIBYO WIYONO,Bimbingan dan Konseling (Kampus Kabupaten Magetan) (S1)
6009529,MADE DUDY SATYAWAN,Akuntansi (S1)
5996957,IRMA RUSSANTI,Tata Busana (D4)
6009529,MADE DUDY SATYAWAN,Akuntansi (S1)
6009325,LISTYANINGSIH,Pendidikan Pancasila dan Kewarganegaraan (S2)
6774546,MELIA DWI WIDAYANTI,Pendidikan Guru Pendidikan Anak Usia Dini (S1)
6710058,WIJONO,Kepelatihan Olahraga (D4)
6009129,JONI SUSILO WIBOWO,Unknown
6705113,FATKUR ROHMAN KAFRAWI,Pendidikan Profesi Guru (Profesi)
74832,LUCKY RACHMAWATI,Ekonomi (S1)
6783205,DWI PRASETYO,Ilmu Komunikasi (S1)
6761453,LINI ANISFATUS SHOLIHAH,Gizi (S1)
5995366,NUNIEK HERDYASTUTI,Kimia (S2)
6171416,AFFIATI OKTAVIARINA,Sains Aktuaria (S1)
6904458,ALI FAKHRUDIN,Pendidikan Guru Sekolah Dasar (S1)
6799343,ANDRI SUYOKO,Pendidikan Kepelatihan Olahraga (S1)
6893231,AHMAD SAEPUDDIN,Teknik Mesin (S1)
6027211,LIFA FARIDA PANDUWINATA,Pendidikan Administrasi Perkantoran (S1)
6819341,MUHAMMAD ASRUL SIDIK,Pendidikan Kepelatihan Olahraga (S1)
6845365,YANDHIKA SURYA AKBAR GUMILANG,Teknik Elektro (S1)
6010418,TOHO CHOLIK MUTOHIR,Ilmu Keolahragaan (S3)
6700688,CITA YUSTISIA SERFIYANI,Ilmu Hukum (S1)
74131,BUDI PRIYO PRAWOTO,Matematika (S1)
6010455,NANIK INDAHWATI,"Pendidikan Jasmani, Kesehatan, dan Rekreasi (S1)"
6010151,IMAN PASU MARGANDA HADIARTO PURBA,Pendidikan Pancasila Dan Kewarganegaraan (S1)
6644401,WELLY SURYANDOKO,"Pendidikan Seni Drama, Tari Dan Musik (S1)"
6005507,BACHRUL AMIQ,Hukum (S2)
6009573,FINISICA DWIJAYATI PATRIKHA,Pendidikan Bisnis (S1)
6706777,FERLY ISNOMO ABDI,Teknologi Rekayasa Otomotif (D4)
6909975,AZIDNI ROFIQO,Ekonomi Islam (S1)
5994156,AKHMAD HAFIZH AINUR RASYID,Teknik Mesin (S1)
6009099,ANDI MARIONO,Teknologi Pendidikan (S2)
6804621,HENDRI PRASTIYONO,Pendidikan Geografi (S2)
6010229,MUCHLIS,Pendidikan Kimia (S1)
6009969,LUTFIYAH HIDAYATI,Pendidikan Tata Busana (S1)
6009877,MUHAMMAD SYAFIQ,Psikologi (S1)
6776262,MONICA WIDYASWARI,Pendidikan Luar Sekolah (S1)
6009073,SITI INA SAVIRA,Psikologi (S1)
5988590,NUR DUCHA,Biologi (S1)
6009020,I KETUT ATMAJA JOHNY ARTHA,Ilmu Pendidikan (S3)
6727380,RURI NURUL AENI WULANDARI,Pendidikan Administrasi Perkantoran (S1)
6705347,PUGUH NOVI PRASETYONO,Teknik Sipil (D4)
5995175,MARNIATI,Pendidikan Tata Busana (S1)
5993529,MARTINI,Pendidikan Ilmu Pengetahuan Alam (S1)
6867833,RATIH AMELIA,Bisnis Digital (S1)
6009357,MEIRINAWATI,Ilmu Administrasi Negara (S1)
6088051,LESTARININGSIH,Pendidikan Matematika (S1)
6003969,WIRYO NURYONO,Bimbingan dan Konseling (S2)
6010269,ARIS RUDI PURNOMO,Pendidikan Ilmu Pengetahuan Alam (S1)
6011717,LUTFI SAKSONO,Sastra Jerman (S1)
6009658,LOGGAR BHILAWA,Akuntansi (S1)
6869290,NUR VIDIA LAKSMI B,Teknik Listrik (D4)
6009311,YUNI LESTARI,Administrasi Negara (D4)
6862335,MOH KHORIDATUL HUDA,Sains Data (S1)
5992595,HARIYATI,Manajemen (S3)
6733533,NURUL JANNAH ASID,Teknik Sipil (S1)
6906256,WIRDATUN NAFISAH,Unknown
6001033,NOVI TRISNAWATI,Pendidikan Administrasi Perkantoran (S1)
6873338,INA USWATUN NIHAYA,Manajemen (S1)
6009098,ENDANG PURBANINGRUM,Unknown
6103195,ACHMAD FITRO,Agribisnis Digital (S1)
6009288,EVA HANY FANIDA,Ilmu Administrasi Negara (S1)
6009342,WENI ROSDIANA,Administrasi Negara (D4)
6717390,VIVI ERVINA DEWI,Musik (S1)
6010507,INA IKA PRATITA,Pendidikan Bahasa Jepang (S1)
6686063,ABU ZAINUDDIN,Pendidikan Fisika (S1)
6010778,KHOFIDOTUR ROFIAH,Pendidikan Luar Biasa (S1)
5989630,ERLIX RAKHMAD PURNAMA,Biologi (S1)
6662665,VIT ARDHYANTAMA,Pendidikan Guru Sekolah Dasar (Kampus Kabupaten Ma (S1)
6008978,IKA RAHMAWATI,Pendidikan Guru Sekolah Dasar (S1)
6716817,WINDASARI,Manajemen Pendidikan (S1)
6704488,MEGA PRANI NINGSIH,Pendidikan Geografi (S1)
6703029,Syaiputra Wahyuda Meisa Diningrat,Teknologi Pendidikan (S1)
6009281,GADING GAMAPUTRA,Administrasi Negara (D4)
6011520,MUHAMMAD ARIFFUDIN ISLAM,Desain Komunikasi Visual (S1)
6861018,HELDA KUSUMA WARDANI,Pendidikan Guru Sekolah Dasar (Kampus Kabupaten Ma (S1)
6706102,HERI SURYAMAN,Pendidikan Teknik Bangunan (S1)
6706084,WAHYU DWI MULYONO,Pendidikan Teknik Bangunan (S1)
6708362,NONIK INDRAWATININGSIH,Pendidikan Matematika (S1)
6860747,NOVITA VINDRI HARINI,Pendidikan Matematika (S1)
5983720,DEVI RATNASARI,Bimbingan Dan Konseling (S1)
6010625,RETNO TRI HARIASTUTI,Bimbingan Konseling (S3)
6782975,LYNDA REFNITASARI,Perencanaan Wilayah dan Kota (S1)
6894355,NUR LUTHFIATUS SOLIKAH,Fisioterapi (S1)
5994335,MIRWA ADIPRAHARA ANGGARANI,Kimia (S1)
5988797,GUNTUR TRIMULYONO,Biologi (S1)
6009221,DEWI PRASTIWI,Akuntansi (S2)
6010335,ASNAWI,Unknown
6765008,FITRIANA RAHMAWATI,Pendidikan Administrasi Perkantoran (S1)
6010660,ISMET BASUKI,Pendidikan Teknologi Dan Kejuruan (S2)
74612,ARIEF SUDRAJAT,Sosiologi (S1)
6009567,PUJIONO,Akuntansi (S2)
6008980,VICKY DWI WICAKSONO,Pendidikan Guru Sekolah Dasar (S1)
6145037,YULIANI,Pendidikan Biologi (S2)
6861614,REZKI NURMA FITRIA,Manajemen Pendidikan (S1)
6024703,TRI RIJANTO,Pendidikan Teknologi Dan Kejuruan (S2)
6687877,RAMDANI,Ekonomi Islam (S1)
6758688,EKA INDAH NURLAILI,Pendidikan Ekonomi (S1)
6161255,FAURIS ZUHRI,Pendidikan Bahasa Inggris (S1)
5988974,NUR KUSWANTI,Pendidikan Biologi (S1)
6008728,ALIM SUMARNO,Teknologi Pendidikan (S2)
6008611,DIAH WULANDARI,Teknik Mesin (D4)
5988974,NUR KUSWANTI,Pendidikan Biologi (S1)
6816237,FADHILAH QALBI ANNISA,Kecerdasan Artifisial (S1)
6000794,LUCIA TRI PANGESTHI,Pendidikan Tata Boga (S1)
6796631,TATAK SETIADI,Ilmu Komunikasi (Kampus Kabupaten Magetan) (S1)
6724411,TRI WARDATI KHUSNIYAH,Teknik Sipil (D4)
6684950,WILDAN TAUFIK RAHARJA,Pendidikan Teknologi Dan Kejuruan (S2)
5995218,OCTAVERINA KECVARA PRITASARI,Pendidikan Tata Rias (S1)
6717642,HARI SUGIHARTO SETYAEDHI,Teknologi Pendidikan (S2)
5995403,SARI KUSUMA DEWI,Biologi (S1)
5995947,ENDAH BUDI RAHAJU,Pendidikan Matematika (S1)
6688855,WIWIK WIDAJATI,Pendidikan Luar Biasa (S2)
5992505,DADANG SUPRIYATNO,Transportasi (D4)
6706087,FENDI ACHMAD,Pendidikan Teknik Elektro (S1)
5995571,JANET TRINEKE MANOY,Pendidikan Matematika (S2)
6703650,VENI RAFIDA,Pendidikan Bisnis (S1)
6009545,DYAH ASTRIANI,Pendidikan Ilmu Pengetahuan Alam (S1)
5998791,RAHADIAN BISMA,Sistem Informasi (S1)
6758049,ERTA,Manajemen Olahraga (S1)
6010902,MALLEVI AGUSTIN NINGRUM,Pendidikan Guru Pendidikan Anak Usia Dini (S1)
5995424,ARYA MAHENDRA SAKTI,Teknik Mesin (D4)
6805479,RASYIDI FAIZ AKBAR,Manajemen (S1)
6009280,BADRUDIN KURNIAWAN,Ilmu Administrasi Negara (S1)
6010754,FEBRITA ARDIANINGSIH,Kedokteran (S1)
6008910,NOORTJE ANITA KUMAAT,Ilmu Keolahragaan (S3)
6688563,SUPRIYANTO,Manajemen Pendidikan (S1)
6009176,PRAYUDI SETIAWAN PRABOWO,Ekonomi (S1)
6009851,MUHAMMAD FARID MARUF,Ilmu Administrasi Negara (S1)
6010804,RONI,Pendidikan Bahasa Jepang (S1)
6765530,NANDA NINI ANGGALIH,Desain Grafis (D4)
6756937,NOVIA RESTU WINDAYANI,Pendidikan Tata Rias (Kampus Kabupaten Magetan) (S1)
6046483,ATAN PRAMANA,Pendidikan Teknologi Informasi (S1)
6010481,ANIK JUWARIYAH,Pendidikan Seni Budaya (S2)
5995417,BIYAN YESI WILUJENG,Pendidikan Tata Rias (S1)
6802900,SULAKSONO,Hukum (S2)
6876237,FIENA SAADATUL UMMAH,Pendidikan Guru Sekolah Dasar (S1)
6692091,BERLIAN MAULIDYA IZZATI,Sistem Informasi (S1)
6009743,AISYATURRAHMI,Akuntansi (S1)
6725215,LA SAUDI,Ners (Profesi)
6791116,FITRIAH DWI SUSILOWATI,Ekonomi Islam (S1)
6010753,YOHANA WURI SATWIKA,Psikologi (S1)
5993474,DHITA AYU PERMATA SARI,Pendidikan Ilmu Pengetahuan Alam (S1)
6669905,ACHMAD RIZANUL WAHYUDI,Pendidikan Kepelatihan Olahraga (S1)
6021026,NUR AHMAD ARIEF,Manajemen Olahraga (S2)
6835538,QATRUNNADA NAQIYYAH KHUSMITHA,Kebidanan (S1)
6922530,ARIS PURWANTO,Teknik Mesin (S1)
6953423,BAYU HADI PERMANA,Biosains Hewan (S1)
5982861,RESTU DWI ARIYANTO,Bimbingan Dan Konseling (S1)
6727421,BAMBANG FERIANTO TJAHYO KUNTJORO,"Pendidikan Jasmani, Kesehatan, dan Rekreasi (S1)"
6010948,SALAMUN ROHMAN NUDIN,Manajemen Informatika (D4)
6819183,WIDA WULANDARI,Pendidikan Ekonomi (S1)
5988921,HARUN NASRUDDIN,Pendidikan Kimia (S1)
6009900,TAURAN,Ilmu Administrasi Negara (S1)
6758667,MUHAMMAD FARHAN MASRUR,Pendidikan Bahasa Mandarin (S1)
5974654,HENDRY CAHYONO,Ekonomi (S1)
5993785,ABDUL HARIS ROSYIDI,Pendidikan Matematika (S1)
6682545,EDY MINTARTO,Unknown
6196831,NURHENTI DORLINA SIMATUPANG,Pendidikan Guru Pendidikan Anak Usia Dini (S1)
6686721,ZAINUR RAHMAN,Manajemen (S1)
6770392,AHMAD NIZAR HILMI,Ilmu Administrasi Negara (S1)
6000008,DINI KINATI FARDAH,Pendidikan Matematika (S1)
6764358,ZULFIN RACHMA MUFIDAH,Pendidikan Guru Sekolah Dasar (S1)
6064875,SEPTYAN BUDY CAHYA,Pendidikan Bisnis (S1)
5988947,SUKARMIN,Pendidikan Kimia (S1)
6153671,MURTADLO,Pendidikan Luar Biasa (S2)
6005823,SUEB,Pendidikan Bahasa Inggris (S1)
6009102,DELIA INDRAWATI,Pendidikan Guru Sekolah Dasar (Kampus Kabupaten Ma (S1)
6009607,BUDIONO,Manajemen (S1)
6860313,HARMON PRAYOGI,Kecerdasan Artifisial (S1)
5998526,NINDRIA UNTARINI,Manajemen (S1)
5997644,YULIA IZZA EL MILLA,Pendidikan Matematika (Kampus Kabupaten Magetan) (S1)
6706558,LADI WAJUBA PERDINI FISABILILLAH,Ekonomi (S1)
6010651,MUJI SRI PRASTIWI,Pendidikan Biologi (S1)
6800912,MUHAMMAD HABIBBULLOH,Pendidikan Fisika (S1)
6707849,KHOIRUR ROZAQ,Manajemen (S1)
6009057,EKO DARMINTO,Unknown
6009585,ENI WURYANI,Akuntansi (S2)
5995320,VENI INDRAWATI,Gizi (S1)
6795062,FIKKY DIAN ROQOBIH,Pendidikan Ilmu Pengetahuan Alam (S1)
5992963,MAUREN GITA MIRANTI,Pendidikan Tata Boga (S1)
6790078,RIZKY MUHAMMAD SIDIK,Kepelatihan Olahraga (D4)
6116144,ADI MALADONA,Pendidikan Biologi (S1)
6757518,DYAH PERMATA SARI,Pendidikan Ilmu Pengetahuan Alam (S1)
5995405,LILIS SULANDARI,Tata Boga (D4)
6009074,TITIN INDAH PRATIWI,Bimbingan Konseling (S3)
6004134,LINTANG VENUSITA,Akuntansi (S1)
6009247,MONIKA TIARAWATI,Manajemen (S1)
6009341,REFTI HANDINI LISTYANI,Unknown
6009552,ANIK LESTARI ANDJARWATI,Manajemen (S1)
6827203,RISKA WAHYU ROMADHONIA,Matematika (S1)
6836936,NUNIK DWI KUSUMAWATI,Manajemen (S1)
6010328,MUHAMMAD JAKFAR,Matematika (S1)
6706136,IKA ANGGUN CAMELIA,Pendidikan Seni Rupa (S1)
74210,IKA KURNIASARI,Pendidikan Matematika (S1)
5988780,MAHANANI TRI ASRI,Biologi (S1)
6696010,FERIZA NADIAR,Teknik Sipil (D4)
6797843,WENNY RESTIKASARI,Ekonomi (S1)
6009272,DIAN AYU LARASATI,Pendidikan Geografi (S1)
5975899,ABDUL MONGID,Manajemen (S3)
6009315,KATON GALIH SETYAWAN,Pendidikan IPS (S1)
6706683,RADEN RORO MAHA KALYANA MITTA ANGGORO,Musik (S1)
6903825,INDAH ARDININGSIH,Pendidikan Kimia (S1)
5994895,GDE AGUS YUDHA PRAWIRA ADISTANA,Pendidikan Teknik Bangunan (S1)
73810,MADE PRAMONO,Ilmu Keolahragaan (S1)
6798340,YANUAR ALFAN TRIARDHANA,Pendidikan Kepelatihan Olahraga (S1)
6008647,MARYAM ISNAINI DAMAYANTI,Pendidikan Guru Sekolah Dasar (S1)
6657494,ISKANDAR,Teknik Mesin (S1)
6656510,PURBODJATI,Unknown
6761169,HANDINI NOVITA SARI,Teknik Mesin (S1)
6010475,NUR QOMARIYAH,Pendidikan Biologi (S1)
6920609,NURUL HASANAH,Pendidikan IPS (S1)
5992861,SITI NURUL HIDAYATI,Pendidikan Ilmu Pengetahuan Alam (S1)
6010490,DWI IMROATU JULAIKAH,Pendidikan Bahasa Jerman (S1)
6757739,ANDIKA KUNCORO WIDAGDO,Pendidikan Tata Boga (S1)
5998505,YUYUN ISBANAH,Manajemen (S1)
6716472,EKA CAHYA MAULIDIYAH,Pendidikan Guru Pendidikan Anak Usia Dini (S1)
6010394,NURUL HIKMAH,Ilmu Hukum (S1)
6009544,MEYLIA ELIZABETH R,Pendidikan Ekonomi (S2)
6010424,SASMINTA CHRISTINA YULI HARTATI,"Pendidikan Jasmani, Kesehatan, dan Rekreasi (S1)"
6717313,FANDI FATONI,Manajemen (Kampus Kabupaten Magetan) (S1)
6007674,PUTRI RACHMADYANTI,Pendidikan Guru Sekolah Dasar (S1)
6160277,RATU MAULADANIYATI,Pendidikan Matematika (Kampus Kabupaten Magetan) (S1)
74467,SURANA,Pendidikan Bahasa Dan Sastra Jawa (S1)
6010017,CITRA FITRI KHOLIDYA,Teknologi Pendidikan (S1)
6713292,DAYAT HIDAYAT,Sains Aktuaria (S1)
5997731,ASRI WIJIASTUTI,Pendidikan Inklusi (S3)
5989076,MEINI SONDANG SUMBAWATI,Pendidikan Teknologi Dan Kejuruan (S2)
6010498,TITIK INDARTI,Pendidikan Bahasa  dan Sastra (S2)
6698684,IRFA RONABOYD,Ilmu Hukum (S1)
6082628,AYU WULANDARI,Manajemen Pendidikan (S2)
6013529,THEODORUS WIYANTO WIBOWO,Pendidikan Teknologi Dan Kejuruan (S2)
6923596,BETI INDAH SARI,Pendidikan Pancasila Dan Kewarganegaraan (S1)
6010440,BUDI RAHADJENG,Matematika (S1)
6716095,RACHMAD SYARIFUDIN HIDAYATULLAH,Pendidikan Teknik Mesin (S1)
259500,DAMAJANTI KUSUMA DEWI,Psikologi (S2)
6920552,HIKAM HULWANULLAH,Ilmu Hukum (S1)
6009256,SRI DWIYANTI,Pendidikan Tata Rias (S1)
6833967,PUTRI HESTININGRUM,Pendidikan Bisnis (S1)
6010417,RIZA NOVIANA KHOIRUNNISA,Psikologi (S1)
6128708,IKA FITRI ULFINDRAYANI,Pendidikan Teknologi Dan Kejuruan (S2)
6796282,IKA NURMAYA,Gizi (S1)
6796282,IKA NURMAYA,Gizi (S1)
6010362,YONNY HERDYANTO,Unknown
6860748,RIZKY PUTRA SANTOSA,Psikologi (S1)
6010788,ALI YUSUF,Pendidikan Luar Sekolah (S2)
5992357,NOVI SUKMA DRASTIAWATI,Teknik Mesin (S1)
6010698,ARI WIDAYANTI,Transportasi (D4)
6010589,MUCH KOIRI,Sastra Inggris (S1)
6009350,SRI MURTINI,Administrasi Publik (S2)
6756997,MITA YUNIATI,Pendidikan Tata Busana (S1)
6906257,HONESTY NURIZZA PINANTI,Biologi (S1)
6011201,DENOK SETIAWATI,Bimbingan dan Konseling (S2)
6010011,YUHRI INANG PRIHATINA,Tata Busana (D4)
6010474,RIRIE RENGGANIS,Pendidikan Bahasa Indonesia (S2)
6010536,MARSUDI,Desain Komunikasi Visual (S1)
6757115,ROIHANA WALIYYUL MURSYIDAH,Pendidikan Ilmu Pengetahuan Alam (S1)
6728004,VITA MAHARDHIKA,Ilmu Hukum (S1)
6009159,DJODJOK SOEPARDJO,Pendidikan Bahasa  dan Sastra (S2)
6876587,MARETHA DELLAROSA,Pendidikan Guru Sekolah Dasar (S1)
6858765,ABDUL AZIZ KHOIRI,Pendidikan Bahasa Dan Sastra Indonesia (S1)
6700311,NISWATIN,Pendidikan Ilmu Pengetahuan Sosial (S3)
6010430,MEITA SANTI BUDIANI,Psikologi (S1)
6006554,NOVITA KARTIKA INDAH,Biologi (S1)
5972786,AMARIA,Kimia (S1)
6010704,FIFUKHA DWI KHORY,"Pendidikan Jasmani, Kesehatan, dan Rekreasi (S1)"
6739673,AFIFAN YULFADINATA,"Pendidikan Jasmani, Kesehatan, dan Rekreasi (S1)"
6010301,YULIANI PUJI ASTUTI,Sains Data (S1)
6704592,MUHAMMAD DZUL FIKRI,Ilmu Keolahragaan (S1)
6010900,NOVA KRISTIANA,Desain Grafis (D4)
6011000,ELISABETH SEPTIN PUSPOAYU,Ilmu Hukum (S1)
6010776,I KADEK DWI NURYANA,Informatika (Kampus Kabupaten Magetan) (S1)
6705346,MEITY WULANDARI,Teknik Sipil (S1)
6685287,HERI CAHYO BAGUS SETIAWAN,Manajemen (S1)
6007843,HENDRIK PANDU PAKSI,Pendidikan Guru Sekolah Dasar (Kampus Kabupaten Ma (S1)
6009331,MAHENDRA WARDHANA,Ilmu Hukum (S1)
6010802,HESPI SEPTIANA,Pendidikan Bahasa Dan Sastra Indonesia (S1)
6002434,EPPY YUNDRA,Unknown
6010320,NI WAYAN SUKMAWATI PUSPITADEWI,Psikologi (S1)
6010203,NURCHAYATI,Unknown
6720798,NINA RINDA PRIHARTIWI,Pendidikan Matematika (S1)
6949249,FITRIA,Manajemen Informatika (D4)
6009089,SOEDJARWO,Unknown
6798072,SITI JARO'AH,Psikologi (S1)
6859625,SUGI HARTONO,Pendidikan Matematika (S1)
5992325,PURWO MAHARDI,Transportasi (D4)
5988507,ARIK SUSANTI,Pendidikan Bahasa Inggris (S1)
6196749,WAFA MAFTUHIN,Fisika (S1)
6706060,MUHAMMAD FARID ILHAMUDDIN,Bimbingan Dan Konseling (S1)
6888925,SUSI TRI UMAROH,Teknologi Rekayasa Otomotif (D4)
6663468,ADITYA CHANDRA HERMAWAN,Teknik Listrik (D4)
6010781,WIDODO,Ilmu Pendidikan (S3)
6757004,AMALIA PUTRI PURNAMASARI,Kimia (S1)
5998495,DWI NUR YUNIANTI,Matematika (S1)
6804212,REVIENDA ANITA FITRIE,Ilmu Administrasi Negara (S1)
6010485,FERA RATYANINGRUM,Pendidikan Seni Rupa (S1)
5994708,CHOIRUL ANNA NUR AFIFAH,Gizi (S1)
6722292,FAHMI FAHRUDIN FADIRUBUN,Pendidikan Geografi (S1)
6010576,IMAM SUCAHYO,Pendidikan Fisika (S1)
5996550,MUCHLAS SAMANI,Unknown
6819380,MARYAM BTE BADRUL MUNIR,Perekonomian Islam dan Industri Halal (S2)
5979113,INDRA HERLAMBA SIREGAR,Teknik Mesin (S1)
5989977,WIWIET EVA SAVITRI,Pendidikan Bahasa Inggris (S1)
6008113,JULIANTO,Pendidikan Profesi Guru (Profesi)
